"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"RNA transport",0,0,0,156,36,"EIF1, SRRM1, TACC3, NXF1, RPP40, RPP25L, PABPC5, EIF2S1, EIF2S3, EIF4A1, EIF4B, EIF4G1, EIF4G2, ACIN1, NUP188, CYFIP2, NXT1, PABPC1L2A, NUP43, RPP25, ELAC1, RANBP2, SUMO3, RGPD2, UBE2I, SEH1L, EIF3A, EIF3I, EIF3J, PABPC4, EIF2B3, EIF2S2, NUP210L, NUP155, RBM8A, THOC1"
"Proteasome",0,0,0,44,27,"POMP, PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMB1, PSMB2, PSMB3, PSMB4, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD1, PSMD2, PSMD3, PSMD7, PSMD8, PSMD11, PSMD12, PSMF1, PSMD6"
"PI3K-Akt signaling pathway",0,0,0.001,336,54,"COL1A2, COL4A2, CREB1, ATF6B, CSF1R, EFNA2, EGFR, EIF4B, EPO, FGF7, FGF8, FGF9, FGF10, FGFR3, FLT4, G6PC, GH2, GNG3, GNG4, GNG10, LPAR4, GYS2, NR4A1, TNC, IFNA13, IFNA16, IKBKB, IL3, IL3RA, ITGA5, ITGAV, ITGB1, ITGB3, KRAS, LAMA4, NGFR, PDGFRB, PDPK1, PPP2CB, PPP2R5A, PPP2R5E, PKN2, RELA, BCL2L1, TNN, TLR2, TLR4, HSP90B1, YWHAG, PIK3R3, CCND2, CCND3, CCNE1, CREB3L1"
"NF-kappa B signaling pathway",0,0,0.001,93,23,"TIRAP, CSNK2A2, TICAM1, ERC1, TAB2, LY96, TAB3, LAT, ICAM1, IKBKB, MYD88, RELA, BCL2L1, CCL13, MAP3K7, TLR4, TNFRSF1A, UBE2I, CARD11, RIPK1, TNFRSF11A, CFLAR, CD14"
"Toll-like receptor signaling pathway",0,0.001,0.004,104,23,"TIRAP, MAP3K8, TICAM1, TAB2, LY96, IFNA13, IFNA16, IKBKB, IL12A, JUN, MYD88, TOLLIP, MAPK13, RELA, CCL3, CXCL11, STAT1, MAP3K7, TLR2, TLR4, PIK3R3, RIPK1, CD14"
"Rap1 signaling pathway",0,0.002,0.009,209,36,"RAPGEF3, CSF1R, CTNND1, DRD2, EFNA2, EGFR, FGF7, FGF8, FGF9, FGF10, FGFR3, MRAS, FLT4, LAT, GNAI3, GNAO1, LPAR4, PFN3, ITGAM, ITGB1, ITGB3, KRAS, NGFR, PLCE1, PDGFRB, PFN1, PLCB4, MAPK13, PARD3, RAP1A, BRAF, TLN2, PIK3R3, SKAP1, RAPGEF5, CDC42"
"Spliceosome",0,0.003,0.018,128,25,"PPIH, SF3B2, LSM6, HNRNPA1L2, CCDC12, SNW1, ACIN1, SF3B1, LSM4, HNRNPC, HNRNPM, SF3B6, PLRG1, SRSF1, SRSF2, SRSF3, TRA2B, SNRPC, SNRPD3, PHF5A, PRPF38A, EFTUD2, CDC5L, RBM8A, THOC1"
"Leukocyte transendothelial migration",0,0.003,0.022,107,22,"CDH5, RAPGEF3, CLDN19, CTNND1, PTK2B, CLDN14, CLDN15, GNAI3, MYLPF, ICAM1, ITGAM, ITGB1, ARHGAP5, CLDN11, MAPK13, PXN, MYL7, RAP1A, CXCR4, PIK3R3, CLDN2, CDC42"
"MAPK signaling pathway",0,0.003,0.023,252,40,"MAP3K2, DUSP10, MAP3K8, DUSP5, DUSP6, EGFR, ELK4, FGF7, FGF8, FGF9, FGF10, FGFR3, MRAS, TAB2, PLA2G4D, NR4A1, IKBKB, JUN, KRAS, MAX, MAP3K3, MOS, TAOK3, PDGFRB, PLA2G4A, PPP3R2, MAPK13, RAP1A, RELA, BRAF, MAP3K7, TNFRSF1A, CACNA1C, CACNA2D1, CACNB4, MAPKAPK3, JMJD7-PLA2G4B, CD14, CDC25B, CDC42"
"Thyroid hormone synthesis",0,0.003,0.034,74,17,"CGA, CREB1, ATF6B, ATP1B4, GPX3, HSPA5, ITPR3, ASGR1, ATP1A3, ATP1B2, ATP1B3, SLC26A4, PLCB4, SLC5A5, HSP90B1, TTR, CREB3L1"
