name,imports,weights,datasource,Confidence,Color
Proteasome.POMP,Novel.CD2BP2,503,experimental,High,blue
Proteasome.PSMA1,Novel.PPP2CB,900,database,Medium,blue
Proteasome.PSMA1,Novel.RPS27A,900,database,Medium,blue
Proteasome.PSMA1,Novel.UBB,900,database,Medium,blue
Proteasome.PSMA1,Novel.NFKBIB,900,database,Medium,blue
Proteasome.PSMA1,Novel.SRSF2,424,experimental,Medium,blue
Proteasome.PSMA1,NF-kappa B signaling pathway.RELA,900,database,Medium,blue
Proteasome.PSMA1,Novel.PLK1,900,database,Medium,blue
Proteasome.PSMA1,Novel.PTMA,503,experimental,Medium,blue
Proteasome.PSMA1,Novel.CCNE1,900,database,Medium,blue
Proteasome.PSMA1,Novel.GTSE1,900,database,Medium,blue
Proteasome.PSMA1,Novel.SUFU,900,database,Medium,blue
Proteasome.PSMA1,Novel.BUB1B,900,database,Medium,blue
Proteasome.PSMA1,Novel.GMNN,900,database,Medium,blue
Proteasome.PSMA1,Novel.UBC,900,database,Medium,blue
Proteasome.PSMA1,Novel.PPP2R5A,900,database,Medium,blue
Proteasome.PSMA1,Novel.CFTR,900,database,Medium,blue
Proteasome.PSMA1,Novel.NFKBIE,900,database,Medium,blue
Proteasome.PSMA1,Novel.SPRED2,900,database,Medium,blue
Proteasome.PSMA1,Novel.PPIL3,503,experimental,Medium,blue
Proteasome.PSMA1,Novel.PPL,417,experimental,Medium,blue
Proteasome.PSMA1,Novel.ZRANB2,432,experimental,Medium,blue
Proteasome.PSMA1,Novel.ZNF526,503,experimental,Medium,blue
Proteasome.PSMA1,NF-kappa B signaling pathway.TNFRSF11A,900,database,Medium,blue
Proteasome.PSMA1,Novel.PRICKLE1,900,database,Medium,blue
Proteasome.PSMA1,Novel.SPOP,900,database,Medium,blue
Proteasome.PSMA1,Novel.HECW1,900,database,Medium,blue
Proteasome.PSMA1,Novel.OAZ3,900,database,Medium,blue
Proteasome.PSMA1,Novel.PPP2R5E,900,database,Medium,blue
Proteasome.PSMA1,Novel.EXOSC5,417,experimental,Medium,blue
Proteasome.PSMA1,Novel.EXOSC4,417,experimental,Medium,blue
Proteasome.PSMA2,Novel.YBX1,424,experimental,High,blue
Proteasome.PSMA2,Novel.VCP,503,experimental,High,blue
Proteasome.PSMA2,Novel.DYNC1I2,417,experimental,High,blue
Proteasome.PSMA2,Novel.IKBKAP,417,experimental,High,blue
Proteasome.PSMA2,Novel.ZNF24,503,experimental,High,blue
Proteasome.PSMA2,Novel.ZC3H4,503,experimental,High,blue
Proteasome.PSMA2,Novel.EXOSC5,417,experimental,High,blue
Proteasome.PSMA3,Novel.EXOSC5,476,experimental,Medium,blue
Proteasome.PSMA3,Novel.EXOSC4,417,experimental,Medium,blue
Proteasome.PSMA3,Novel.VCP,417,experimental,Medium,blue
Proteasome.PSMA3,Novel.PPP2CB,900,database,Medium,blue
Proteasome.PSMA3,Novel.RPS27A,900,database,Medium,blue
Proteasome.PSMA3,Novel.UBB,900,database,Medium,blue
Proteasome.PSMA3,Novel.NFKBIB,900,database,Medium,blue
Proteasome.PSMA3,NF-kappa B signaling pathway.RELA,900,database,Medium,blue
Proteasome.PSMA3,Novel.PLK1,900,database,Medium,blue
Proteasome.PSMA3,Novel.CCNE1,900,database,Medium,blue
Proteasome.PSMA3,Novel.GTSE1,900,database,Medium,blue
Proteasome.PSMA3,Novel.SUFU,900,database,Medium,blue
Proteasome.PSMA3,Novel.BUB1B,900,database,Medium,blue
Proteasome.PSMA3,Novel.GMNN,900,database,Medium,blue
Proteasome.PSMA3,Novel.UBC,900,database,Medium,blue
Proteasome.PSMA3,Novel.PPP2R5A,900,database,Medium,blue
Proteasome.PSMA3,Novel.CFTR,900,database,Medium,blue
Proteasome.PSMA3,Novel.BIRC5,900,database,Medium,blue
Proteasome.PSMA3,Novel.NFKBIE,900,database,Medium,blue
Proteasome.PSMA3,Novel.SPRED2,900,database,Medium,blue
Proteasome.PSMA3,Novel.CDCA8,900,database,Medium,blue
Proteasome.PSMA3,NF-kappa B signaling pathway.TNFRSF11A,900,database,Medium,blue
Proteasome.PSMA3,Novel.PRICKLE1,900,database,Medium,blue
Proteasome.PSMA3,Novel.SPOP,900,database,Medium,blue
Proteasome.PSMA3,Novel.HECW1,900,database,Medium,blue
Proteasome.PSMA3,Novel.OAZ3,900,database,Medium,blue
Proteasome.PSMA3,Novel.PPP2R5E,900,database,Medium,blue
Proteasome.PSMA4,Novel.PPP2CB,900,database,High,blue
Proteasome.PSMA4,Novel.RPS27A,900,database,High,blue
Proteasome.PSMA4,Novel.UBB,900,database,High,blue
Proteasome.PSMA4,Novel.NFKBIB,900,database,High,blue
Proteasome.PSMA4,NF-kappa B signaling pathway.RELA,900,database,High,blue
Proteasome.PSMA4,Novel.PLK1,900,database,High,blue
Proteasome.PSMA4,Novel.CCNE1,900,database,High,blue
Proteasome.PSMA4,Novel.GTSE1,900,database,High,blue
Proteasome.PSMA4,Novel.SUFU,900,database,High,blue
Proteasome.PSMA4,Novel.BUB1B,900,database,High,blue
Proteasome.PSMA4,Novel.GMNN,900,database,High,blue
Proteasome.PSMA4,Novel.UBC,900,database,High,blue
Proteasome.PSMA4,Novel.PPP2R5A,900,database,High,blue
Proteasome.PSMA4,Novel.CFTR,900,database,High,blue
Proteasome.PSMA4,Novel.NFKBIE,900,database,High,blue
Proteasome.PSMA4,Novel.SPRED2,900,database,High,blue
Proteasome.PSMA4,NF-kappa B signaling pathway.TNFRSF11A,900,database,High,blue
Proteasome.PSMA4,Novel.PRICKLE1,900,database,High,blue
Proteasome.PSMA4,Novel.SPOP,900,database,High,blue
Proteasome.PSMA4,Novel.HECW1,900,database,High,blue
Proteasome.PSMA4,Novel.OAZ3,900,database,High,blue
Proteasome.PSMA4,Novel.PPP2R5E,900,database,High,blue
Proteasome.PSMA4,Novel.EXOSC5,417,experimental,High,blue
Proteasome.PSMA4,Novel.YBX1,424,experimental,High,blue
