"","name","imports","weights","datasource","Confidence","Color"
"1","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.NGFR",800,"database","Medium","#000066"
"2","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.WIPF2",900,"database","Medium","#000066"
"3","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.ABI1",900,"database","Medium","#000066"
"4","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","GnRH signaling pathway.EGFR",900,"database","Medium","#000066"
"5","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.ARPC1B",900,"database","Medium","#000066"
"6","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.STMN1",634,"experimental","Medium","#000066"
"7","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.BUB1B",900,"database","Medium","#000066"
"8","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.ARHGDIB",900,"database","Medium","#000066"
"9","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.RAP1A",900,"database","Medium","#000066"
"10","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.UBC",900,"database","Medium","#000066"
"11","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.RHOB",900,"database","Medium","#000066"
"12","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.LAMA5",900,"database","Medium","#000066"
"13","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.MIS12",900,"database","Medium","#000066"
"14","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.ITGB3BP",900,"database","Medium","#000066"
"15","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.CENPH",900,"database","Medium","#000066"
"16","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.CENPP",900,"database","Medium","#000066"
"17","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.ITSN2",900,"database","Medium","#000066"
"18","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Sphingolipid signaling pathway.PPP2R5A",900,"database","Medium","#000066"
"19","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Sphingolipid signaling pathway.GNAI3",900,"database","Medium","#000066"
"20","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.SYK",900,"database","Medium","#000066"
"21","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","GnRH signaling pathway.MAP2K6",900,"database","Medium","#000066"
"22","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.CTNND1",900,"database","Medium","#000066"
"23","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.ARHGEF6",900,"database","Medium","#000066"
"24","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.KIF18A",900,"database","Medium","#000066"
"25","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.RAB14",417,"experimental","Medium","#000066"
"26","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.GNAO1",900,"database","Medium","#000066"
"27","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.KALRN",900,"database","Medium","#000066"
"28","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.CXCR4",900,"database","Medium","#000066"
"29","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.AGRN",900,"database","Medium","#000066"
"30","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.RHOV",900,"database","Medium","#000066"
"31","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.RHOF",900,"database","Medium","#000066"
"32","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.BIRC5",900,"database","Medium","#000066"
"33","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.ITGA1",900,"database","Medium","#000066"
"34","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.PFN1",900,"database","Medium","#000066"
"35","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.EXOC7",900,"database","Medium","#000066"
"36","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.DOCK5",900,"database","Medium","#000066"
"37","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.EPS8",900,"database","Medium","#000066"
"38","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.CDCA8",900,"database","Medium","#000066"
"39","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.PLXNB1",900,"database","Medium","#000066"
"40","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.PARD6G",800,"database","Medium","#000066"
"41","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.GIT1",900,"database","Medium","#000066"
"42","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.ARHGAP5",900,"database","Medium","#000066"
"43","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.ARHGAP20",900,"database","Medium","#000066"
"44","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.ARHGEF19",900,"database","Medium","#000066"
"45","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.ARHGAP15",900,"database","Medium","#000066"
"46","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.ARHGAP32",900,"database","Medium","#000066"
"47","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.ARHGEF3",900,"database","Medium","#000066"
"48","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.ARHGAP9",900,"database","Medium","#000066"
"49","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.FMNL2",900,"database","Medium","#000066"
"50","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.CD28",900,"database","Medium","#000066"
"51","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.SPATA13",900,"database","Medium","#000066"
"52","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.MUSK",900,"database","Medium","#000066"
"53","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.MAP3K9",900,"database","Medium","#000066"
"54","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.DOCK10",900,"database","Medium","#000066"
"55","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.RANBP2",900,"database","Medium","#000066"
"56","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Sphingolipid signaling pathway.PPP2R5E",900,"database","Medium","#000066"
"57","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.ACTR2",900,"database","Medium","#000066"
"58","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.RANGAP1",900,"database","Medium","#000066"
"59","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Sphingolipid signaling pathway.PPP2CB",900,"database","Medium","#000066"
"60","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","AGE-RAGE signaling pathway in diabetic complications & Sphingolipid signaling pathway.PIK3R3",900,"database","Medium","#000066"
"61","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.RPS27A",900,"database","Medium","#000066"
"62","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.NUP43",900,"database","Medium","#000066"
"63","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.PXN",900,"database","Medium","#000066"
"64","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.UBB",900,"database","Medium","#000066"
"65","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.MAPKAPK3",900,"database","Medium","#000066"
"66","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","AGE-RAGE signaling pathway in diabetic complications & Sphingolipid signaling pathway & GnRH signaling pathway.MAPK13",900,"database","Medium","#000066"
"67","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.ITGB1",900,"database","Medium","#000066"
"68","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.CENPO",900,"database","Medium","#000066"
"69","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.PLK1",900,"database","Medium","#000066"
"70","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.A2M",900,"database","Medium","#000066"
"71","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.CDC42","Novel.PARD3",800,"database","Medium","#000066"
"72","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.JUN","Novel.ARHGDIB",900,"database","High","#000066"
"73","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.JUN","Novel.ARNT",900,"database","High","#000066"
"74","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.JUN","Novel.NCOA6",900,"database","High","#000066"
"75","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.JUN","Novel.SYK",900,"database","High","#000066"
"76","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.JUN","AGE-RAGE signaling pathway in diabetic complications.CXCL8",900,"database","High","#000066"
"77","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.JUN","AGE-RAGE signaling pathway in diabetic complications.IL1B",800,"database","High","#000066"
"78","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.JUN","AGE-RAGE signaling pathway in diabetic complications.TGFB2",900,"database","High","#000066"
"79","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.JUN","Novel.CSF2",900,"database","High","#000066"
"80","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.JUN","AGE-RAGE signaling pathway in diabetic complications.EDN1",900,"database","High","#000066"
"81","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.JUN","Novel.SP1",900,"database","High","#000066"
"82","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.JUN","AGE-RAGE signaling pathway in diabetic complications.COL1A2",900,"database","High","#000066"
"83","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.JUN","AGE-RAGE signaling pathway in diabetic complications.IL1A",900,"database","High","#000066"
"84","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.JUN","Novel.IL3",900,"database","High","#000066"
"85","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.JUN","Novel.IL12A",800,"database","High","#000066"
"86","AGE-RAGE signaling pathway in diabetic complications & GnRH signaling pathway.JUN","AGE-RAGE signaling pathway in diabetic complications.EGR1",900,"database","High","#000066"
