"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Ferroptosis",0,0.001,0.001,40,4,"ACSL1, ACSL4, HMOX1, TFRC"
"Fatty acid biosynthesis",0.001,0.086,0.172,13,2,"ACSL1, ACSL4"
"PPAR signaling pathway",0.001,0.087,0.326,72,3,"FABP5, ACSL1, ACSL4"
"NOD-like receptor signaling pathway",0.001,0.087,0.363,166,4,"NAMPT, CTSB, CCL5, TXN"
"Peroxisome",0.002,0.087,0.458,81,3,"ACSL1, ACSL4, SOD2"
"Chemokine signaling pathway",0.002,0.087,0.52,183,4,"CCL4L1, CCL3, CCL5, CCL20"
"Hematopoietic cell lineage",0.003,0.1,0.701,94,3,"TFRC, CD1A, CD1C"
"Toll-like receptor signaling pathway",0.004,0.117,0.933,104,3,"CCL4L1, CCL3, CCL5"
"Tryptophan metabolism",0.006,0.173,1,39,2,"IL4I1, IDO1"
"Cytokine-cytokine receptor interaction",0.008,0.181,1,266,4,"CCL4L1, CCL3, CCL5, CCL20"
"Fatty acid degradation",0.008,0.181,1,44,2,"ACSL1, ACSL4"
"Fatty acid metabolism",0.009,0.194,1,48,2,"ACSL1, ACSL4"
"Phenylalanine, tyrosine and tryptophan biosynthesis",0.015,0.281,1,5,1,"IL4I1"
"Cytosolic DNA-sensing pathway",0.016,0.281,1,63,2,"CCL4L1, CCL5"
"Adipocytokine signaling pathway",0.019,0.311,1,69,2,"ACSL1, ACSL4"
"Riboflavin metabolism",0.024,0.38,1,8,1,"ACP5"
"HIF-1 signaling pathway",0.036,0.527,1,98,2,"HMOX1, TFRC"
"TNF signaling pathway",0.043,0.595,1,108,2,"CCL5, CCL20"
"Phenylalanine metabolism",0.051,0.666,1,17,1,"IL4I1"
"Lysosome",0.054,0.666,1,122,2,"CTSB, ACP5"
"Osteoclast differentiation",0.057,0.682,1,127,2,"NCF2, ACP5"
"Metabolic pathways",0.068,0.768,1,1229,7,"NAMPT, ACSL1, ACSL4, IL4I1, HMOX1, IDO1, ACP5"
"Phagosome",0.074,0.802,1,147,2,"NCF2, TFRC"
"Folate biosynthesis",0.077,0.802,1,26,1,"GGH"
"Nicotinate and nicotinamide metabolism",0.083,0.827,1,28,1,"NAMPT"
"Tight junction",0.087,0.833,1,161,2,"CD1A, CD1C"
