"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Primary bile acid biosynthesis",0,0,0,17,4,"CYP7A1, CYP8B1, BAAT, CH25H"
"Apoptosis",0,0.008,0.018,135,5,"EIF2S1, FAS, BAK1, CASP8, FADD"
"Platinum drug resistance",0,0.008,0.024,73,4,"FAS, BAK1, CASP8, FADD"
"Apoptosis - multiple species",0,0.008,0.036,31,3,"BAK1, CASP8, FADD"
"Necroptosis",0,0.008,0.043,162,5,"CHMP4B, FAS, STAT4, CASP8, FADD"
"NOD-like receptor signaling pathway",0,0.008,0.046,164,5,"PYDC1, IL18, TRPV2, CASP8, FADD"
"Steroid hormone biosynthesis",0.001,0.022,0.151,50,3,"CYP1A1, CYP7A1, SULT2B1"
"p53 signaling pathway",0.001,0.043,0.341,66,3,"FAS, RRM2B, CASP8"
"IL-17 signaling pathway",0.003,0.095,0.856,91,3,"IL17C, CASP8, FADD"
"TNF signaling pathway",0.006,0.139,1,108,3,"FAS, CASP8, FADD"
"Non-alcoholic fatty liver disease (NAFLD)",0.012,0.278,1,144,3,"EIF2S1, FAS, CASP8"
"D-Glutamine and D-glutamate metabolism",0.014,0.282,1,4,1,"GLS2"
"RIG-I-like receptor signaling pathway",0.022,0.408,1,68,2,"CASP8, FADD"
"Bile secretion",0.024,0.408,1,71,2,"CYP7A1, BAAT"
"PPAR signaling pathway",0.025,0.408,1,72,2,"CYP7A1, CYP8B1"
"Taurine and hypotaurine metabolism",0.037,0.574,1,11,1,"BAAT"
"Toll-like receptor signaling pathway",0.047,0.682,1,102,2,"CASP8, FADD"
"Cytokine-cytokine receptor interaction",0.058,0.784,1,263,3,"IL17C, FAS, IL18"
"Biosynthesis of unsaturated fatty acids",0.063,0.784,1,19,1,"BAAT"
"Steroid biosynthesis",0.066,0.784,1,20,1,"FDFT1"
"Arginine biosynthesis",0.066,0.784,1,20,1,"GLS2"
"Proximal tubule bicarbonate reclamation",0.076,0.856,1,23,1,"GLS2"
"Jak-STAT signaling pathway",0.094,0.989,1,152,2,"CREBBP, STAT4"
"Protein processing in endoplasmic reticulum",0.101,0.989,1,159,2,"EIF2S1, BAK1"
"Metabolic pathways",0.102,0.989,1,1212,7,"CYP1A1, CYP7A1, CYP8B1, FDFT1, GLS2, RRM2B, BAAT"
"RNA transport",0.103,0.989,1,161,2,"EIF2S1, EIF4G1"
"Tryptophan metabolism",0.113,1,1,35,1,"CYP1A1"
"Alanine, aspartate and glutamate metabolism",0.113,1,1,35,1,"GLS2"
"Type I diabetes mellitus",0.131,1,1,41,1,"FAS"
