"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Osteoclast differentiation",0,0,0,127,13,"IRF9, CREB1, CSF1R, CYLD, FHL2, TAB2, ITGB3, JUN, SPI1, STAT1, MAP3K7, TNFRSF1A, PIK3R3"
"Spliceosome",0,0,0,128,14,"LSM6, HNRNPA1L2, CCDC12, SNW1, ACIN1, SF3B1, HNRNPC, SF3B6, SRSF1, SNRPC, SNRPD3, PHF5A, PRPF38A, RBM8A"
"Proteasome",0,0,0,44,19,"POMP, PSMA2, PSMA4, PSMA6, PSMA7, PSMB1, PSMB2, PSMB3, PSMB4, PSMC1, PSMC2, PSMC3, PSMC5, PSMD1, PSMD2, PSMD3, PSMD7, PSMD8, PSMD11"
"NF-kappa B signaling pathway",0,0,0,93,13,"TIRAP, CSNK2A2, ERC1, TAB2, LY96, ICAM1, MYD88, BCL2L1, MAP3K7, TLR4, TNFRSF1A, CFLAR, CD14"
"MAPK signaling pathway",0,0,0.001,252,17,"DUSP5, DUSP6, ELK4, FGF7, FGFR3, TAB2, JUN, KRAS, MOS, PDGFRB, RAP1A, MAP3K7, TNFRSF1A, CACNA2D1, CACNB4, JMJD7-PLA2G4B, CD14"
"Toll-like receptor signaling pathway",0,0,0.001,104,11,"TIRAP, TAB2, LY96, IL12A, JUN, MYD88, STAT1, MAP3K7, TLR4, PIK3R3, CD14"
"TNF signaling pathway",0,0.001,0.007,108,10,"DNM1L, CREB1, JAG1, TAB2, ICAM1, JUN, MAP3K7, TNFRSF1A, PIK3R3, CFLAR"
"Apoptosis",0,0.001,0.01,136,11,"EIF2S1, IL3, IL3RA, JUN, KRAS, PMAIP1, BCL2L1, TNFRSF1A, TUBA1A, PIK3R3, CFLAR"
"Thyroid hormone signaling pathway",0,0.001,0.013,116,10,"RCAN2, SLC16A10, HDAC2, ITGB3, KRAS, ATP1B3, PLCE1, SLC2A1, STAT1, PIK3R3"
"AGE-RAGE signaling pathway in diabetic complications",0,0.002,0.02,99,9,"COL1A2, EGR1, ICAM1, JUN, KRAS, SMAD4, PLCE1, STAT1, PIK3R3"
"PI3K-Akt signaling pathway",0,0.01,0.109,336,16,"COL1A2, CREB1, CSF1R, FGF7, FGFR3, IL3, IL3RA, ITGB3, KRAS, PDGFRB, PPP2CB, PPP2R5E, BCL2L1, TLR4, YWHAG, PIK3R3"
"Lysine degradation",0.001,0.014,0.165,58,6,"EHMT2, ALDH3A2, SUV39H1, SUV39H2, EHMT1, PLOD3"
