"","name","imports","weights","datasource","Confidence"
"1","Novel.A2M","Novel.CDC42",900,"database","High"
"2","Novel.AAK1","Novel.CFTR",900,"database","Medium"
"3","Novel.ABAT","Novel.CFL1",417,"experimental","High"
"4","Novel.ABAT","Novel.PRPF8",417,"experimental","High"
"5","Novel.ABI1","Novel.ARPC1B",900,"database","High"
"6","Novel.ACTR2","Proteasome.PSMD7",417,"experimental","High"
"7","Novel.ACTR2","Proteasome.PSMA7",900,"database","High"
"8","Novel.ACTR2","Novel.CLTC",900,"database","High"
"9","Novel.ACTR2","Novel.CDC42",900,"database","High"
"10","Novel.ACTR2","Novel.SYT1",900,"database","High"
"11","Novel.ACTR2","Novel.RAB5A",900,"database","High"
"12","Novel.ACTR2","Novel.CFL1",774,"experimental","High"
"13","Novel.ACTR2","Novel.EGFR",900,"database","High"
"14","Novel.ACTR2","Novel.ARPC1B",900,"database","High"
"15","Novel.ACTR2","Novel.PDGFRB",900,"database","High"
"16","Novel.ACTR2","Novel.CLTA",900,"database","High"
"17","Novel.ACTR2","Novel.ADRB2",900,"database","High"
"18","Novel.ACTR2","Novel.CFTR",900,"database","High"
"19","Novel.ACTR2","Novel.DNM1",900,"database","High"
"20","Novel.ACTR2","Novel.TACR1",900,"database","High"
"21","Novel.ACTR2","Novel.CHRM2",900,"database","High"
"22","Novel.ADPRHL1","RNA transport.EIF4B",614,"experimental","High"
"23","Novel.ADPRHL1","Novel.SRP68",424,"experimental","High"
"24","Novel.ADPRHL1","RNA transport.RAE1",614,"experimental","High"
"25","Novel.ADRB2","Novel.CFTR",900,"database","High"
"26","Novel.ADRB2","Novel.ACTR2",900,"database","High"
"27","Novel.ADRB2","Novel.RPS27A",900,"database","High"
"28","Novel.ADRB2","Novel.UBB",900,"database","High"
"29","Novel.AGT","Novel.CFTR",900,"database","Medium"
"30","Novel.AKR1A1","Novel.CFL1",417,"experimental","Medium"
"31","Novel.ALDOA","Novel.CFL1",417,"experimental","High"
"32","Novel.APH1A","Novel.ITGB3BP",900,"database","Medium"
"33","Novel.ATF3","Novel.SMAD4",900,"database","Medium"
"34","Novel.ATP1B3","Novel.RPS8",417,"experimental","High"
"35","Novel.ATP1B3","Novel.RPLP2",417,"experimental","High"
"36","Novel.ATP1B3","Novel.RPL26L1",417,"experimental","High"
"37","Novel.ATP1B3","Novel.NDUFA2",417,"experimental","High"
"38","Novel.ATP1B3","Proteasome.PSMD6",417,"experimental","High"
"39","Novel.ATP1B3","Novel.RTN4",417,"experimental","High"
"40","Novel.ATP1B3","Novel.DLD",417,"experimental","High"
"41","Novel.ATP6V1B2","Novel.TUBA1A",503,"experimental","High"
"42","Novel.ATP6V1B2","Novel.UBE2V2",427,"experimental","High"
"43","Novel.ATP6V1B2","Novel.PPA1",900,"database","High"
"44","Novel.ATP6V1B2","Novel.WDR61",417,"experimental","High"
"45","Novel.BAG1","RNA transport.NXF1",417,"experimental","Medium"
"46","Novel.BAG1","Novel.JUN",900,"database","Medium"
"47","Novel.BAG1","Proteasome.PSMC1",774,"experimental","Medium"
"48","Novel.BAG1","Novel.HSPA5",900,"database","Medium"
"49","Novel.BAZ1B","Novel.SF3B1",900,"database","Medium"
"50","Novel.BCAS2","RNA transport.SRRM1",900,"database","Medium"
"51","Novel.BCAS2","Novel.SF3B6",900,"database","Medium"
"52","Novel.BCAS2","Novel.NCSTN",429,"experimental","Medium"
"53","Novel.BCAS2","Novel.SRSF2",900,"database","Medium"
"54","Novel.BCAS2","Novel.PRPF38A",900,"database","Medium"
"55","Novel.BCAS2","Novel.SRSF3",900,"database","Medium"
"56","Novel.BCAS2","Novel.POLR2J",900,"database","Medium"
"57","Novel.BCAS2","Novel.POLR2F",900,"database","Medium"
"58","Novel.BCAS2","Novel.CD2BP2",900,"database","Medium"
"59","Novel.BCAS2","Novel.SNRPD3",900,"database","Medium"
"60","Novel.BCAS2","Novel.PHF5A",900,"database","Medium"
"61","Novel.BCAS2","Novel.SNRPC",900,"database","Medium"
"62","Novel.BCAS2","Novel.TRA2B",900,"database","Medium"
"63","Novel.BCAS2","Novel.LSM4",900,"database","Medium"
"64","Novel.BCAS2","Novel.PPIH",900,"database","Medium"
"65","Novel.BCAS2","Novel.GPKOW",900,"database","Medium"
"66","Novel.BCAS2","Novel.PCF11",900,"database","Medium"
"67","Novel.BCAS2","Proteasome.PSMD3",417,"experimental","Medium"
"68","Novel.BCAS2","RNA transport.ACIN1",503,"experimental","Medium"
"69","Novel.BCAS2","Novel.PRPF8",900,"database","Medium"
"70","Novel.BCAS2","Novel.PRPF31",900,"database","Medium"
"71","Novel.BCAS2","Novel.YBX1",900,"database","Medium"
"72","Novel.BCAS2","Novel.CCAR1",900,"database","Medium"
"73","Novel.BCAS2","Novel.HNRNPA2B1",900,"database","Medium"
"74","Novel.BCAS2","Novel.PAPOLA",900,"database","Medium"
"75","Novel.BCAS2","Novel.XAB2",900,"database","Medium"
"76","Novel.BCAS2","Novel.HNRNPM",900,"database","Medium"
"77","Novel.BCAS2","Novel.PTBP1",900,"database","Medium"
"78","Novel.BCAS2","Novel.SNW1",900,"database","Medium"
"79","Novel.BCAS2","Novel.SF3B2",900,"database","Medium"
"80","Novel.BCAS2","Novel.SF3B1",900,"database","Medium"
