name,imports,weights,datasource,Confidence,Color
Vasopressin-regulated water reabsorption.ARHGDIB,Novel.RHOB,900,database,Medium,blue
Vasopressin-regulated water reabsorption.ARHGDIB,Novel.RHOV,900,database,Medium,blue
Vasopressin-regulated water reabsorption.ARHGDIB,Novel.RHOF,900,database,Medium,blue
Vasopressin-regulated water reabsorption.ARHGDIB,Novel.CDC42,900,database,Medium,blue
Vasopressin-regulated water reabsorption.ARHGDIB,Novel.NGFR,800,database,Medium,blue
Vasopressin-regulated water reabsorption.ARHGDIB,Relaxin signaling pathway.JUN,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DCTN4,Novel.TMED10,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DCTN4,Novel.ARF5,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DCTN4,Novel.COPB1,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DCTN4,Novel.ARCN1,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DCTN4,Novel.GOSR2,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DCTN4,Novel.TMED3,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DCTN4,Novel.RILP,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DCTN4,Novel.DYNLT3,540,database,Medium,blue
Vasopressin-regulated water reabsorption.DCTN4,Novel.COG6,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DCTN4,Novel.KIF18A,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DCTN4,Novel.HLA-DQA2,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DCTN4,Novel.ANK2,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DCTN4,Novel.BET1L,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DCTN4,Novel.DNAI2,540,database,Medium,blue
Vasopressin-regulated water reabsorption.DCTN4,Novel.CCDC114,540,database,Medium,blue
Vasopressin-regulated water reabsorption.DCTN4,Novel.DNAH2,540,database,Medium,blue
Vasopressin-regulated water reabsorption.DCTN4,Novel.KIF4A,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DCTN4,Novel.EIF4G1,417,experimental,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.TUBA4A,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.KIF4A,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.CDC5L,476,experimental,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.PLK1,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.PRKAR2B,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.TMED10,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.ARF5,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.MAX,503,experimental,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.YWHAG,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.TUBA1A,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.PLOD3,503,experimental,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.COPB1,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.ARCN1,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.GOSR2,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.TMED3,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.RILP,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.DYNLT3,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.COG6,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.KIF18A,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.HLA-DQA2,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.SAP30BP,774,experimental,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.RANBP9,503,experimental,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.YARS,774,experimental,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.HEXIM1,503,experimental,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.CEP41,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.RPGRIP1L,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.CEP152,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.CEP250,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.ANK2,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.BET1L,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.DNAI2,720,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.CCDC114,720,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.DNAH2,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.B9D1,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.CEP89,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.CEP83,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.TMEM216,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1H1,Novel.ZC3H4,503,experimental,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.HLA-DQA2,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.ANK2,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.BET1L,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.DNAI2,720,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.CCDC114,720,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.DNAH2,720,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.TUBA4A,800,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.KIF4A,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.TMED10,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.ARF5,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.TUBA1A,800,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.COPB1,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.ARCN1,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.GOSR2,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.TMED3,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.RILP,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.DYNLT3,720,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.COG6,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I1,Novel.KIF18A,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.TMED10,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.ARF5,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.YWHAG,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.TUBA1A,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.COPB1,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.ARCN1,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.GOSR2,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.TMED3,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.RILP,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.DYNLT3,596,experimental,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.COG6,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.KIF18A,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.HLA-DQA2,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.CEP41,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.RPGRIP1L,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.CEP152,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.CEP250,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.ANK2,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.BET1L,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.B9D1,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.CEP89,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.CEP83,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.TMEM216,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.PSMA2,417,experimental,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.PSMA5,417,experimental,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.CCAR1,417,experimental,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.TUBA4A,900,database,Medium,blue
Vasopressin-regulated water reabsorption.DYNC1I2,Novel.KIF4A,900,database,Medium,blue
