"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Focal adhesion",0,0,0,183,9,"Col3a1, Col5a1, Col5a2, Col1a1, Lamb1, Thbs2, Thbs4, Itga11, Tnn"
"ECM-receptor interaction",0,0,0,79,9,"Col3a1, Col5a1, Col5a2, Col1a1, Lamb1, Thbs2, Thbs4, Itga11, Tnn"
"Amoebiasis",0,0.001,0.002,111,6,"Col3a1, Col5a1, Col5a2, Col1a1, Lamb1, Nos2"
"Staphylococcus aureus infection",0,0.003,0.014,49,4,"Cfi, Fcgr1, Masp1, Selp"
"Complement and coagulation cascades",0,0.011,0.065,73,4,"Bdkrb1, Cfi, Masp1, Kng2"
"Protein digestion and absorption",0,0.011,0.065,73,4,"Col3a1, Col5a1, Col5a2, Col1a1"
"Cytokine-cytokine receptor interaction",0.001,0.017,0.116,236,6,"Ccr5, Cxcl10, Il11, Il4ra, Ccl8, Cxcl5"
"Malaria",0.001,0.029,0.229,45,3,"Selp, Thbs2, Thbs4"
"Cytosolic DNA-sensing pathway",0.001,0.031,0.277,48,3,"Cxcl10, Zbp1, Il33"
"Rheumatoid arthritis",0.005,0.109,1,80,3,"Il11, Mmp3, Cxcl5"
"Hematopoietic cell lineage",0.005,0.109,1,78,3,"Fcgr1, Il11, Il4ra"
"Chemokine signaling pathway",0.007,0.129,1,172,4,"Ccr5, Cxcl10, Ccl8, Cxcl5"
"Toxoplasmosis",0.017,0.298,1,123,3,"Ccr5, Lamb1, Nos2"
"Arginine and proline metabolism",0.02,0.324,1,49,2,"Nos2, P4ha3"
"Leishmaniasis",0.033,0.496,1,64,2,"Fcgr1, Nos2"
"Phagosome",0.035,0.496,1,162,3,"Fcgr1, Thbs2, Thbs4"
"Caffeine metabolism",0.04,0.527,1,9,1,"Uox"
"TGF-beta signaling pathway",0.052,0.63,1,82,2,"Thbs2, Thbs4"
"Small cell lung cancer",0.053,0.63,1,83,2,"Lamb1, Nos2"
"Jak-STAT signaling pathway",0.135,1,1,143,2,"Il11, Il4ra"
"Calcium signaling pathway",0.174,1,1,168,2,"Bdkrb1, Nos2"
"Regulation of actin cytoskeleton",0.225,1,1,199,2,"Bdkrb1, Itga11"
"RIG-I-like receptor signaling pathway",0.252,1,1,64,1,"Cxcl10"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)",0.272,1,1,70,1,"Itga11"
"Peroxisome",0.298,1,1,78,1,"Nos2"
"Hypertrophic cardiomyopathy (HCM)",0.305,1,1,80,1,"Itga11"
"Systemic lupus erythematosus",0.308,1,1,81,1,"Fcgr1"
"Dilated cardiomyopathy",0.321,1,1,85,1,"Itga11"
"Fc gamma R-mediated phagocytosis",0.327,1,1,87,1,"Fcgr1"
"Chagas disease (American trypanosomiasis)",0.36,1,1,98,1,"Nos2"
"Toll-like receptor signaling pathway",0.36,1,1,98,1,"Cxcl10"
"Pathways in cancer",0.409,1,1,309,2,"Lamb1, Nos2"
"Osteoclast differentiation",0.411,1,1,116,1,"Fcgr1"
"Cell adhesion molecules (CAMs)",0.475,1,1,141,1,"Selp"
"Purine metabolism",0.485,1,1,145,1,"Uox"
"Endocytosis",0.612,1,1,206,1,"Ccr5"
"Neuroactive ligand-receptor interaction",0.696,1,1,258,1,"Bdkrb1"
"Metabolic pathways",0.882,1,1,1063,3,"Nos2, Uox, P4ha3"
"Tryptophan metabolism",1,1,1,42,0,""
"ABC transporters",1,1,1,42,0,""
"Fat digestion and absorption",1,1,1,44,0,""
"Lysosome",1,1,1,121,0,""
"ErbB signaling pathway",1,1,1,80,0,""
"Cell cycle",1,1,1,121,0,""
"Axon guidance",1,1,1,122,0,""
"Neurotrophin signaling pathway",1,1,1,123,0,""
"Chronic myeloid leukemia",1,1,1,68,0,""
"Viral myocarditis",1,1,1,82,0,""
"Fatty acid metabolism",1,1,1,43,0,""
"PPAR signaling pathway",1,1,1,74,0,""
"Valine, leucine and isoleucine degradation",1,1,1,49,0,""
"beta-Alanine metabolism",1,1,1,23,0,""
"Propanoate metabolism",1,1,1,32,0,""
"Butanoate metabolism",1,1,1,30,0,""
"Glycosphingolipid biosynthesis - ganglio series",1,1,1,15,0,""
"Taste transduction",1,1,1,57,0,""
"Renin-angiotensin system",1,1,1,19,0,""
"Glycerophospholipid metabolism",1,1,1,72,0,""
"Citrate cycle (TCA cycle)",1,1,1,30,0,""
"Glyoxylate and dicarboxylate metabolism",1,1,1,19,0,""
"alpha-Linolenic acid metabolism",1,1,1,19,0,""
"Biosynthesis of unsaturated fatty acids",1,1,1,25,0,""
"Riboflavin metabolism",1,1,1,10,0,""
"Adherens junction",1,1,1,71,0,""
"Adipocytokine signaling pathway",1,1,1,66,0,""
"Type II diabetes mellitus",1,1,1,46,0,""
"Tight junction",1,1,1,119,0,""
"Leukocyte transendothelial migration",1,1,1,111,0,""
"Gastric acid secretion",1,1,1,70,0,""
"Bacterial invasion of epithelial cells",1,1,1,64,0,""
"Cardiac muscle contraction",1,1,1,70,0,""
"Vascular smooth muscle contraction",1,1,1,111,0,""
"Alanine, aspartate and glutamate metabolism",1,1,1,30,0,""
"Histidine metabolism",1,1,1,25,0,""
"Primary immunodeficiency",1,1,1,33,0,""
"Alzheimer's disease",1,1,1,156,0,""
"Notch signaling pathway",1,1,1,48,0,""
"Oocyte meiosis",1,1,1,109,0,""
"Gap junction",1,1,1,81,0,""
"GnRH signaling pathway",1,1,1,97,0,""
"Progesterone-mediated oocyte maturation",1,1,1,84,0,""
"Melanogenesis",1,1,1,98,0,""
"Vasopressin-regulated water reabsorption",1,1,1,42,0,""
"Salivary secretion",1,1,1,74,0,""
"Pancreatic secretion",1,1,1,97,0,""
