"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"127",18,"ABAT","HighConf","Yes","GABAergic synapse","ALDH3A2","Pyruvate metabolism (1)"
"235",1636,"ACE","MedConf","Yes","Renin secretion",NA,NA
"241",22985,"ACIN1","HighConf","Yes","Spliceosome, mRNA surveillance pathway",NA,NA
"250",50,"ACO2","HighConf","Yes","Citrate cycle (TCA cycle), Biosynthesis of amino acids, Carbon metabolism","IDH3B","Carbon metabolism (1), Biosynthesis of amino acids (1), Citrate cycle (TCA cycle) (1)"
"295",59,"ACTA2","MedConf","Yes","Relaxin signaling pathway, Apelin signaling pathway, Vascular smooth muscle contraction","CFL1, PXN","Regulation of actin cytoskeleton (2), VEGF signaling pathway (1), Focal adhesion (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1)"
"315",10097,"ACTR2","HighConf","Yes",NA,"PDGFRB, ARPC1B, PSMA7, CDC42","Regulation of actin cytoskeleton (3), Focal adhesion (2), Ras signaling pathway (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), Calcium signaling pathway (1), Phospholipase D signaling pathway (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1), Neurotrophin signaling pathway (1), T cell receptor signaling pathway (1), VEGF signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), GnRH signaling pathway (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1), Proteasome (1)"
"406",117,"ADCYAP1R1","MedConf","Yes","cAMP signaling pathway, Renin secretion, Neuroactive ligand-receptor interaction, Insulin secretion, Circadian entrainment",NA,NA
"433",140,"ADORA3","HighConf","Yes","Neuroactive ligand-receptor interaction, cGMP-PKG signaling pathway, Sphingolipid signaling pathway",NA,NA
"446",154,"ADRB2","MedConf","Yes","cAMP signaling pathway, Renin secretion, Neuroactive ligand-receptor interaction, cGMP-PKG signaling pathway, Adrenergic signaling in cardiomyocytes, Calcium signaling pathway","VIPR1, EDN1, HTR6, PTGER2, GRK4, DRD5, PTGIR, GNAI3, CXCR4, HRH2","Neuroactive ligand-receptor interaction (6), cAMP signaling pathway (4), Chemokine signaling pathway (3), Calcium signaling pathway (3), Platelet activation (2), Leukocyte transendothelial migration (2), Renin secretion (2), Relaxin signaling pathway (2), Dopaminergic synapse (2), Serotonergic synapse (2), Vascular smooth muscle contraction (1), Cytokine-cytokine receptor interaction (1), Cholinergic synapse (1), Oxytocin signaling pathway (1), Estrogen signaling pathway (1), Circadian entrainment (1), Apelin signaling pathway (1), Sphingolipid signaling pathway (1), GABAergic synapse (1), Adrenergic signaling in cardiomyocytes (1), cGMP-PKG signaling pathway (1), Glutamatergic synapse (1), Long-term depression (1), Rap1 signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1)"
"505",375790,"AGRN","HighConf","Yes",NA,"ITGB1, LRP1, ARHGEF6, CDC42, PXN, PTK2B","Regulation of actin cytoskeleton (4), Leukocyte transendothelial migration (4), Chemokine signaling pathway (3), Focal adhesion (3), GnRH signaling pathway (2), VEGF signaling pathway (2), Rap1 signaling pathway (2), Calcium signaling pathway (1), Phospholipase D signaling pathway (1), Neurotrophin signaling pathway (1), T cell receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Ras signaling pathway (1), MAPK signaling pathway (1), Platelet activation (1), PI3K-Akt signaling pathway (1)"
"609",224,"ALDH3A2","MedConf","Yes","Pyruvate metabolism","GOT2, IL4I1, ABAT","tyrosine and tryptophan biosynthesis (2), Phenylalanine (2), GABAergic synapse (1), Carbon metabolism (1), Biosynthesis of amino acids (1)"
"618",226,"ALDOA","HighConf","Yes","Biosynthesis of amino acids, Carbon metabolism, Pentose phosphate pathway","ARNT, LDHB, DERA, TKTL2, PF4, LDHAL6B, G6PC, PDHA1","Glucagon signaling pathway (4), Pyruvate metabolism (3), Carbon metabolism (2), Pentose phosphate pathway (2), Carbohydrate digestion and absorption (1), Insulin resistance (1), PI3K-Akt signaling pathway (1), Cytokine-cytokine receptor interaction (1), Chemokine signaling pathway (1), Biosynthesis of amino acids (1), Citrate cycle (TCA cycle) (1)"
