"","EntrezID","GeneSymbol","PathwayID","PathwayName"
"1","10","NAT2",5204,"Chemical carcinogenesis"
"2","100","ADA",5340,"Primary immunodeficiency"
"3","1000","CDH2",5412,"Arrhythmogenic right ventricular cardiomyopathy"
"4","10000","AKT3",5010,"Alzheimer disease"
"5","10000","AKT3",5017,"Spinocerebellar ataxia"
"6","10000","AKT3",5131,"Shigellosis"
"7","10000","AKT3",5132,"Salmonella infection"
"8","10000","AKT3",5135,"Yersinia infection"
"9","10000","AKT3",5142,"Chagas disease"
"10","10000","AKT3",5145,"Toxoplasmosis"
"11","10000","AKT3",5152,"Tuberculosis"
"12","10000","AKT3",5160,"Hepatitis C"
"13","10000","AKT3",5161,"Hepatitis B"
"14","10000","AKT3",5162,"Measles"
"15","10000","AKT3",5163,"Human cytomegalovirus infection"
"16","10000","AKT3",5164,"Influenza A"
"17","10000","AKT3",5165,"Human papillomavirus infection"
"18","10000","AKT3",5166,"Human T-cell leukemia virus 1 infection"
"19","10000","AKT3",5167,"Kaposi sarcoma-associated herpesvirus infection"
"20","10000","AKT3",5168,"Herpes simplex virus 1 infection"
"21","10000","AKT3",5169,"Epstein-Barr virus infection"
"22","10000","AKT3",5170,"Human immunodeficiency virus 1 infection"
"23","10000","AKT3",5200,"Pathways in cancer"
"24","10000","AKT3",5205,"Proteoglycans in cancer"
"25","10000","AKT3",5210,"Colorectal cancer"
"26","10000","AKT3",5211,"Renal cell carcinoma"
"27","10000","AKT3",5212,"Pancreatic cancer"
"28","10000","AKT3",5213,"Endometrial cancer"
"29","10000","AKT3",5214,"Glioma"
"30","10000","AKT3",5215,"Prostate cancer"
"31","10000","AKT3",5218,"Melanoma"
"32","10000","AKT3",5220,"Chronic myeloid leukemia"
"33","10000","AKT3",5221,"Acute myeloid leukemia"
"34","10000","AKT3",5222,"Small cell lung cancer"
"35","10000","AKT3",5223,"Non-small cell lung cancer"
"36","10000","AKT3",5224,"Breast cancer"
"37","10000","AKT3",5225,"Hepatocellular carcinoma"
"38","10000","AKT3",5226,"Gastric cancer"
"39","10000","AKT3",5230,"Central carbon metabolism in cancer"
"40","10000","AKT3",5231,"Choline metabolism in cancer"
"41","10000","AKT3",5235,"PD-L1 expression and PD-1 checkpoint pathway in cancer"
"42","10000","AKT3",5418,"Fluid shear stress and atherosclerosis"
