"","EntrezID","GeneSymbol","PathwayID","PathwayName"
"1","10","NAT2",232,"Caffeine metabolism"
"2","10","NAT2",983,"Drug metabolism - other enzymes"
"3","10","NAT2",1100,"Metabolic pathways"
"4","10","NAT2",5204,"Chemical carcinogenesis"
"5","100","ADA",230,"Purine metabolism"
"6","100","ADA",1100,"Metabolic pathways"
"7","100","ADA",5340,"Primary immunodeficiency"
"8","1000","CDH2",4514,"Cell adhesion molecules"
"9","1000","CDH2",5412,"Arrhythmogenic right ventricular cardiomyopathy"
"10","10000","AKT3",1521,"EGFR tyrosine kinase inhibitor resistance"
"11","10000","AKT3",1522,"Endocrine resistance"
"12","10000","AKT3",1524,"Platinum drug resistance"
"13","10000","AKT3",4010,"MAPK signaling pathway"
"14","10000","AKT3",4012,"ErbB signaling pathway"
"15","10000","AKT3",4014,"Ras signaling pathway"
"16","10000","AKT3",4015,"Rap1 signaling pathway"
"17","10000","AKT3",4022,"cGMP-PKG signaling pathway"
"18","10000","AKT3",4024,"cAMP signaling pathway"
"19","10000","AKT3",4062,"Chemokine signaling pathway"
"20","10000","AKT3",4066,"HIF-1 signaling pathway"
"21","10000","AKT3",4068,"FoxO signaling pathway"
"22","10000","AKT3",4071,"Sphingolipid signaling pathway"
"23","10000","AKT3",4072,"Phospholipase D signaling pathway"
"24","10000","AKT3",4140,"Autophagy - animal"
"25","10000","AKT3",4150,"mTOR signaling pathway"
"26","10000","AKT3",4151,"PI3K-Akt signaling pathway"
"27","10000","AKT3",4152,"AMPK signaling pathway"
"28","10000","AKT3",4210,"Apoptosis"
"29","10000","AKT3",4211,"Longevity regulating pathway"
"30","10000","AKT3",4213,"Longevity regulating pathway - multiple species"
"31","10000","AKT3",4218,"Cellular senescence"
"32","10000","AKT3",4261,"Adrenergic signaling in cardiomyocytes"
"33","10000","AKT3",4370,"VEGF signaling pathway"
"34","10000","AKT3",4371,"Apelin signaling pathway"
"35","10000","AKT3",4380,"Osteoclast differentiation"
"36","10000","AKT3",4510,"Focal adhesion"
"37","10000","AKT3",4550,"Signaling pathways regulating pluripotency of stem cells"
"38","10000","AKT3",4611,"Platelet activation"
"39","10000","AKT3",4620,"Toll-like receptor signaling pathway"
"40","10000","AKT3",4625,"C-type lectin receptor signaling pathway"
"41","10000","AKT3",4630,"JAK-STAT signaling pathway"
"42","10000","AKT3",4660,"T cell receptor signaling pathway"
"43","10000","AKT3",4662,"B cell receptor signaling pathway"
"44","10000","AKT3",4664,"Fc epsilon RI signaling pathway"
"45","10000","AKT3",4666,"Fc gamma R-mediated phagocytosis"
"46","10000","AKT3",4668,"TNF signaling pathway"
"47","10000","AKT3",4722,"Neurotrophin signaling pathway"
"48","10000","AKT3",4725,"Cholinergic synapse"
"49","10000","AKT3",4728,"Dopaminergic synapse"
"50","10000","AKT3",4910,"Insulin signaling pathway"
"51","10000","AKT3",4914,"Progesterone-mediated oocyte maturation"
"52","10000","AKT3",4915,"Estrogen signaling pathway"
"53","10000","AKT3",4917,"Prolactin signaling pathway"
"54","10000","AKT3",4919,"Thyroid hormone signaling pathway"
"55","10000","AKT3",4920,"Adipocytokine signaling pathway"
"56","10000","AKT3",4922,"Glucagon signaling pathway"
"57","10000","AKT3",4923,"Regulation of lipolysis in adipocytes"
"58","10000","AKT3",4926,"Relaxin signaling pathway"
"59","10000","AKT3",4929,"GnRH secretion"
"60","10000","AKT3",4931,"Insulin resistance"
"61","10000","AKT3",4932,"Non-alcoholic fatty liver disease"
"62","10000","AKT3",4933,"AGE-RAGE signaling pathway in diabetic complications"
"63","10000","AKT3",4935,"Growth hormone synthesis, secretion and action"
"64","10000","AKT3",4973,"Carbohydrate digestion and absorption"
"65","10000","AKT3",5010,"Alzheimer disease"
"66","10000","AKT3",5017,"Spinocerebellar ataxia"
