"","EntrezID","GeneSymbol","PathwayID","PathwayName"
"1","100017","Ldlrap1",4144,"Endocytosis"
"2","100017","Ldlrap1",4979,"Cholesterol metabolism"
"3","100019","Mdn1",3008,"Ribosome biogenesis in eukaryotes"
"4","100037258","Dnajc3",4141,"Protein processing in endoplasmic reticulum"
"5","100038859","Olfr55",4740,"Olfactory transduction"
"6","100038860","Olfr239",4740,"Olfactory transduction"
"7","100038882","Isg15",4622,"RIG-I-like receptor signaling pathway"
"8","100038909","Gm14548",4380,"Osteoclast differentiation"
"9","100038909","Gm14548",4662,"B cell receptor signaling pathway"
"10","100038927","Defa30",4621,"NOD-like receptor signaling pathway"
"11","100038947","Sirpb1c",4380,"Osteoclast differentiation"
"12","100039042","Gm2016",3013,"RNA transport"
"13","100039319","H2afb1",4217,"Necroptosis"
"14","100039707","Mthfsl",670,"One carbon pool by folate"
"15","100039707","Mthfsl",1100,"Metabolic pathways"
"16","100039801","Cldn24",4514,"Cell adhesion molecules"
"17","100039801","Cldn24",4530,"Tight junction"
"18","100039801","Cldn24",4670,"Leukocyte transendothelial migration"
"19","100039815","Gm2436",3015,"mRNA surveillance pathway"
"20","100039815","Gm2436",4071,"Sphingolipid signaling pathway"
"21","100039815","Gm2436",4151,"PI3K-Akt signaling pathway"
"22","100039815","Gm2436",4152,"AMPK signaling pathway"
"23","100039815","Gm2436",4261,"Adrenergic signaling in cardiomyocytes"
"24","100039815","Gm2436",4728,"Dopaminergic synapse"
"25","100039830","Gm2446",3015,"mRNA surveillance pathway"
"26","100039830","Gm2446",4071,"Sphingolipid signaling pathway"
"27","100039830","Gm2446",4151,"PI3K-Akt signaling pathway"
"28","100039830","Gm2446",4152,"AMPK signaling pathway"
"29","100039830","Gm2446",4261,"Adrenergic signaling in cardiomyocytes"
"30","100039830","Gm2446",4728,"Dopaminergic synapse"
"31","100039863","Gm13306",4060,"Cytokine-cytokine receptor interaction"
"32","100039863","Gm13306",4061,"Viral protein interaction with cytokine and cytokine receptor"
"33","100039863","Gm13306",4062,"Chemokine signaling pathway"
"34","100040048","Ccl27b",4060,"Cytokine-cytokine receptor interaction"
"35","100040048","Ccl27b",4061,"Viral protein interaction with cytokine and cytokine receptor"
"36","100040048","Ccl27b",4062,"Chemokine signaling pathway"
"37","100040208","Gm2663",4080,"Neuroactive ligand-receptor interaction"
"38","100040208","Gm2663",4972,"Pancreatic secretion"
"39","100040208","Gm2663",4974,"Protein digestion and absorption"
"40","100040233","Gm10334",4080,"Neuroactive ligand-receptor interaction"
"41","100040233","Gm10334",4972,"Pancreatic secretion"
"42","100040233","Gm10334",4974,"Protein digestion and absorption"
"43","100040268","Olfr157",4740,"Olfactory transduction"
"44","100040298","Gm15501",3010,"Ribosome"
"45","100040591","Kcnj13",4974,"Protein digestion and absorption"
"46","100040608","Fancf",3460,"Fanconi anemia pathway"
"47","100040843","Cyp4a32",71,"Fatty acid degradation"
"48","100040843","Cyp4a32",590,"Arachidonic acid metabolism"
"49","100040843","Cyp4a32",830,"Retinol metabolism"
"50","100040843","Cyp4a32",1100,"Metabolic pathways"
"51","100040843","Cyp4a32",3320,"PPAR signaling pathway"
"52","100040843","Cyp4a32",4270,"Vascular smooth muscle contraction"
"53","100040843","Cyp4a32",4750,"Inflammatory mediator regulation of TRP channels"
"54","100041146","Gm15448",4380,"Osteoclast differentiation"
"55","100041146","Gm15448",4662,"B cell receptor signaling pathway"
"56","100041187","Olfr596",4740,"Olfactory transduction"
"57","100041224","Gm3213",4120,"Ubiquitin mediated proteolysis"
"58","100041273","Ndufb4c",190,"Oxidative phosphorylation"
"59","100041273","Ndufb4c",1100,"Metabolic pathways"
"60","100041273","Ndufb4c",4714,"Thermogenesis"
"61","100041273","Ndufb4c",4723,"Retrograde endocannabinoid signaling"
"62","100041273","Ndufb4c",4932,"Non-alcoholic fatty liver disease"
"63","100041375","Cyp3a41b",140,"Steroid hormone biosynthesis"
"64","100041375","Cyp3a41b",591,"Linoleic acid metabolism"
"65","100041375","Cyp3a41b",830,"Retinol metabolism"
"66","100041375","Cyp3a41b",1100,"Metabolic pathways"
"67","100041579","Gm20878",4060,"Cytokine-cytokine receptor interaction"
"68","100041579","Gm20878",4061,"Viral protein interaction with cytokine and cytokine receptor"
"69","100041579","Gm20878",4062,"Chemokine signaling pathway"
"70","100041585","Amd2",270,"Cysteine and methionine metabolism"
"71","100041585","Amd2",330,"Arginine and proline metabolism"
"72","100041585","Amd2",1100,"Metabolic pathways"
"73","100041688","Defa35",4621,"NOD-like receptor signaling pathway"
"74","100041759","Defa41",4621,"NOD-like receptor signaling pathway"
"75","100041787","Defa40",4621,"NOD-like receptor signaling pathway"
"76","100041811","Defa27",4621,"NOD-like receptor signaling pathway"
"77","100041890","Defa32",4621,"NOD-like receptor signaling pathway"
"78","100041895","Defa37",4621,"NOD-like receptor signaling pathway"
"79","100041952","Defa34",4621,"NOD-like receptor signaling pathway"
"80","100041953","Sap18b",3013,"RNA transport"
"81","100041953","Sap18b",3015,"mRNA surveillance pathway"
"82","100042150","Nrg2",1521,"EGFR tyrosine kinase inhibitor resistance"
"83","100042150","Nrg2",4012,"ErbB signaling pathway"
"84","100042295","Gm3776",480,"Glutathione metabolism"
"85","100042295","Gm3776",980,"Metabolism of xenobiotics by cytochrome P450"
"86","100042295","Gm3776",982,"Drug metabolism - cytochrome P450"
"87","100042295","Gm3776",983,"Drug metabolism - other enzymes"
"88","100042295","Gm3776",1100,"Metabolic pathways"
"89","100042295","Gm3776",1524,"Platinum drug resistance"
"90","100042314","Gm10639",480,"Glutathione metabolism"
"91","100042314","Gm10639",980,"Metabolism of xenobiotics by cytochrome P450"
"92","100042314","Gm10639",982,"Drug metabolism - cytochrome P450"
"93","100042314","Gm10639",983,"Drug metabolism - other enzymes"
"94","100042314","Gm10639",1100,"Metabolic pathways"
"95","100042314","Gm10639",1524,"Platinum drug resistance"
"96","100042493","Ccl21b",4060,"Cytokine-cytokine receptor interaction"
"97","100042493","Ccl21b",4061,"Viral protein interaction with cytokine and cytokine receptor"
"98","100042493","Ccl21b",4062,"Chemokine signaling pathway"
"99","100042493","Ccl21b",4064,"NF-kappa B signaling pathway"
"100","100042503","Ndufb4b",190,"Oxidative phosphorylation"
"101","100042503","Ndufb4b",1100,"Metabolic pathways"
"102","100042503","Ndufb4b",4714,"Thermogenesis"
"103","100042503","Ndufb4b",4723,"Retrograde endocannabinoid signaling"
"104","100042503","Ndufb4b",4932,"Non-alcoholic fatty liver disease"
"105","100042555","Gm13305",4060,"Cytokine-cytokine receptor interaction"
"106","100042555","Gm13305",4630,"JAK-STAT signaling pathway"
"107","100042555","Gm13305",4640,"Hematopoietic cell lineage"
"108","100042690","Olfr1565",4740,"Olfactory transduction"
"109","100042761","Tdpoz7",4340,"Hedgehog signaling pathway"
"110","100042776","Gm4027",3013,"RNA transport"
"111","100042785","Cldn25-ps",4514,"Cell adhesion molecules"
"112","100042785","Cldn25-ps",4530,"Tight junction"
"113","100042785","Cldn25-ps",4670,"Leukocyte transendothelial migration"
"114","100042807","Eif3j2",3013,"RNA transport"
"115","100042840","H2al2b",4217,"Necroptosis"
"116","100042922","H2al1a",4217,"Necroptosis"
"117","100042927","H2al1b",4217,"Necroptosis"
"118","100042929","H2al1c",4217,"Necroptosis"
"119","100042931","H2al1d",4217,"Necroptosis"
"120","100042939","H2al1f",4217,"Necroptosis"
"121","100042943","H2al1g",4217,"Necroptosis"
"122","100042944","H2al1h",4217,"Necroptosis"
"123","100042946","H2al1i",4217,"Necroptosis"
"124","100043188","Spopfm2",4340,"Hedgehog signaling pathway"
"125","100043200","Olfr819",4740,"Olfactory transduction"
"126","100043292","Gm4340",3013,"RNA transport"
"127","100043292","Gm4340",3015,"mRNA surveillance pathway"
"128","100043292","Gm4340",3040,"Spliceosome"
"129","100043314","Tigit",4514,"Cell adhesion molecules"
"130","100043456","Gm10681",140,"Steroid hormone biosynthesis"
"131","100043456","Gm10681",1100,"Metabolic pathways"
"132","100043456","Gm10681",4913,"Ovarian steroidogenesis"
"133","100043456","Gm10681",4925,"Aldosterone synthesis and secretion"
"134","100043456","Gm10681",4927,"Cortisol synthesis and secretion"
"135","100043456","Gm10681",4934,"Cushing syndrome"
"136","100043461","Gm4450",140,"Steroid hormone biosynthesis"
"137","100043461","Gm4450",1100,"Metabolic pathways"
"138","100043461","Gm4450",4913,"Ovarian steroidogenesis"
"139","100043461","Gm4450",4925,"Aldosterone synthesis and secretion"
"140","100043461","Gm4450",4927,"Cortisol synthesis and secretion"
"141","100043461","Gm4450",4934,"Cushing syndrome"
"142","100043474","Olfr1564",4740,"Olfactory transduction"
"143","100043497","Nat8f7",480,"Glutathione metabolism"
"144","100043497","Nat8f7",1100,"Metabolic pathways"
"145","100043684","Amy2a4",500,"Starch and sucrose metabolism"
"146","100043684","Amy2a4",1100,"Metabolic pathways"
"147","100043684","Amy2a4",4970,"Salivary secretion"
"148","100043684","Amy2a4",4972,"Pancreatic secretion"
"149","100043684","Amy2a4",4973,"Carbohydrate digestion and absorption"
"150","100043686","Amy2a3",500,"Starch and sucrose metabolism"
"151","100043686","Amy2a3",1100,"Metabolic pathways"
"152","100043686","Amy2a3",4970,"Salivary secretion"
"153","100043686","Amy2a3",4972,"Pancreatic secretion"
"154","100043686","Amy2a3",4973,"Carbohydrate digestion and absorption"
"155","100043688","Amy2a2",500,"Starch and sucrose metabolism"
"156","100043688","Amy2a2",1100,"Metabolic pathways"
"157","100043688","Amy2a2",4970,"Salivary secretion"
"158","100043688","Amy2a2",4972,"Pancreatic secretion"
"159","100043688","Amy2a2",4973,"Carbohydrate digestion and absorption"
"160","100043813","Rps27rt",3010,"Ribosome"
"161","100046078","Gm15266",3060,"Protein export"
"162","100046078","Gm15266",4141,"Protein processing in endoplasmic reticulum"
"163","100046078","Gm15266",4145,"Phagosome"
"164","100066","Cyp2j11",590,"Arachidonic acid metabolism"
"165","100066","Cyp2j11",591,"Linoleic acid metabolism"
"166","100066","Cyp2j11",1100,"Metabolic pathways"
"167","100066","Cyp2j11",4726,"Serotonergic synapse"
"168","100066","Cyp2j11",4750,"Inflammatory mediator regulation of TRP channels"
"169","100066","Cyp2j11",4913,"Ovarian steroidogenesis"
"170","100101806","Srp54c",3060,"Protein export"
"171","100102","Pcsk9",4979,"Cholesterol metabolism"
"172","100163","Pafah2",565,"Ether lipid metabolism"
"173","100163","Pafah2",1100,"Metabolic pathways"
"174","100198","H6pd",30,"Pentose phosphate pathway"
"175","100198","H6pd",1100,"Metabolic pathways"
"176","100198","H6pd",1200,"Carbon metabolism"
"177","100226","Stx12",4145,"Phagosome"
"178","100294660","Defa2",4621,"NOD-like receptor signaling pathway"
"179","100328588","Il4i1b",250,"Alanine, aspartate and glutamate metabolism"
"180","100328588","Il4i1b",270,"Cysteine and methionine metabolism"
"181","100328588","Il4i1b",280,"Valine, leucine and isoleucine degradation"
"182","100328588","Il4i1b",350,"Tyrosine metabolism"
"183","100328588","Il4i1b",360,"Phenylalanine metabolism"
"184","100328588","Il4i1b",380,"Tryptophan metabolism"
