"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Lysosome",0,0,0,123,13,"NPC2, CLTA, CTSB, CTSH, CTSZ, GM2A, IGF2R, LIPA, ATP6AP1, ACP5, PPT1, LGMN, CD63"
"NOD-like receptor signaling pathway",0,0.001,0.001,168,12,"NAMPT, GABARAP, CTSB, GBP1, GBP2, IL1B, NFKB1, OAS2, OAS3, CCL5, STAT1, TXN"
"Hematopoietic cell lineage",0,0.001,0.002,96,9,"IL1A, IL1B, ITGAM, TFRC, CD1A, CD1C, CD9, CD36, CD44"
"NF-kappa B signaling pathway",0,0.001,0.002,94,9,"DDX58, ICAM1, IL1B, CCL4L1, NFKB1, NFKB2, PTGS2, TRAF1, CD40"
"Ferroptosis",0,0.001,0.005,40,6,"ACSL1, ACSL4, FTH1, FTL, HMOX1, TFRC"
"Phagosome",0,0.003,0.016,151,10,"CD209, HLA-A, HLA-B, ITGAM, ITGB2, MRC1, NCF2, ATP6AP1, TFRC, CD36"
"Osteoclast differentiation",0,0.003,0.022,127,9,"IL1A, IL1B, LCP2, NCF2, NFKB1, NFKB2, ACP5, STAT1, SQSTM1"
"Necroptosis",0,0.004,0.03,163,10,"FTH1, FTL, IL1A, IL1B, PLA2G4A, EIF2AK2, STAT1, STAT5A, CAMK2D, SQSTM1"
"Toll-like receptor signaling pathway",0,0.004,0.032,104,8,"IL1B, IRF5, CCL4L1, NFKB1, CCL3, CCL5, STAT1, CD40"
"Endocytosis",0,0.005,0.05,243,12,"EHD1, CLTA, DAB2, EHD4, HLA-A, HLA-B, IGF2R, PML, SRC, TFRC, CBL, SNX3"
"Cell adhesion molecules (CAMs)",0,0.005,0.056,143,9,"GLG1, CD274, HLA-A, HLA-B, ICAM1, ITGAM, ITGB2, PECAM1, CD40"
"TNF signaling pathway",0.001,0.019,0.24,108,7,"ICAM1, IL1B, NFKB1, PTGS2, CCL5, CCL20, TRAF1"
"Complement and coagulation cascades",0.001,0.019,0.246,79,6,"ITGAM, ITGAX, ITGB2, SERPINB2, PLAUR, VTN"
"Cytosolic DNA-sensing pathway",0.002,0.039,0.541,63,5,"DDX58, IL1B, CCL4L1, NFKB1, CCL5"
"Natural killer cell mediated cytotoxicity",0.002,0.041,0.614,127,7,"FCER1G, HLA-A, HLA-B, ICAM1, ITGB2, LCP2, CD48"
"Tryptophan metabolism",0.003,0.041,0.654,40,4,"IL4I1, IDO1, KMO, KYNU"
"HIF-1 signaling pathway",0.003,0.044,0.783,99,6,"HK2, HMOX1, NFKB1, PFKFB3, TFRC, CAMK2D"
"AGE-RAGE signaling pathway in diabetic complications",0.003,0.044,0.783,99,6,"ICAM1, IL1A, IL1B, NFKB1, STAT1, STAT5A"
"Type I diabetes mellitus",0.003,0.045,0.854,43,4,"HLA-A, HLA-B, IL1A, IL1B"
"PPAR signaling pathway",0.004,0.049,0.971,72,5,"FABP4, FABP5, ACSL1, ACSL4, CD36"
"Antigen processing and presentation",0.004,0.049,1,73,5,"CTSB, HLA-A, HLA-B, LGMN, CD74"
"Chemokine signaling pathway",0.005,0.062,1,185,8,"HCK, CCL4L1, NFKB1, CCL3, CCL5, CCL20, SRC, STAT1"
"Mineral absorption",0.006,0.069,1,51,4,"FTH1, FTL, HMOX1, MT2A"
"Antifolate resistance",0.01,0.105,1,31,3,"IL1B, NFKB1, GGH"
"Fructose and mannose metabolism",0.012,0.12,1,33,3,"HK2, PFKFB3, FBP2"
"Alanine, aspartate and glutamate metabolism",0.014,0.136,1,35,3,"IL4I1, GFPT1, GLS"
"Apoptosis",0.015,0.136,1,138,6,"CTSB, CTSH, CTSZ, LMNB1, NFKB1, TRAF1"
"Fatty acid biosynthesis",0.015,0.136,1,13,2,"ACSL1, ACSL4"
"Adipocytokine signaling pathway",0.018,0.152,1,69,4,"ACSL1, ACSL4, NFKB1, CD36"
"Prolactin signaling pathway",0.019,0.152,1,70,4,"NFKB1, SRC, STAT1, STAT5A"
"RIG-I-like receptor signaling pathway",0.019,0.152,1,70,4,"DDX58, NFKB1, IFIH1, ISG15"
"Leukocyte transendothelial migration",0.024,0.184,1,112,5,"ICAM1, ITGAM, ITGB2, NCF2, PECAM1"
"Cellular senescence",0.029,0.215,1,159,6,"HLA-A, HLA-B, IL1A, NFKB1, ZFP36L1, SQSTM1"
"Fatty acid metabolism",0.033,0.239,1,48,3,"ACSL1, ACSL4, PPT1"
"ErbB signaling pathway",0.035,0.252,1,85,4,"SRC, STAT5A, CAMK2D, CBL"
"IL-17 signaling pathway",0.047,0.324,1,93,4,"IL1B, NFKB1, PTGS2, CCL20"
