"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"NOD-like receptor signaling pathway",0,0,0,168,12,"NAMPT, GABARAP, CTSB, GBP1, GBP2, IL1B, NFKB1, OAS2, OAS3, CCL5, STAT1, TXN"
"Hematopoietic cell lineage",0,0,0,96,9,"IL1A, IL1B, ITGAM, TFRC, CD1A, CD1C, CD9, CD36, CD44"
"NF-kappa B signaling pathway",0,0,0,94,9,"DDX58, ICAM1, IL1B, CCL4L1, NFKB1, NFKB2, PTGS2, TRAF1, CD40"
"Ferroptosis",0,0,0.001,40,6,"ACSL1, ACSL4, FTH1, FTL, HMOX1, TFRC"
"Osteoclast differentiation",0,0,0.002,127,9,"IL1A, IL1B, LCP2, NCF2, NFKB1, NFKB2, ACP5, STAT1, SQSTM1"
"Necroptosis",0,0,0.002,163,10,"FTH1, FTL, IL1A, IL1B, PLA2G4A, EIF2AK2, STAT1, STAT5A, CAMK2D, SQSTM1"
"Toll-like receptor signaling pathway",0,0,0.003,104,8,"IL1B, IRF5, CCL4L1, NFKB1, CCL3, CCL5, STAT1, CD40"
"TNF signaling pathway",0,0.004,0.035,108,7,"ICAM1, IL1B, NFKB1, PTGS2, CCL5, CCL20, TRAF1"
"Cytosolic DNA-sensing pathway",0.001,0.014,0.132,63,5,"DDX58, IL1B, CCL4L1, NFKB1, CCL5"
"HIF-1 signaling pathway",0.001,0.014,0.155,99,6,"HK2, HMOX1, NFKB1, PFKFB3, TFRC, CAMK2D"
"AGE-RAGE signaling pathway in diabetic complications",0.001,0.014,0.155,99,6,"ICAM1, IL1A, IL1B, NFKB1, STAT1, STAT5A"
"Tryptophan metabolism",0.001,0.017,0.205,40,4,"IL4I1, IDO1, KMO, KYNU"
"PPAR signaling pathway",0.001,0.018,0.244,72,5,"FABP4, FABP5, ACSL1, ACSL4, CD36"
"Phagosome",0.001,0.018,0.27,151,7,"HLA-A, HLA-B, ITGAM, ITGB2, NCF2, TFRC, CD36"
"Type I diabetes mellitus",0.001,0.018,0.271,43,4,"HLA-A, HLA-B, IL1A, IL1B"
"Mineral absorption",0.002,0.032,0.514,51,4,"FTH1, FTL, HMOX1, MT2A"
"Natural killer cell mediated cytotoxicity",0.002,0.033,0.565,127,6,"FCER1G, HLA-A, HLA-B, ICAM1, ITGB2, LCP2"
"Cell adhesion molecules (CAMs)",0.004,0.056,1,143,6,"HLA-A, HLA-B, ICAM1, ITGAM, ITGB2, CD40"
"Antifolate resistance",0.004,0.056,1,31,3,"IL1B, NFKB1, GGH"
"Fructose and mannose metabolism",0.005,0.063,1,33,3,"HK2, PFKFB3, FBP2"
"Adipocytokine signaling pathway",0.006,0.07,1,69,4,"ACSL1, ACSL4, NFKB1, CD36"
"Alanine, aspartate and glutamate metabolism",0.006,0.07,1,35,3,"IL4I1, GFPT1, GLS"
