"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"NF-kappa B signaling pathway",0,0,0,94,8,"ICAM1, IL1B, CCL4L1, NFKB1, NFKB2, PTGS2, TRAF1, CD40"
"Ferroptosis",0,0.002,0.005,40,5,"ACSL1, ACSL4, FTH1, HMOX1, TFRC"
"TNF signaling pathway",0,0.002,0.007,108,7,"ICAM1, IL1B, NFKB1, PTGS2, CCL5, CCL20, TRAF1"
"AGE-RAGE signaling pathway in diabetic complications",0.001,0.077,0.349,99,5,"ICAM1, IL1A, IL1B, NFKB1, STAT5A"
"Toll-like receptor signaling pathway",0.002,0.077,0.435,104,5,"IL1B, CCL4L1, NFKB1, CCL5, CD40"
"Cytosolic DNA-sensing pathway",0.002,0.077,0.468,63,4,"IL1B, CCL4L1, NFKB1, CCL5"
"Adipocytokine signaling pathway",0.003,0.077,0.654,69,4,"ACSL1, ACSL4, NFKB1, CD36"
"NOD-like receptor signaling pathway",0.003,0.077,0.685,168,6,"NAMPT, GBP1, IL1B, NFKB1, CCL5, TXN"
"PPAR signaling pathway",0.003,0.077,0.763,72,4,"FABP5, ACSL1, ACSL4, CD36"
"Alanine, aspartate and glutamate metabolism",0.003,0.077,0.768,35,3,"IL4I1, GFPT1, GLS"
"Osteoclast differentiation",0.004,0.094,1,127,5,"IL1A, IL1B, NFKB1, NFKB2, ACP5"
"Tryptophan metabolism",0.005,0.094,1,40,3,"IL4I1, IDO1, KYNU"
"Fatty acid biosynthesis",0.005,0.099,1,13,2,"ACSL1, ACSL4"
"IL-17 signaling pathway",0.008,0.136,1,93,4,"IL1B, NFKB1, PTGS2, CCL20"
"HIF-1 signaling pathway",0.009,0.139,1,99,4,"HMOX1, NFKB1, PFKFB3, TFRC"
"Hematopoietic cell lineage",0.009,0.139,1,96,4,"IL1A, IL1B, TFRC, CD36"
"Mineral absorption",0.009,0.139,1,51,3,"FTH1, HMOX1, MT2A"
"RIG-I-like receptor signaling pathway",0.021,0.29,1,70,3,"NFKB1, IFIH1, ISG15"
"Cytokine-cytokine receptor interaction",0.025,0.333,1,270,6,"IL1A, IL1B, CCL4L1, CCL5, CCL20, CD40"
"Antifolate resistance",0.028,0.347,1,31,2,"IL1B, NFKB1"
"Fructose and mannose metabolism",0.031,0.361,1,33,2,"PFKFB3, FBP2"
"Peroxisome",0.033,0.361,1,83,3,"ACSL1, ACSL4, SOD2"
"D-Glutamine and D-glutamate metabolism",0.033,0.361,1,4,1,"GLS"
"Non-alcoholic fatty liver disease (NAFLD)",0.036,0.371,1,148,4,"IL1A, IL1B, NDUFA4, NFKB1"
"Phenylalanine, tyrosine and tryptophan biosynthesis",0.042,0.414,1,5,1,"IL4I1"
"Necroptosis",0.048,0.461,1,163,4,"FTH1, IL1A, IL1B, STAT5A"
"Type I diabetes mellitus",0.051,0.468,1,43,2,"IL1A, IL1B"
"Fatty acid degradation",0.053,0.47,1,44,2,"ACSL1, ACSL4"
"Insulin resistance",0.061,0.496,1,107,3,"GFPT1, NFKB1, CD36"
"Th17 cell differentiation",0.061,0.496,1,107,3,"IL1B, NFKB1, STAT5A"
"Fatty acid metabolism",0.062,0.496,1,48,2,"ACSL1, ACSL4"
"Riboflavin metabolism",0.066,0.511,1,8,1,"ACP5"
"Chemokine signaling pathway",0.07,0.529,1,185,4,"CCL4L1, NFKB1, CCL5, CCL20"
"AMPK signaling pathway",0.08,0.588,1,120,3,"PFKFB3, FBP2, CD36"
"Metabolic pathways",0.098,0.696,1,1262,15,"ADA, NAMPT, ACSL1, ACSL4, PLD3, IL4I1, GFPT1, GLS, HMOX1, IDO1, NDUFA4, ACP5, PTGS2, FBP2, KYNU"
"Prolactin signaling pathway",0.118,0.804,1,70,2,"NFKB1, STAT5A"
"Cell adhesion molecules (CAMs)",0.12,0.804,1,143,3,"CD274, ICAM1, CD40"
"Phenylalanine metabolism",0.134,0.859,1,17,1,"IL4I1"
"Phagosome",0.135,0.859,1,151,3,"MRC1, TFRC, CD36"
"Complement and coagulation cascades",0.143,0.892,1,79,2,"SERPINB2, PLAUR"
"Steroid biosynthesis",0.156,0.926,1,20,1,"LIPA"
"Arginine biosynthesis",0.156,0.926,1,20,1,"GLS"
"MAPK signaling pathway",0.168,0.94,1,255,4,"IL1A, IL1B, NFKB1, NFKB2"
"Longevity regulating pathway",0.173,0.94,1,89,2,"NFKB1, SOD2"
