"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Spliceosome",0,0,0,133,26,"ISY1-RAB43, SF3A1, SF3A3, SF3B2, DHX8, HNRNPA3, SNRNP200, SF3B3, SF3B1, LSM5, HSPA8, MAGOH, SF3B6, PLRG1, SRSF3, SNRPA1, SNRPB, SNRPC, SNRPD1, SNRPD3, SNRPE, SNRPG, DDX39B, SF3B5, PHF5A, RBM8A"
"Proteasome",0,0,0,45,22,"PSMD14, POMP, PSMA1, PSMA2, PSMA3, PSMA4, PSMA6, PSMA7, PSMB1, PSMB2, PSMB3, PSMB4, PSMB6, PSMC1, PSMC3, PSMC4, PSMC5, PSMC6, PSMD2, PSMD3, PSMD11, PSMD6"
"RNA transport",0,0.005,0.016,166,17,"NXF1, RNPS1, RPP25L, EIF4G2, CASC3, NUP62, KPNB1, MAGOH, NUP98, NXF2, NUP107, RAN, XPO1, DDX39B, SEH1L, EIF3F, RBM8A"
"Pyrimidine metabolism",0.001,0.039,0.161,99,11,"NME6, CANT1, NME3, NME4, POLR2A, POLR2B, POLR2D, POLR2G, POLR2K, TK1, UCK2"
"AMPK signaling pathway",0.001,0.039,0.24,120,12,"CPT1A, CREB3L4, FOXO3, INS, ADIPOR1, PDPK1, PIK3CA, PIK3CB, PRKAG1, SCD, CREB3L3, STRADA"
"Longevity regulating pathway",0.001,0.039,0.258,89,10,"CREB3L4, FOXO3, INS, ADIPOR1, PIK3CA, PIK3CB, PRKACA, PRKAG1, SESN2, CREB3L3"
"Olfactory transduction",0.001,0.039,0.305,414,27,"OR52J3, OR5P2, OR5P3, OR2D3, OR4D2, OR2AG1, OR8K3, OR9I1, OR5A2, OR51F1, OR10A3, OR2T1, GNAL, OR8D4, OR2AT4, OR51I1, OR52N4, OR5AN1, OR6C1, OR1K1, OR11H12, PRKACA, OR5H2, OR51E2, OR4C15, OR1E2, OR6A2"
"Insulin resistance",0.001,0.039,0.309,107,11,"SLC27A2, CPT1A, CREB3L4, INS, NOS3, PDPK1, PIK3CA, PIK3CB, PRKAG1, PRKCE, CREB3L3"
"Relaxin signaling pathway",0.002,0.051,0.481,130,12,"INSL5, CREB3L4, GNAO1, NOS1, NOS3, PIK3CA, PIK3CB, PRKACA, MAPK13, VEGFA, VEGFB, CREB3L3"
"Estrogen signaling pathway",0.002,0.051,0.541,98,10,"CREB3L4, GNAO1, HSPA8, KCNJ5, NOS3, PIK3CA, PIK3CB, PRKACA, HSP90B1, CREB3L3"
"mTOR signaling pathway",0.002,0.051,0.558,150,13,"ATP6V1G3, DVL2, INS, PDPK1, PIK3CA, PIK3CB, PRR5, WNT9B, SLC7A5, SEH1L, SESN2, STRADA, TELO2"
"PPAR signaling pathway",0.004,0.073,0.873,72,8,"SLC27A2, CPT1A, FABP4, ACSL6, PDPK1, PPARD, RXRG, SCD"
"mRNA surveillance pathway",0.004,0.073,1,90,9,"NXF1, RNPS1, CASC3, MAGOH, NXF2, DDX39B, CPSF7, PABPN1, RBM8A"
"RNA polymerase",0.004,0.073,1,31,5,"POLR2A, POLR2B, POLR2D, POLR2G, POLR2K"
"Ribosome biogenesis in eukaryotes",0.005,0.088,1,77,8,"NXF1, RPP25L, GAR1, IMP3, NXF2, RAN, XPO1, UTP15"
"Longevity regulating pathway - multiple species",0.006,0.088,1,62,7,"FOXO3, HSPA8, INS, PIK3CA, PIK3CB, PRKACA, PRKAG1"
"FoxO signaling pathway",0.006,0.089,1,131,11,"PLK3, EP300, FOXO3, INS, FOXO4, PDPK1, PIK3CA, PIK3CB, PLK1, PRKAG1, MAPK13"
"AGE-RAGE signaling pathway in diabetic complications",0.008,0.101,1,99,9,"IL1A, NOS3, NOX4, PIK3CA, PIK3CB, PRKCE, MAPK13, VEGFA, VEGFB"
"Protein export",0.008,0.101,1,23,4,"SEC11A, SEC61A1, SEC61A2, SRP68"
"cGMP-PKG signaling pathway",0.011,0.134,1,162,12,"MEF2B, ADRA1B, CREB3L4, ADRA2B, INS, KCNMA1, MEF2C, MYH7, NOS3, PPP3R1, PRKCE, CREB3L3"
"Regulation of lipolysis in adipocytes",0.011,0.134,1,54,6,"FABP4, INS, PIK3CA, PIK3CB, PRKACA, PNPLA2"
"VEGF signaling pathway",0.015,0.174,1,58,6,"NOS3, PIK3CA, PIK3CB, PPP3R1, MAPK13, VEGFA"
"Purine metabolism",0.017,0.181,1,171,12,"NME6, CANT1, AK8, NME3, NME4, POLR2A, POLR2B, POLR2D, POLR2G, POLR2K, PPAT, ALLC"
"Vasopressin-regulated water reabsorption",0.018,0.188,1,44,5,"CREB3L4, ARHGDIG, DYNC1LI1, PRKACA, CREB3L3"
"HIF-1 signaling pathway",0.022,0.224,1,99,8,"EP300, ALDOA, INS, ARNT, NOS3, PIK3CA, PIK3CB, VEGFA"
"Neurotrophin signaling pathway",0.024,0.225,1,119,9,"FOXO3, IRAK2, ARHGDIG, NGFR, IRAK4, PDPK1, PIK3CA, PIK3CB, MAPK13"
"Fc epsilon RI signaling pathway",0.028,0.254,1,66,6,"FYN, IL13, PDPK1, PIK3CA, PIK3CB, MAPK13"
"Protein processing in endoplasmic reticulum",0.031,0.277,1,166,11,"PPP1R15A, SEC61A1, HSPA8, DNAJB1, DNAJB11, SEC61A2, NPLOC4, RPN2, HSP90B1, UFD1L, VCP"
"Aldosterone-regulated sodium reabsorption",0.039,0.338,1,37,4,"INS, PDPK1, PIK3CA, PIK3CB"
"Cholinergic synapse",0.042,0.353,1,112,8,"CHRM4, CREB3L4, FYN, GNAO1, PIK3CA, PIK3CB, PRKACA, CREB3L3"
