"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"RNA transport",0,0,0,166,17,"NXF1, RNPS1, RPP25L, EIF4G2, CASC3, NUP62, KPNB1, MAGOH, NUP98, NXF2, NUP107, RAN, XPO1, DDX39B, SEH1L, EIF3F, RBM8A"
"Spliceosome",0,0,0,133,26,"ISY1-RAB43, SF3A1, SF3A3, SF3B2, DHX8, HNRNPA3, SNRNP200, SF3B3, SF3B1, LSM5, HSPA8, MAGOH, SF3B6, PLRG1, SRSF3, SNRPA1, SNRPB, SNRPC, SNRPD1, SNRPD3, SNRPE, SNRPG, DDX39B, SF3B5, PHF5A, RBM8A"
"Proteasome",0,0,0,45,22,"PSMD14, POMP, PSMA1, PSMA2, PSMA3, PSMA4, PSMA6, PSMA7, PSMB1, PSMB2, PSMB3, PSMB4, PSMB6, PSMC1, PSMC3, PSMC4, PSMC5, PSMC6, PSMD2, PSMD3, PSMD11, PSMD6"
"Pyrimidine metabolism",0,0.002,0.009,99,11,"NME6, CANT1, NME3, NME4, POLR2A, POLR2B, POLR2D, POLR2G, POLR2K, TK1, UCK2"
"Estrogen signaling pathway",0,0.008,0.041,98,10,"CREB3L4, GNAO1, HSPA8, KCNJ5, NOS3, PIK3CA, PIK3CB, PRKACA, HSP90B1, CREB3L3"
"Insulin resistance",0,0.014,0.085,107,10,"CPT1A, CREB3L4, INS, NOS3, PDPK1, PIK3CA, PIK3CB, PRKAG1, PRKCE, CREB3L3"
"mRNA surveillance pathway",0,0.014,0.102,90,9,"NXF1, RNPS1, CASC3, MAGOH, NXF2, DDX39B, CPSF7, PABPN1, RBM8A"
"FoxO signaling pathway",0,0.014,0.11,131,11,"PLK3, EP300, FOXO3, INS, FOXO4, PDPK1, PIK3CA, PIK3CB, PLK1, PRKAG1, MAPK13"
"Ribosome biogenesis in eukaryotes",0.001,0.018,0.166,77,8,"NXF1, RPP25L, GAR1, IMP3, NXF2, RAN, XPO1, UTP15"
"AMPK signaling pathway",0.001,0.02,0.213,120,10,"CPT1A, CREB3L4, FOXO3, INS, PDPK1, PIK3CA, PIK3CB, PRKAG1, CREB3L3, STRADA"
