"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"RNA transport",0,0,0,156,41,"EIF1, SRRM1, SAP18, TACC3, NXF1, RPP40, RPP25L, PABPC5, EIF2S1, EIF2S3, EIF4A1, EIF4B, EIF4G1, EIF4G2, ACIN1, NUP188, CYFIP2, NXT1, PABPC1L2A, NUP43, RPP25, ELAC1, THOC2, RANBP2, RANGAP1, SUMO3, RGPD2, UBE2I, THOC7, RAE1, EIF3A, EIF3B, EIF3I, EIF3J, PABPC4, EIF2B3, EIF2S2, NUP210L, NUP155, RBM8A, THOC1"
"Proteasome",0,0,0,44,29,"POMP, PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMB1, PSMB2, PSMB3, PSMB4, PSMB5, PSMB9, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD1, PSMD2, PSMD3, PSMD7, PSMD8, PSMD11, PSMD12, PSMF1, PSMD6"
"NF-kappa B signaling pathway",0,0,0.001,93,28,"TIRAP, PARP1, CSNK2A2, TICAM1, ERC1, TAB2, LY96, TAB3, LAT, ICAM1, IKBKB, IL1B, CXCL8, IRAK1, MYD88, RELA, BCL2L1, CCL13, SYK, MAP3K7, TLR4, TNFRSF1A, UBE2I, CARD11, RIPK1, TNFRSF11A, CFLAR, CD14"
"Toll-like receptor signaling pathway",0,0.002,0.007,104,28,"TIRAP, MAP3K8, TICAM1, TAB2, LY96, IFNA13, IFNA14, IFNA16, IKBKB, IL1B, CXCL8, IL12A, IRAK1, JUN, MYD88, TOLLIP, MAPK13, MAP2K6, RELA, CCL3, CXCL11, STAT1, MAP3K7, TLR2, TLR4, PIK3R3, RIPK1, CD14"
"PI3K-Akt signaling pathway",0,0.002,0.009,336,66,"CREB3, CHRM2, COL1A2, COL4A2, COL4A3, COL6A1, CREB1, ATF6B, CSF1R, EFNA2, EGFR, EIF4B, EPO, FGF7, FGF8, FGF9, FGF10, FGF12, FGFR3, FLT4, G6PC, GH2, GNG3, GNG4, GNG10, LPAR4, GYS2, NR4A1, TNC, IFNA13, IFNA14, IFNA16, IKBKB, IL3, IL3RA, ITGA1, ITGA5, ITGAV, ITGB1, ITGB3, KRAS, LAMA4, LAMA5, NGFR, PDGFRA, PDGFRB, PDPK1, PPP2CB, PPP2R5A, PPP2R5E, PKN2, PRL, RELA, BCL2L1, TNN, SYK, TLR2, TLR4, HSP90B1, YWHAG, YWHAH, PIK3R3, CCND2, CCND3, CCNE1, CREB3L1"
"Spliceosome",0,0.004,0.025,128,31,"BCAS2, PPIH, PRPF8, SF3B2, LSM6, HNRNPA1L2, CCDC12, SNW1, ACIN1, SF3B1, LSM4, PRPF31, HNRNPC, HNRNPM, SNU13, SF3B6, PLRG1, XAB2, THOC2, SRSF1, SRSF2, SRSF3, TRA2B, SNRPC, SNRPD3, PHF5A, PRPF38A, EFTUD2, CDC5L, RBM8A, THOC1"
"Cytokine-cytokine receptor interaction",0,0.01,0.069,266,52,"CXCL13, EDAR, CCR8, CNTFR, CSF1R, CSF2, CX3CR1, EDA, EGFR, EPO, FLT4, GH2, CXCR3, IL19, IFNA13, IFNA14, IFNA16, IL1A, IL1B, IL3, IL3RA, CXCL8, IL12A, IL12RB2, TNFRSF9, IL17A, NGFR, IL21R, IL22, PDGFRA, PDGFRB, PF4, PRL, TNFRSF17, CCL3, CCL7, CCL13, CCL15, CCL18, CXCL11, CXCR5, BMP7, BMPR1B, XCL2, TGFB2, THPO, TNFRSF1A, TNFRSF4, CXCR4, PLEKHO2, TNFRSF11A, TNFRSF8"
"Regulation of actin cytoskeleton",0,0.01,0.083,210,43,"ARPC1B, CFL1, CFL2, CHRM2, DIAPH1, EGFR, SPATA13, FGF7, FGF8, FGF9, FGF10, FGF12, FGFR3, MRAS, PIP5K1C, CYFIP2, GIT1, MYLPF, PFN3, ITGA1, ITGA5, ITGAM, ITGAV, ITGB1, ITGB3, KRAS, MOS, PDGFRA, PDGFRB, PFN1, SSH3, PXN, MYL7, BDKRB1, BDKRB2, BRAF, VCL, MYH14, PIK3R3, MYLK2, CD14, ARHGEF6, CDC42"
"Thyroid hormone synthesis",0,0.01,0.093,74,20,"CREB3, CGA, CREB1, ATF6B, ATP1B4, GPX1, GPX3, HSPA5, ITPR3, ASGR1, ATP1A3, ATP1B2, ATP1B3, SLC26A4, PLCB4, SLC5A5, HSP90B1, TTR, CREB3L1, PDIA4"
"Leukocyte transendothelial migration",0.001,0.02,0.206,107,25,"CDH5, RAPGEF3, CLDN19, CTNND1, PTK2B, CLDN14, CLDN15, GNAI3, MYLPF, ICAM1, ITGAM, ITGB1, ARHGAP5, CLDN11, MAPK13, PXN, MYL7, RAP1A, VCL, CXCR4, JAM3, PIK3R3, CLDN6, CLDN2, CDC42"
