"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"NF-kappa B signaling pathway",0,0.009,0.016,92,7,"BLNK, BIRC2, ICAM1, IL1R1, LCK, BCL2, ZAP70"
"Tight junction",0,0.009,0.022,167,9,"CLDN4, NEDD4L, HSPA4, ITGB1, NF2, CLDN25, TUBA4A, TUBA1A, CLDN2"
"Cell adhesion molecules (CAMs)",0,0.009,0.032,137,8,"CLDN4, ICAM1, ITGB1, NCAM1, CLDN25, CLDN2, CD4, CD86"
"Platinum drug resistance",0,0.009,0.037,73,6,"ERCC1, GSTA5, BIRC2, MDM2, BAX, BCL2"
"Neurotrophin signaling pathway",0,0.015,0.078,118,7,"SHC4, MATK, NGFR, BAX, BCL2, BDNF, CALML4"
"Apoptosis - multiple species",0,0.015,0.089,31,4,"BIRC2, NGFR, BAX, BCL2"
"Apoptosis",0.001,0.022,0.177,135,7,"ENDOG, FOS, BIRC2, BAX, BCL2, TUBA4A, TUBA1A"
"Ras signaling pathway",0.001,0.022,0.178,221,9,"EFNA5, GNB3, GRIN1, SHC4, NGFR, ZAP70, FGF23, RASAL1, CALML4"
"T cell receptor signaling pathway",0.001,0.023,0.203,100,6,"MAP3K8, FOS, IL5, LCK, ZAP70, CD4"
"Leukocyte transendothelial migration",0.001,0.033,0.334,110,6,"CLDN4, PTK2B, ICAM1, ITGB1, CLDN25, CLDN2"
"cAMP signaling pathway",0.001,0.033,0.365,197,8,"EP300, FOS, GRIN1, HTR1E, ACOX1, BDNF, TNNI3, CALML4"
"Cytokine-cytokine receptor interaction",0.002,0.046,0.603,263,9,"EPOR, AMHR2, XCR1, IFNA16, IL1R1, IL5, NGFR, IL17RC, TNFRSF8"
"Osteoclast differentiation",0.003,0.046,0.641,125,6,"LILRB4, SIRPA, FOS, BLNK, IL1R1, LCK"
"Natural killer cell mediated cytotoxicity",0.003,0.046,0.641,125,6,"PTK2B, ICAM1, IFNA16, LCK, SHC4, ZAP70"
"Th1 and Th2 cell differentiation",0.003,0.052,0.788,90,5,"FOS, IL5, LCK, ZAP70, CD4"
"Hematopoietic cell lineage",0.003,0.052,0.827,91,5,"EPOR, IL1R1, IL5, CD4, CD9"
"PI3K-Akt signaling pathway",0.004,0.055,0.976,337,10,"COL6A2, EFNA5, EPOR, GNB3, IFNA16, ITGB1, MDM2, NGFR, BCL2, FGF23"
"Endocrine resistance",0.004,0.055,0.995,95,5,"FOS, SHC4, MDM2, BAX, BCL2"
"Circadian entrainment",0.004,0.055,1,96,5,"FOS, GNB3, GRIN1, PER1, CALML4"
"Th17 cell differentiation",0.006,0.076,1,105,5,"FOS, IL1R1, LCK, ZAP70, CD4"
"Jak-STAT signaling pathway",0.007,0.08,1,152,6,"EP300, EPOR, IFNA16, IL5, PTPN2, BCL2"
"Rap1 signaling pathway",0.008,0.09,1,207,7,"EFNA5, GRIN1, PFN3, ITGB1, NGFR, FGF23, CALML4"
"EGFR tyrosine kinase inhibitor resistance",0.011,0.123,1,79,4,"NRG1, SHC4, BAX, BCL2"
"AGE-RAGE signaling pathway in diabetic complications",0.023,0.235,1,97,4,"ICAM1, NOX4, BAX, BCL2"
"Toll-like receptor signaling pathway",0.027,0.266,1,102,4,"MAP3K8, FOS, IFNA16, CD86"
"TNF signaling pathway",0.032,0.307,1,108,4,"MAP3K8, FOS, BIRC2, ICAM1"
"Necroptosis",0.034,0.314,1,162,5,"H2AFX, BIRC2, IFNA16, BAX, BCL2"
