"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Cytokine-cytokine receptor interaction",0.028,1,1,263,6,"EPOR, XCR1, IFNA16, IL1R1, IL17RC, TNFRSF8"
"RNA polymerase",0.03,1,1,31,2,"TWISTNB, POLR3K"
"NF-kappa B signaling pathway",0.047,1,1,92,3,"BLNK, IL1R1, BCL2"
"Basal transcription factors",0.057,1,1,44,2,"GTF2A2, GTF2I"
"Hedgehog signaling pathway",0.057,1,1,44,2,"GPR161, BCL2"
"Osteoclast differentiation",0.098,1,1,125,3,"SIRPA, BLNK, IL1R1"
"Cytosolic DNA-sensing pathway",0.104,1,1,62,2,"IFNA16, POLR3K"
"Synaptic vesicle cycle",0.106,1,1,63,2,"UNC13B, DNM1"
"Ribosome",0.112,1,1,133,3,"RPL32, RPL38, MRPL12"
"Apoptosis",0.116,1,1,135,3,"ENDOG, BCL2, TUBA1A"
"Phenylalanine metabolism",0.14,1,1,17,1,"ALDH3B2"
"Jak-STAT signaling pathway",0.15,1,1,152,3,"EPOR, IFNA16, BCL2"
"EGFR tyrosine kinase inhibitor resistance",0.154,1,1,79,2,"NRG1, BCL2"
"Necroptosis",0.172,1,1,162,3,"H2AFX, IFNA16, BCL2"
"Histidine metabolism",0.178,1,1,22,1,"ALDH3B2"
"Tight junction",0.183,1,1,167,3,"NEDD4L, HSPA4, TUBA1A"
"Hematopoietic cell lineage",0.192,1,1,91,2,"EPOR, IL1R1"
"Hippo signaling pathway - multiple species",0.22,1,1,28,1,"RASSF4"
"Pyrimidine metabolism",0.224,1,1,101,2,"TWISTNB, POLR3K"
"Toll-like receptor signaling pathway",0.227,1,1,102,2,"IFNA16, CD86"
"Mucin type O-glycan biosynthesis",0.234,1,1,30,1,"ST6GALNAC1"
"Apoptosis - multiple species",0.241,1,1,31,1,"BCL2"
"beta-Alanine metabolism",0.241,1,1,31,1,"ALDH3B2"
"SNARE interactions in vesicular transport",0.248,1,1,32,1,"STX17"
"Tyrosine metabolism",0.261,1,1,34,1,"ALDH3B2"
"Aldosterone-regulated sodium reabsorption",0.28,1,1,37,1,"NEDD4L"
"Autophagy - animal",0.296,1,1,123,2,"STX17, BCL2"
"Type I diabetes mellitus",0.306,1,1,41,1,"CD86"
"Spliceosome",0.316,1,1,129,2,"RBMX, SRSF3"
"Proteasome",0.324,1,1,44,1,"PSMB7"
