"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Primary bile acid biosynthesis",0,0,0,17,4,"CYP7A1, CYP8B1, BAAT, CH25H"
"Steroid hormone biosynthesis",0,0,0.001,50,5,"CYP1A1, CYP7A1, CYP11B2, SULT2B1, HSD17B6"
"PPAR signaling pathway",0,0.017,0.089,72,4,"CPT1B, CYP7A1, CYP8B1, GK2"
"Platinum drug resistance",0,0.017,0.094,73,4,"FAS, BAK1, CASP8, FADD"
"Apoptosis",0,0.017,0.102,135,5,"EIF2S1, FAS, BAK1, CASP8, FADD"
"Apoptosis - multiple species",0,0.017,0.103,31,3,"BAK1, CASP8, FADD"
"Non-alcoholic fatty liver disease (NAFLD)",0.001,0.02,0.137,144,5,"EIF2S1, FAS, ADIPOR2, CASP8, COX5A"
"Necroptosis",0.001,0.027,0.234,162,5,"CHMP4B, FAS, STAT4, CASP8, FADD"
"NOD-like receptor signaling pathway",0.001,0.027,0.247,164,5,"PYDC1, IL18, TRPV2, CASP8, FADD"
"Taurine and hypotaurine metabolism",0.001,0.03,0.298,11,2,"GGT1, BAAT"
"Glutathione metabolism",0.002,0.048,0.525,54,3,"GGT1, GPX4, RRM2B"
"p53 signaling pathway",0.004,0.078,0.932,66,3,"FAS, RRM2B, CASP8"
"Metabolic pathways",0.008,0.144,1,1212,12,"CYP1A1, CYP7A1, CYP8B1, CYP11B2, FDFT1, GGT1, GK2, GLS2, RRM2B, BAAT, HSD17B6, COX5A"
"IL-17 signaling pathway",0.009,0.163,1,91,3,"IL17C, CASP8, FADD"
"Toll-like receptor signaling pathway",0.012,0.207,1,102,3,"TLR8, CASP8, FADD"
"TNF signaling pathway",0.015,0.227,1,108,3,"FAS, CASP8, FADD"
"D-Glutamine and D-glutamate metabolism",0.019,0.279,1,4,1,"GLS2"
"Retinol metabolism",0.028,0.392,1,55,2,"CYP1A1, HSD17B6"
"RIG-I-like receptor signaling pathway",0.042,0.534,1,68,2,"CASP8, FADD"
"Adipocytokine signaling pathway",0.043,0.534,1,69,2,"CPT1B, ADIPOR2"
"Bile secretion",0.045,0.536,1,71,2,"CYP7A1, BAAT"
"Glucagon signaling pathway",0.083,0.916,1,100,2,"CPT1B, CREBBP"
"Biosynthesis of unsaturated fatty acids",0.088,0.916,1,19,1,"BAAT"
"Steroid biosynthesis",0.092,0.916,1,20,1,"FDFT1"
"Arginine biosynthesis",0.092,0.916,1,20,1,"GLS2"
"Proximal tubule bicarbonate reclamation",0.105,1,1,23,1,"GLS2"
"AMPK signaling pathway",0.109,1,1,118,2,"CPT1B, ADIPOR2"
"Cytokine-cytokine receptor interaction",0.131,1,1,263,3,"IL17C, FAS, IL18"
"Tryptophan metabolism",0.155,1,1,35,1,"CYP1A1"
"Alanine, aspartate and glutamate metabolism",0.155,1,1,35,1,"GLS2"
"Jak-STAT signaling pathway",0.165,1,1,152,2,"CREBBP, STAT4"
"Ferroptosis",0.176,1,1,40,1,"GPX4"
"Protein processing in endoplasmic reticulum",0.177,1,1,159,2,"EIF2S1, BAK1"
"RNA transport",0.18,1,1,161,2,"EIF2S1, EIF4G1"
"Type I diabetes mellitus",0.18,1,1,41,1,"FAS"
"Fatty acid degradation",0.188,1,1,43,1,"CPT1B"
"Fatty acid metabolism",0.191,1,1,44,1,"CPT1B"
"Notch signaling pathway",0.207,1,1,48,1,"CREBBP"
"Ovarian steroidogenesis",0.211,1,1,49,1,"CYP1A1"
"Glycerolipid metabolism",0.226,1,1,53,1,"GK2"
"Arachidonic acid metabolism",0.252,1,1,60,1,"GGT1"
"Cytosolic DNA-sensing pathway",0.259,1,1,62,1,"IL18"
"Metabolism of xenobiotics by cytochrome P450",0.27,1,1,65,1,"CYP1A1"
"Adherens junction",0.277,1,1,67,1,"CREBBP"
"Long-term potentiation",0.277,1,1,67,1,"CREBBP"
"Cardiac muscle contraction",0.301,1,1,74,1,"COX5A"
"Aldosterone synthesis and secretion",0.328,1,1,82,1,"CYP11B2"
"Peroxisome",0.331,1,1,83,1,"BAAT"
"TGF-beta signaling pathway",0.331,1,1,83,1,"CREBBP"
"GABAergic synapse",0.344,1,1,87,1,"GLS2"
"Longevity regulating pathway",0.347,1,1,88,1,"ADIPOR2"
"Th1 and Th2 cell differentiation",0.354,1,1,90,1,"STAT4"
"Inflammatory mediator regulation of TRP channels",0.372,1,1,96,1,"TRPV2"
"HIF-1 signaling pathway",0.375,1,1,97,1,"CREBBP"
"Pyrimidine metabolism",0.387,1,1,101,1,"RRM2B"
"Melanogenesis",0.387,1,1,101,1,"CREBBP"
"Insulin resistance",0.402,1,1,106,1,"CPT1B"
"Glutamatergic synapse",0.411,1,1,109,1,"GLS2"
"Thyroid hormone signaling pathway",0.431,1,1,116,1,"CREBBP"
"Oxidative phosphorylation",0.442,1,1,120,1,"COX5A"
"Autophagy - animal",0.45,1,1,123,1,"EIF2S1"
"Cell cycle",0.453,1,1,124,1,"CREBBP"
"Natural killer cell mediated cytotoxicity",0.455,1,1,125,1,"FAS"
"FoxO signaling pathway",0.469,1,1,130,1,"CREBBP"
"Wnt signaling pathway",0.499,1,1,142,1,"CREBBP"
"Purine metabolism",0.564,1,1,170,1,"RRM2B"
"cAMP signaling pathway",0.618,1,1,197,1,"CREBBP"
"Endocytosis",0.681,1,1,233,1,"CHMP4B"
"MAPK signaling pathway",0.711,1,1,253,1,"FAS"
"Caffeine metabolism",1,1,1,5,0,""
"Drug metabolism - other enzymes",1,1,1,39,0,""
"Cell adhesion molecules (CAMs)",1,1,1,137,0,""
"EGFR tyrosine kinase inhibitor resistance",1,1,1,79,0,""
"Endocrine resistance",1,1,1,95,0,""
"ErbB signaling pathway",1,1,1,84,0,""
"Ras signaling pathway",1,1,1,221,0,""
"Rap1 signaling pathway",1,1,1,207,0,""
"cGMP-PKG signaling pathway",1,1,1,161,0,""
"Chemokine signaling pathway",1,1,1,181,0,""
"Sphingolipid signaling pathway",1,1,1,116,0,""
"Phospholipase D signaling pathway",1,1,1,140,0,""
"mTOR signaling pathway",1,1,1,150,0,""
"PI3K-Akt signaling pathway",1,1,1,337,0,""
"Longevity regulating pathway - multiple species",1,1,1,62,0,""
"Cellular senescence",1,1,1,155,0,""
"Adrenergic signaling in cardiomyocytes",1,1,1,142,0,""
"VEGF signaling pathway",1,1,1,58,0,""
"Apelin signaling pathway",1,1,1,135,0,""
"Osteoclast differentiation",1,1,1,125,0,""
"Focal adhesion",1,1,1,196,0,""
"Signaling pathways regulating pluripotency of stem cells",1,1,1,139,0,""
"Platelet activation",1,1,1,122,0,""
"T cell receptor signaling pathway",1,1,1,100,0,""
"B cell receptor signaling pathway",1,1,1,70,0,""
"Fc epsilon RI signaling pathway",1,1,1,66,0,""
"Fc gamma R-mediated phagocytosis",1,1,1,87,0,""
"Neurotrophin signaling pathway",1,1,1,118,0,""
"Cholinergic synapse",1,1,1,112,0,""
"Dopaminergic synapse",1,1,1,128,0,""
"Insulin signaling pathway",1,1,1,138,0,""
"Progesterone-mediated oocyte maturation",1,1,1,94,0,""
"Estrogen signaling pathway",1,1,1,98,0,""
"Prolactin signaling pathway",1,1,1,70,0,""
"Regulation of lipolysis in adipocytes",1,1,1,54,0,""
"Relaxin signaling pathway",1,1,1,129,0,""
"AGE-RAGE signaling pathway in diabetic complications",1,1,1,97,0,""
"Carbohydrate digestion and absorption",1,1,1,43,0,""
