"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"100",2,"A2M","MedConf","Yes",NA,"CDC42, RHOB, LRP1, ALDOA, ARHGEF3, ARHGEF6, RHOF, PF4, GAB2","Ras signaling pathway (2), Chemokine signaling pathway (2), Regulation of actin cytoskeleton (2), Phospholipase D signaling pathway (1), Sphingolipid signaling pathway (1), Osteoclast differentiation (1), Cytokine-cytokine receptor interaction (1), VEGF signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Focal adhesion (1), GnRH signaling pathway (1), MAPK signaling pathway (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1)"
"193",10006,"ABI1","HighConf","Yes",NA,"ARPC1B, EPS8, ITGB1, ACTR2, EGFR","Regulation of actin cytoskeleton (3), Focal adhesion (2), Rap1 signaling pathway (2), PI3K-Akt signaling pathway (2), Estrogen signaling pathway (1), Phospholipase D signaling pathway (1), GnRH signaling pathway (1), Cytokine-cytokine receptor interaction (1), Relaxin signaling pathway (1), Ras signaling pathway (1), MAPK signaling pathway (1), Platelet activation (1), Phagosome (1), Leukocyte transendothelial migration (1)"
"219",36,"ACADSB","MedConf","Yes",NA,"DLD, DBT","Citrate cycle (TCA cycle) (1)"
"235",1636,"ACE","MedConf","Yes","Renin secretion",NA,NA
"241",22985,"ACIN1","HighConf","Yes","RNA transport, Spliceosome, mRNA surveillance pathway",NA,NA
"250",50,"ACO2","HighConf","Yes","Citrate cycle (TCA cycle)","IDH3B","Citrate cycle (TCA cycle) (1)"
"295",59,"ACTA2","MedConf","Yes","Relaxin signaling pathway, Apelin signaling pathway","CFL1, PXN","Regulation of actin cytoskeleton (2), VEGF signaling pathway (1), Focal adhesion (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1)"
"315",10097,"ACTR2","HighConf","Yes",NA,"ABI1, WIPF2, PDGFRB, ARPC1B, CDC42, PSMA7","Regulation of actin cytoskeleton (3), Focal adhesion (2), Ras signaling pathway (2), MAPK signaling pathway (2), Rap1 signaling pathway (2), Phospholipase D signaling pathway (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1), VEGF signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), GnRH signaling pathway (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1), Proteasome (1)"
"339",8038,"ADAM12","MedConf","Yes",NA,"ITGB1, EGFR","Focal adhesion (2), Regulation of actin cytoskeleton (2), Rap1 signaling pathway (2), PI3K-Akt signaling pathway (2), Estrogen signaling pathway (1), Phospholipase D signaling pathway (1), GnRH signaling pathway (1), Cytokine-cytokine receptor interaction (1), Relaxin signaling pathway (1), Ras signaling pathway (1), MAPK signaling pathway (1), Platelet activation (1), Phagosome (1), Leukocyte transendothelial migration (1)"
"406",117,"ADCYAP1R1","MedConf","Yes","cAMP signaling pathway, Renin secretion, Insulin secretion",NA,NA
"433",140,"ADORA3","HighConf","Yes","cGMP-PKG signaling pathway, Sphingolipid signaling pathway",NA,NA
