"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Hippo signaling pathway",0,0,0,150,65,"APC2, RASSF1, FZD10, FRMD6, WTIP, CSNK1D, CTNNA1, CTNNA2, GDF7, AMOT, DLG2, DVL2, DVL3, SCRIB, LATS2, BBC3, GLI2, CRB2, CTNNA3, BIRC2, ID1, ITGB2, SMAD2, SMAD7, MYC, SERPINE1, WNT4, PPP1CA, PPP1CB, PPP2CA, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R2C, MOB1A, CCND1, BMP2, BMP6, BMPR1A, SNAI2, SOX2, TGFB1, TGFB3, TGFBR2, TP53BP2, TP73, WNT1, WNT3, WNT6, WNT7A, WNT8A, WNT2B, YWHAE, FZD3, WNT5B, GDF5, AXIN2, FZD1, FZD6, FZD9, TEAD2, NKD1, BTRC, LIMD1, CDH1"
"ErbB signaling pathway",0,0.001,0.001,85,39,"NRG3, CRK, ELK1, ERBB2, ERBB3, EREG, AKT1, CBLC, MTOR, ABL1, NRG1, HRAS, ARAF, MYC, NCK1, NRAS, PAK1, PAK3, PIK3CB, PIK3CD, PLCG2, PRKCA, PRKCB, MAPK9, MAPK10, MAP2K2, MAP2K7, PAK5, PTK2, RPS6KB1, RPS6KB2, MAP2K4, SRC, STAT5A, BTC, CAMK2D, CAMK2G, NCK2, CBL"
"Wnt signaling pathway",0,0.001,0.003,140,56,"APC2, FZD10, CSNK1A1L, CSNK2B, CTBP2, DVL2, DVL3, DAAM1, PLCB1, FRAT2, DAAM2, CACYBP, DKK4, DKK2, LRP6, MMP7, MYC, NFATC1, NFATC2, NFATC3, SERPINF1, WNT4, PPP3CB, PPP3R1, PRKCA, PRKCB, MAPK9, MAPK10, PSEN1, CHD8, RAC1, RAC3, CCND1, SFRP5, TBL1X, WNT1, WNT3, WNT6, WNT7A, WNT8A, WNT2B, TBL1XR1, FZD3, FOSL1, WNT5B, CAMK2D, CAMK2G, AXIN2, FZD1, FZD6, FZD9, NKD1, NKD2, RUVBL1, BTRC, RBX1"
"Glutamatergic synapse",0,0.01,0.052,113,44,"GNB5, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, SHANK2, PLCB1, GLS2, GLS, GLUL, GNB1, GNGT1, GRIA1, GRIA2, GRIA4, GRIK1, GRIK2, GRIK4, GRIN1, GRIN2B, GRM3, GRM4, GRM7, ITPR2, SHANK1, PLD2, GNG2, SLC38A2, PPP3CB, PPP3R1, PRKCA, PRKCB, GNG12, SLC17A7, SLC1A1, TRPC1, CACNA1A, SHANK3, PLA2G4C, DLGAP1, HOMER1"
"Olfactory transduction",0,0.01,0.056,399,125,"OR5I1, ADCY3, OR4X2, OR5P3, OR2D2, OR52W1, OR10P1, OR10AD1, OR4L1, SLC24A4, OR4D2, OR1M1, CNGA2, CNGA3, OR1I1, OR2T12, OR14C36, OR2B11, OR10X1, OR6K6, OR9A2, OR6B1, OR13C5, OR13F1, OR1N1, OR52I2, OR51E1, OR4C6, OR5D18, OR5T2, OR8K3, OR5R1, OR5AR1, OR10S1, OR9I1, OR5A1, OR4D6, OR4D11, OR1L4, OR51F1, OR1C1, OR1A2, OR1J4, OR2K2, OR7A17, OR5H1, OR10J1, OR8B8, OR10A3, OR10G3, OR8B2, OR7E24, OR7A5, OR4F4, OR2H1, OR1L1, GNAL, GNB1, OR8D1, OR9G4, OR4N4, OR2Z1, OR13D1, OR5F1, OR8S1, OR6S1, OR6V1, OR2A1, OR1B1, OR52K1, OR51D1, OR52E6, OR56A3, OR10A6, OR8H2, OR5T1, OR8K1, OR5M1, OR5AK2, OR5B12, OR4D10, OR4D9, OR6M1, OR6C75, OR4K2, OR4K13, OR4F6, OR10K1, OR6Y1, OR13C2, OR1L6, OR5C1, OR1K1, OR2A5, OR14I1, OR2T27, OR4A47, OR4C45, OR6C65, ARRB1, OR4Q3, OR4M1, OR2B3, OR10C1, OR2A2, OR2C1, PDE1C, PDE2A, OR2S2, SLC8A1, SLC8A3, OR5H6, OR4K5, OR2H2, OR51G1, CALML3, OR51G2, OR4A5, OR4A15, OR6N2, OR2G3, OR2G2, CAMK2D, OR12D3, CAMK2G"
"Cellular senescence",0,0.01,0.073,158,57,"CDK2, TRAF3IP2, CHEK1, MAPK14, RAD9B, HIPK4, GADD45A, E2F1, HIPK1, AKT1, RRAS2, FOXO1, FOXO3, SIRT1, MTOR, HIPK2, SLC25A5, SLC25A6, HLA-A, HLA-C, HLA-E, HRAS, ITPR2, SMAD2, MDM2, MYC, GADD45B, NFATC1, NFATC2, NFATC3, NRAS, SERPINE1, PIK3CB, PIK3CD, PPID, TRPM7, PPP1CA, PPP1CB, PPP3CB, PPP3R1, MAPK11, MAP2K2, RAD9A, RBBP4, RBL2, TRPV4, CCND1, TGFB1, TGFB3, TGFBR2, VDAC1, CALML3, CAPN1, RASSF5, SQSTM1, BTRC, CDC25A"
"Necroptosis",0,0.01,0.081,162,58,"PARP2, RBCK1, RIPK3, FAF1, SPATA2L, CHMP4B, PARP4, MLKL, GLUL, PYCARD, SLC25A5, SLC25A6, H2AFX, H2AFZ, BIRC2, BIRC3, HSP90AA1, IFNA1, IFNA4, IFNA5, IFNA6, IFNA10, IFNAR1, IFNAR2, IFNG, IFNGR2, JAK2, JAK3, H2AFB2, PPIA, PPID, TRPM7, MAPK9, MAPK10, PYGB, PYGL, BCL2, STAT3, STAT5A, STAT6, VDAC1, ZBP1, CAMK2D, CAMK2G, CAPN1, HIST1H2AI, HIST1H2AK, HIST1H2AJ, HIST1H2AC, HIST2H2AC, H2AFB3, PLA2G4C, TNFSF10, TNFRSF10B, SQSTM1, HIST3H2A, H2AFV, H2AFY"
"AGE-RAGE signaling pathway in diabetic complications",0,0.01,0.088,99,39,"COL4A1, COL4A4, MAPK14, AKT1, VEGFD, FOXO1, PLCB1, FN1, HRAS, JAK2, SMAD2, MMP2, NFATC1, NRAS, NOX4, SERPINE1, PIK3CB, PIM1, PIK3CD, PLCD1, PLCG2, PRKCA, PRKCB, PRKCD, PRKCE, MAPK11, MAPK9, MAPK10, RAC1, CCND1, BCL2, STAT3, STAT5A, TGFB1, TGFB3, TGFBR2, THBD, VCAM1, VEGFA"
"Dopaminergic synapse",0,0.01,0.117,130,48,"GNB5, ADCY5, COMT, MAPK14, CREB3L4, AKT1, PLCB1, FOS, GNAL, GNB1, GNGT1, PPP2R3B, GRIA1, GRIA2, GRIA4, GRIN2B, ITPR2, KCNJ5, KIF5B, MAOB, ATF4, CALY, GNG2, PPP1CA, PPP1CB, PPP2CA, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R2C, PPP2R5C, PPP2R5D, PPP3CB, PRKCA, PRKCB, GNG12, MAPK11, MAPK9, MAPK10, SCN1A, CREB3L2, SLC18A1, TH, CACNA1A, CALML3, CAMK2D, CAMK2G, PPP1R1B"
"MAPK signaling pathway",0,0.01,0.118,252,83,"RASGRP1, RASGRP2, CRK, MAPK14, DAXX, GADD45A, DDIT3, DUSP2, DUSP3, DUSP4, DUSP8, ELK1, AKT1, FGF2, FGF5, FGFR2, RRAS2, FLNA, MAPK8IP3, FLNB, FLNC, FOS, RASGRP3, FGF22, CACNG5, HRAS, HSPA1A, HSPB1, ARRB1, MAPT, MAP3K4, MYC, GADD45B, ATF4, NFATC1, NFATC3, NFKB2, NRAS, NTF4, NTRK2, PAK1, ECSIT, PPP3CB, PPP3R1, PRKCA, PRKCB, GNG12, MAPK11, MAPK9, MAPK10, MAP2K2, MAP2K5, MAP2K7, MAP4K2, RAC1, RAC3, CACNG7, CACNG6, RPS6KA2, RPS6KA3, MAP2K4, TGFB1, TGFB3, TGFBR2, CACNA1A, CACNA1E, MAP3K12, CACNB1, CACNB2, IL1R2, DUSP16, MAP4K3, MAPKAPK5, MKNK1, PLA2G4C, LAMTOR3, FGF18, FGF16, CACNA1H, CACNA1G, RPS6KA5, CACNA2D4, MAP4K4"
"mTOR signaling pathway",0,0.01,0.119,147,53,"FZD10, DVL2, DVL3, AKT1, LPIN1, MTOR, RICTOR, HRAS, LAMTOR4, LRP6, NRAS, ATP6V1D, ATP6V1B1, ATP6V1E1, PIK3CB, PIK3CD, ATP6V1G2, WNT4, MIOS, DDIT4, LAMTOR1, PRR5, PRKAA1, PRKAA2, PRKCA, PRKCB, MAP2K2, RRAGD, RPS6, RPS6KA2, RPS6KA3, RPS6KB1, RPS6KB2, RRAGC, MLST8, DEPTOR, WNT1, WNT3, WNT6, WNT7A, WNT8A, WNT2B, MAPKAP1, FZD3, WNT5B, FZD1, FZD6, FZD9, WDR24, LAMTOR3, ATP6V1E2, FNIP1, TTI1"
"Natural killer cell mediated cytotoxicity",0.001,0.01,0.135,124,46,"SH2D1B, RAET1E, FCGR3A, GZMB, HLA-A, HLA-C, HLA-E, HRAS, ICAM2, IFNA1, IFNA4, IFNA5, IFNA6, IFNA10, IFNAR1, IFNAR2, IFNG, IFNGR2, ITGB2, ARAF, KLRC1, KLRC3, KLRD1, MICB, NFATC1, NFATC2, NRAS, PAK1, PIK3CB, PIK3CD, PLCG2, PPP3CB, PPP3R1, PRKCA, PRKCB, MAP2K2, RAC1, RAC3, VAV1, ZAP70, ULBP3, ULBP2, TNFSF10, TNFRSF10B, CD247, CD48"
"Axon guidance",0.001,0.01,0.141,172,60,"PLXNC1, SEMA6C, SEMA6B, SEMA4D, GDF7, DCC, EFNA1, EFNA3, EFNA5, EFNB1, EPHA7, EPHA8, EPHB2, EPHB3, FES, NTNG1, ARHGEF12, ABL1, RND1, RHOD, HRAS, ILK, LIMK1, NCK1, NFATC2, NFATC3, NRAS, PAK1, PAK3, PIK3CB, PIK3CD, PLCG2, WNT4, PPP3CB, PPP3R1, PRKCA, DPYSL5, PAK5, PTK2, SEMA6A, SEMA4G, RAC1, RAC3, ROBO1, CXCL12, SEMA4A, SLIT3, SRC, TRPC1, TRPC4, SEMA3B, FZD3, SEMA6D, WNT5B, CAMK2D, CAMK2G, NCK2, BOC, NTN1, SRGAP3"
"cAMP signaling pathway",0.001,0.01,0.155,197,67,"HCN4, ABCC4, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, CNGA2, CNGA3, ADORA1, GPR119, CREB3L4, ADRB1, AKT1, F2R, RRAS2, FOS, FSHR, GABBR1, GHSR, HCAR1, GLI1, GLI3, GRIA1, GRIA2, GRIA4, GRIN1, GRIN2B, HTR1D, HTR1E, LIPE, PPP1R12A, ATP1A2, NFATC1, NFKBIA, ATP1A4, ATP2B1, PAK1, PDE3A, PDE4B, PIK3CB, PIK3CD, PLD2, PPP1CA, PPP1CB, ADCY10, MAPK9, MAPK10, MAP2K2, SUCNR1, RAC1, RAC3, HCN2, CREB3L2, SOX9, SSTR2, TIAM1, TSHR, VAV1, CALML3, CAMK2D, CAMK2G, PPP1R1B, HCAR3, GABBR2"
"Aldosterone synthesis and secretion",0.001,0.01,0.157,82,33,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, CREB3L4, CYP11A1, CYP11B2, PLCB1, PRKD3, PRKD2, HSD3B1, ITPR2, KCNK3, LIPE, ATF1, ATF4, NR4A2, PDE2A, PRKCA, PRKCB, PRKCE, CREB3L2, STAR, DAGLA, CALML3, CAMK2D, CAMK2G, CACNA1H, CACNA1G, SCARB1"
"Endocrine resistance",0.001,0.01,0.16,95,37,"CDKN2C, CARM1, DLL3, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, MAPK14, CYP2D6, E2F1, ERBB2, AKT1, ESR1, ESR2, FOS, MTOR, HRAS, ARAF, MDM2, MMP2, NRAS, PIK3CB, PIK3CD, MAPK11, MAPK9, MAPK10, MAP2K2, PTK2, CCND1, BCL2, RPS6KB1, RPS6KB2, SRC, NCOR1"
"Insulin resistance",0.001,0.012,0.207,106,40,"MGEA5, SLC27A4, SLC27A3, CPT1A, CREB3L4, CRTC2, AKT1, FOXO1, MTOR, SLC27A6, SLC27A1, NFKBIA, PCK1, PIK3CB, PIK3CD, PPP1CA, PPP1CB, PPP1R3A, PTPA, PRKAA1, PRKAA2, PRKCB, PRKCD, PRKCE, MAPK9, MAPK10, PTPN1, PYGB, PYGL, RPS6KA2, RPS6KA3, RPS6KB1, RPS6KB2, CREB3L2, STAT3, NR1H2, PPP1R3B, IRS2, G6PC3, GFPT2"
"Th17 cell differentiation",0.001,0.014,0.256,107,40,"IL17F, MAPK14, FOS, MTOR, TBX21, HIF1A, HLA-DMB, HLA-DPA1, HLA-DQA1, HSP90AA1, IFNG, IFNGR2, IL2RA, IL2RG, IL4R, IL6ST, JAK2, JAK3, SMAD2, NFATC1, NFATC2, NFATC3, NFKBIA, FOXP3, IL23A, IL17D, PPP3CB, PPP3R1, MAPK11, MAPK9, MAPK10, RORC, STAT3, STAT5A, STAT6, TGFB1, TGFBR2, ZAP70, CD3E, CD247"
"PI3K-Akt signaling pathway",0.001,0.016,0.299,336,104,"CDK2, LAMC3, GNB5, CDC37, PIK3AP1, COL4A1, COL4A4, COL6A2, COL9A2, COMP, CSF3R, CSH2, CREB3L4, EFNA1, EFNA3, EFNA5, CRTC2, EPOR, AKT1, F2R, FGF2, FGF5, FGFR2, VEGFD, LAMB4, PHLPP2, FOXO3, FN1, MTOR, GHR, FGF22, GNB1, GNGT1, PPP2R3B, ANGPT1, HGF, HRAS, HSP90AA1, IFNA1, IFNA4, IFNA5, IFNA6, IFNA10, IFNAR1, IFNAR2, IL2RA, IL2RG, IL4R, ITGA6, ITGA3, ITGA7, ITGB4, JAK2, JAK3, KDR, LAMB1, LAMB2, MDM2, MTCP1, MYC, ATF4, NRAS, OSM, PCK1, ANGPT4, PIK3CB, PIK3CD, GNG2, DDIT4, PPP2CA, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R2C, PPP2R5C, PPP2R5D, PRKAA1, PRKAA2, PRKCA, GNG12, MAP2K2, PRLR, PTK2, RAC1, RBL2, CCND1, BCL2, RPS6, RPS6KB1, RPS6KB2, MLST8, CREB3L2, BRCA1, THBS1, VEGFA, YWHAE, TCL1A, CASP9, ITGA10, FGF18, FGF16, LPAR2, OSMR, G6PC3"
"Adrenergic signaling in cardiomyocytes",0.001,0.019,0.372,143,50,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, MAPK14, ADRA1D, ADRA1B, CREB3L4, ADRB1, AGTR2, AKT1, PLCB1, CACNG5, PPP2R3B, MYH7, ATF4, ATP1A2, ATP1A4, ATP2B1, PPP1CA, PPP1CB, PPP1R1A, PPP2CA, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R2C, PPP2R5C, PPP2R5D, PRKCA, MAPK11, CACNG7, CACNG6, BCL2, SCN1B, CREB3L2, SLC8A1, ACTC1, TNNC1, TPM1, CACNB1, CACNB2, CALML3, CAMK2D, CAMK2G, RPS6KA5, CACNA2D4"
