"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Ras signaling pathway",0,0,0,223,81,"AKT3, PAK4, CHUK, PLA2G4E, CSF1, EFNA2, EGFR, EPHA2, AKT2, FGF6, FGF8, FGF11, FGF12, FGF14, FGFR1, FGFR4, GAB1, PLA2G4F, SHC2, PLA2G2D, GNG3, GNGT2, PLA2G4D, GRIN2A, PLA2G2E, HTR7, IGF1, IGF1R, IKBKB, FASLG, INS, KIT, ARF6, MET, KITLG, NFKB1, NGF, PDGFA, PDGFB, PDGFRA, CALML5, PIK3R2, PLA2G1B, PLA2G2A, PLA2G4A, PLA2G5, PLCG1, SHC3, PLD1, PRKACB, PRKACG, PRKCG, MAPK1, MAPK8, MAP2K1, PAK6, BAD, PTPN11, RAB5A, RAF1, RALA, RASA1, RASGRF2, GNB4, RELA, PLA2G2F, SHC1, SOS1, CALM1, PDGFD, CALM2, FGF23, CALM3, PLA2G12A, PLA2G6, FGF17, CALML4, GNG8, RIN1, GAB2, CDC42"
"Rap1 signaling pathway",0,0,0,209,68,"AKT3, ADCY1, ADORA2A, CSF1, CTNNB1, DRD2, LPAR1, EFNA2, EGFR, EPHA2, AKT2, FGF6, FGF8, FGF11, FGF12, FGF14, FGFR1, FGFR4, LPAR3, GNAI1, GNAI2, GNAI3, GNAO1, GNAS, GRIN2A, IGF1, IGF1R, INS, ITGA2B, ITGB1, KIT, LCP2, MET, KITLG, NGF, PARD6A, PDGFA, PDGFB, PDGFRA, CALML5, PIK3R2, PLCB2, PLCB3, PLCB4, PLCG1, PRKCG, PRKD1, MAPK1, MAPK13, MAP2K1, MAP2K6, PARD3, RAF1, RALA, MAPK12, TLN1, VAV2, CALM1, PDGFD, CALM2, FGF23, CALM3, PARD6G, FGF17, F2RL3, CALML4, DOCK4, CDC42"
"cGMP-PKG signaling pathway",0,0,0,162,61,"AKT3, CREB3, GNA13, ADCY1, CNGA1, ATF2, ADRB3, KCNU1, EDNRB, AKT2, ATP1B4, GNA11, GNA12, GNAI1, GNAI2, GNAI3, GUCY1A3, GUCY1B3, INS, IRS1, KCNMA1, MEF2C, MEF2D, MYLK, ATP1A1, NFATC4, ATP1B2, NOS3, FXYD2, ATP2B4, PDE3B, CALML5, PIK3CG, PLCB2, PLCB3, PLCB4, PLN, PPP1CC, PPP3CA, PPP3CC, PPP3R2, PRKG1, PRKG2, MAPK1, MAP2K1, BAD, RAF1, ROCK1, SLC8A2, TRPC6, CACNA1D, CACNA1S, CALM1, CALM2, CALM3, CREB3L3, IRS4, PDE5A, CALML4, ROCK2, CREB5"
"cAMP signaling pathway",0,0,0,197,70,"AKT3, CREB3, ADCY1, CFTR, CHRM2, GRIN3A, GRIN3B, ADCYAP1R1, CNGA1, ADORA2A, CREBBP, DRD2, DRD5, EP300, AKT2, ATP1B4, FSHB, GIPR, GLP1R, GNAI1, GNAI2, GNAI3, GNAS, GRIN2A, GRIN2C, GRIN2D, HTR1F, HCAR2, MC2R, ATP1A1, NFKB1, ATP1B2, NPY, FXYD2, NPY1R, ATP2B4, OXTR, PDE3B, PDE4D, CALML5, PIK3R2, PLD1, PLN, PPP1CC, PRKACB, PRKACG, MAPK1, MAPK8, MAP2K1, BAD, PTGER2, RAF1, RELA, ROCK1, RYR2, SSTR1, SSTR5, TNNI3, VAV2, VIPR2, CACNA1D, CACNA1S, CALM1, CALM2, CALM3, CREB3L3, ORAI1, CALML4, ROCK2, CREB5"
"Chemokine signaling pathway",0,0,0,182,63,"AKT3, CXCL13, ADCY1, CCR9, CHUK, CCR3, GRK7, CX3CR1, GRK2, AKT2, SHC2, GNAI1, GNAI2, GNAI3, GNG3, GNGT2, XCR1, CXCR3, GRK4, GRK6, CXCL2, GSK3B, IKBKB, CXCL8, CXCR2, CXCL10, ARRB2, CXCL9, NFKB1, PF4, PIK3R2, PLCB2, PLCB3, PLCB4, SHC3, PRKACB, PRKACG, MAPK1, MAP2K1, PARD3, CCL28, CXCL16, RAF1, GNB4, RELA, GRK1, ROCK1, CCL2, CCL11, CCL13, CCL22, CXCL11, CX3CL1, CXCR5, SHC1, SOS1, STAT5B, XCL2, VAV2, GNG8, ROCK2, CXCL14, CDC42"
"Phospholipase D signaling pathway",0,0,0,144,67,"AKT3, LPAR6, AGPAT2, GNA13, ADCY1, PLA2G4E, DGKB, DGKG, DGKQ, DNM1, LPAR1, EGFR, AKT2, PIP5K1C, LPAR3, GAB1, PLA2G4F, SHC2, DNM3, CYTH4, GNA12, GNAS, PLA2G4D, GRM1, GRM5, GRM6, GRM8, CXCL8, CXCR2, INS, ARF1, KIT, ARF6, KITLG, PDGFA, PDGFB, PDGFRA, PIK3CG, PIK3R2, PLA2G4A, PLCB2, PLCB3, PLCB4, PLCG1, SHC3, PLD1, AVPR1A, MAPK1, MAP2K1, SPHK2, PTPN11, RAF1, RALA, RHEB, SHC1, SOS1, SYK, TSC2, PDGFD, PIP5K1B, DGKZ, DGKE, PLPP3, SPHK1, CYTH2, CYTH1, GAB2"
"PI3K-Akt signaling pathway",0,0,0,336,102,"AKT3, LPAR6, CDKN1A, CREB3, CHRM2, CHUK, ATF2, CSF1, LPAR1, EFNA2, EGFR, EPHA2, EIF4B, EIF4E, EIF4EBP1, EPO, AKT2, FGF6, FGF8, FGF11, FGF12, FGF14, FGFR1, FGFR4, LPAR3, GH2, GNG3, GNGT2, GSK3B, IFNA2, IFNA7, IFNA8, IFNA13, IFNA14, IFNA16, IFNA17, IFNB1, IGF1, IGF1R, IKBKB, IL2, FASLG, IL2RB, IL4, IL6, IL6R, IL7, IL7R, INS, IRS1, ITGA1, ITGA2B, ITGAV, ITGB1, ITGB6, ITGB7, KIT, LAMA2, LAMA5, LAMB3, LAMC1, MET, KITLG, MYB, NFKB1, NGF, NOS3, PDGFA, PDGFB, PDGFRA, PDPK1, PIK3CG, PIK3R2, PPP2R2B, PPP2R5A, PPP2R5B, PKN1, MAPK1, MAP2K1, PRL, RELN, BAD, PTEN, RAF1, GNB4, RELA, RHEB, SGK1, SOS1, SYK, TP53, TSC2, YWHAH, YWHAZ, PDGFD, FGF23, CREB3L3, FGF17, CCNE1, GNG8, EIF4E2, CREB5"
"Jak-STAT signaling pathway",0,0,0,155,54,"AKT3, STAM2, CDKN1A, CNTFR, CREBBP, CSF2, CSF2RB, IL23R, EP300, EPO, AKT2, GH2, IFNL3, IL19, IFNA2, IFNA7, IFNA8, IFNA13, IFNA14, IFNA16, IFNA17, IFNB1, IL2, IL2RB, IL4, IL6, IL6R, IL7, IL7R, IL9, IL10, IL10RA, IL11, IL12RB2, IL15RA, LEPR, IL20, IL21R, IL22, PIAS4, PIK3R2, IL20RA, PRL, PTPN2, PTPN6, PTPN11, RAF1, SOS1, STAT5B, TSLP, PIAS1, SOCS1, SOCS2, SOCS5"
"Fc gamma R-mediated phagocytosis",0,0,0,88,38,"AKT3, ARPC3, ARPC1B, ARPC1A, CFL2, PLA2G4E, AKT2, PIP5K1C, PLA2G4F, AMPH, BIN1, PLA2G4D, INPP5D, ARF6, LIMK2, MYO10, ASAP1, PIK3R2, PLA2G4A, PLCG1, PLD1, ASAP3, PRKCG, MAPK1, MAP2K1, SPHK2, RAF1, SYK, VAV2, ARPC5L, PIP5K1B, PLA2G6, SCIN, PLPP3, ASAP2, SPHK1, GAB2, CDC42"
"Insulin signaling pathway",0,0,0,136,49,"AKT3, SORBS1, PPARGC1A, EIF4E, EIF4EBP1, AKT2, FASN, EXOC7, RHOQ, SHC2, GSK3B, IKBKB, INS, IRS1, PDE3B, PDPK1, INPP5K, CALML5, PHKB, PHKG1, PIK3R2, SHC3, PPP1CC, PPP1R3C, PPP1R3D, PRKACB, PRKACG, PRKAG1, PRKAR2A, PRKAR2B, MAPK1, MAPK8, MAP2K1, BAD, RAF1, RHEB, SHC1, SLC2A4, SOS1, TSC2, CALM1, CALM2, CALM3, IRS4, SOCS1, CBLB, SOCS2, CALML4, EIF4E2"
