"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Focal adhesion",0,0,0,183,10,"Col3a1, Col5a1, Col5a2, Col1a1, Igf1, Lamb1, Thbs2, Thbs4, Itga11, Tnn"
"ECM-receptor interaction",0,0,0,79,9,"Col3a1, Col5a1, Col5a2, Col1a1, Lamb1, Thbs2, Thbs4, Itga11, Tnn"
"Protein digestion and absorption",0,0,0,73,7,"Col12a1, Col14a1, Col3a1, Col5a1, Col5a2, Col1a1, Eln"
"Amoebiasis",0,0.002,0.007,111,6,"Col3a1, Col5a1, Col5a2, Col1a1, Lamb1, Nos2"
"Staphylococcus aureus infection",0,0.007,0.034,49,4,"Cfi, Fcgr1, Masp1, Selp"
"Complement and coagulation cascades",0.001,0.027,0.16,73,4,"Bdkrb1, Cfi, Masp1, Kng2"
"Hematopoietic cell lineage",0.001,0.029,0.206,78,4,"Fcgr1, Il11, Il4ra, Anpep"
"Cytokine-cytokine receptor interaction",0.002,0.05,0.418,236,6,"Ccr5, Cxcl10, Il11, Il4ra, Ccl8, Cxcl5"
"Malaria",0.002,0.05,0.453,45,3,"Selp, Thbs2, Thbs4"
"Cytosolic DNA-sensing pathway",0.002,0.055,0.545,48,3,"Cxcl10, Zbp1, Il33"
"Toxoplasmosis",0.005,0.1,1,123,4,"Socs1, Ccr5, Lamb1, Nos2"
"Rheumatoid arthritis",0.01,0.191,1,80,3,"Il11, Mmp3, Cxcl5"
"Phagosome",0.013,0.219,1,162,4,"Ctss, Fcgr1, Thbs2, Thbs4"
"Chemokine signaling pathway",0.016,0.249,1,172,4,"Ccr5, Cxcl10, Ccl8, Cxcl5"
"Arginine and proline metabolism",0.031,0.467,1,49,2,"Nos2, P4ha3"
"Jak-STAT signaling pathway",0.046,0.632,1,143,3,"Socs1, Il11, Il4ra"
"Caffeine metabolism",0.05,0.632,1,9,1,"Uox"
"Leishmaniasis",0.051,0.632,1,64,2,"Fcgr1, Nos2"
"Hypertrophic cardiomyopathy (HCM)",0.075,0.852,1,80,2,"Igf1, Itga11"
"TGF-beta signaling pathway",0.078,0.852,1,82,2,"Thbs2, Thbs4"
"Small cell lung cancer",0.08,0.852,1,83,2,"Lamb1, Nos2"
"Dilated cardiomyopathy",0.083,0.852,1,85,2,"Igf1, Itga11"
"Renin-angiotensin system",0.103,1,1,19,1,"Anpep"
"Osteoclast differentiation",0.14,1,1,116,2,"Socs1, Fcgr1"
"Aldosterone-regulated sodium reabsorption",0.209,1,1,41,1,"Igf1"
"Type II diabetes mellitus",0.231,1,1,46,1,"Socs1"
"Glutathione metabolism",0.244,1,1,49,1,"Anpep"
"Calcium signaling pathway",0.247,1,1,168,2,"Bdkrb1, Nos2"
"mTOR signaling pathway",0.248,1,1,50,1,"Igf1"
"Pathways in cancer",0.255,1,1,309,3,"Igf1, Lamb1, Nos2"
"Glioma",0.298,1,1,62,1,"Igf1"
"RIG-I-like receptor signaling pathway",0.306,1,1,64,1,"Cxcl10"
"Regulation of actin cytoskeleton",0.312,1,1,199,2,"Bdkrb1, Itga11"
"p53 signaling pathway",0.314,1,1,66,1,"Igf1"
"Long-term depression",0.318,1,1,67,1,"Igf1"
"Melanoma",0.326,1,1,69,1,"Igf1"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)",0.33,1,1,70,1,"Itga11"
"Antigen processing and presentation",0.345,1,1,74,1,"Ctss"
"Peroxisome",0.36,1,1,78,1,"Nos2"
"Systemic lupus erythematosus",0.371,1,1,81,1,"Fcgr1"
"Progesterone-mediated oocyte maturation",0.382,1,1,84,1,"Igf1"
"Prostate cancer",0.389,1,1,86,1,"Igf1"
"Fc gamma R-mediated phagocytosis",0.393,1,1,87,1,"Fcgr1"
"Chagas disease (American trypanosomiasis)",0.43,1,1,98,1,"Nos2"
"Toll-like receptor signaling pathway",0.43,1,1,98,1,"Cxcl10"
"Oocyte meiosis",0.465,1,1,109,1,"Igf1"
"Lysosome",0.501,1,1,121,1,"Ctss"
"Ubiquitin mediated proteolysis",0.515,1,1,126,1,"Socs1"
"Insulin signaling pathway",0.524,1,1,129,1,"Socs1"
"Cell adhesion molecules (CAMs)",0.556,1,1,141,1,"Selp"
"Purine metabolism",0.566,1,1,145,1,"Uox"
"Endocytosis",0.697,1,1,206,1,"Ccr5"
"Neuroactive ligand-receptor interaction",0.777,1,1,258,1,"Bdkrb1"
"Metabolic pathways",0.877,1,1,1063,4,"Anpep, Nos2, Uox, P4ha3"
"Tryptophan metabolism",1,1,1,42,0,""
"ABC transporters",1,1,1,42,0,""
"Fat digestion and absorption",1,1,1,44,0,""
"ErbB signaling pathway",1,1,1,80,0,""
"Cell cycle",1,1,1,121,0,""
"Axon guidance",1,1,1,122,0,""
"Neurotrophin signaling pathway",1,1,1,123,0,""
"Chronic myeloid leukemia",1,1,1,68,0,""
"Viral myocarditis",1,1,1,82,0,""
"Fatty acid metabolism",1,1,1,43,0,""
"PPAR signaling pathway",1,1,1,74,0,""
"Valine, leucine and isoleucine degradation",1,1,1,49,0,""
"beta-Alanine metabolism",1,1,1,23,0,""
"Propanoate metabolism",1,1,1,32,0,""
"Butanoate metabolism",1,1,1,30,0,""
"Glycosphingolipid biosynthesis - ganglio series",1,1,1,15,0,""
"Taste transduction",1,1,1,57,0,""
"Glycerophospholipid metabolism",1,1,1,72,0,""
"Citrate cycle (TCA cycle)",1,1,1,30,0,""
"Glyoxylate and dicarboxylate metabolism",1,1,1,19,0,""
"alpha-Linolenic acid metabolism",1,1,1,19,0,""
"Biosynthesis of unsaturated fatty acids",1,1,1,25,0,""
"Riboflavin metabolism",1,1,1,10,0,""
"Adherens junction",1,1,1,71,0,""
"Adipocytokine signaling pathway",1,1,1,66,0,""
"Tight junction",1,1,1,119,0,""
"Leukocyte transendothelial migration",1,1,1,111,0,""
"Gastric acid secretion",1,1,1,70,0,""
