"","name","imports","weights","datasource","Confidence"
"1","Novel Genes.A2M","Novel Genes.CDC42",900,"database","High"
"2","Novel Genes.AAK1","Novel Genes.CFTR",900,"database","Medium"
"3","Novel Genes.ABAT","Novel Genes.CFL1",417,"experimental","High"
"4","Novel Genes.ABAT","Spliceosome.PRPF8",417,"experimental","High"
"5","Novel Genes.ABAT","Novel Genes.DBT",800,"database","High"
"6","Novel Genes.ABAT","Novel Genes.LDHAL6B",417,"experimental","High"
"7","Novel Genes.ABAT","Novel Genes.HSPE1",417,"experimental","High"
"8","Novel Genes.ABAT","Novel Genes.GDA",417,"experimental","High"
"9","Novel Genes.ABI1","Novel Genes.ARPC1B",900,"database","High"
"10","Novel Genes.ACTR2","Novel Genes.CLTC",900,"database","High"
"11","Novel Genes.ACTR2","Novel Genes.CDC42",900,"database","High"
"12","Novel Genes.ACTR2","Novel Genes.SYT1",900,"database","High"
"13","Novel Genes.ACTR2","Novel Genes.RAB5A",900,"database","High"
"14","Novel Genes.ACTR2","Novel Genes.CFL1",774,"experimental","High"
"15","Novel Genes.ACTR2","Novel Genes.EGFR",900,"database","High"
"16","Novel Genes.ACTR2","Novel Genes.ARPC1B",900,"database","High"
"17","Novel Genes.ACTR2","Novel Genes.PDGFRB",900,"database","High"
"18","Novel Genes.ACTR2","Novel Genes.CLTA",900,"database","High"
"19","Novel Genes.ACTR2","Novel Genes.ADRB2",900,"database","High"
"20","Novel Genes.ACTR2","Novel Genes.CFTR",900,"database","High"
"21","Novel Genes.ACTR2","Novel Genes.DNM1",900,"database","High"
"22","Novel Genes.ACTR2","Novel Genes.TACR1",900,"database","High"
"23","Novel Genes.ACTR2","Novel Genes.CHRM2",900,"database","High"
"24","Novel Genes.ACTR2","Proteasome.PSMD7",417,"experimental","High"
"25","Novel Genes.ACTR2","Proteasome.PSMA7",900,"database","High"
"26","Novel Genes.ADPRHL1","Novel Genes.SRP68",424,"experimental","High"
"27","Novel Genes.ADPRHL1","RNA transport.EIF4B",614,"experimental","High"
"28","Novel Genes.ADPRHL1","RNA transport.RAE1",614,"experimental","High"
"29","Novel Genes.ADRB2","Novel Genes.CFTR",900,"database","High"
"30","Novel Genes.ADRB2","Novel Genes.ACTR2",900,"database","High"
"31","Novel Genes.ADRB2","Novel Genes.RPS27A",900,"database","High"
"32","Novel Genes.ADRB2","Novel Genes.UBB",900,"database","High"
"33","Novel Genes.AGT","Novel Genes.CFTR",900,"database","Medium"
