"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Platinum drug resistance",0,0,0,73,3,"FAS, CASP8, FADD"
"TNF signaling pathway",0,0.001,0.001,108,3,"FAS, CASP8, FADD"
"Apoptosis",0,0.001,0.002,135,3,"FAS, CASP8, FADD"
"Necroptosis",0,0.001,0.004,162,3,"FAS, CASP8, FADD"
"Apoptosis - multiple species",0,0.003,0.017,31,2,"CASP8, FADD"
"p53 signaling pathway",0,0.012,0.076,66,2,"FAS, CASP8"
"RIG-I-like receptor signaling pathway",0,0.012,0.081,68,2,"CASP8, FADD"
"IL-17 signaling pathway",0.001,0.018,0.146,91,2,"CASP8, FADD"
"Toll-like receptor signaling pathway",0.001,0.02,0.183,102,2,"CASP8, FADD"
"Non-alcoholic fatty liver disease (NAFLD)",0.001,0.036,0.364,144,2,"FAS, CASP8"
"NOD-like receptor signaling pathway",0.002,0.043,0.471,164,2,"CASP8, FADD"
"Type I diabetes mellitus",0.019,0.393,1,41,1,"FAS"
"Natural killer cell mediated cytotoxicity",0.057,1,1,125,1,"FAS"
"MAPK signaling pathway",0.113,1,1,253,1,"FAS"
"Cytokine-cytokine receptor interaction",0.117,1,1,263,1,"FAS"
"Caffeine metabolism",1,1,1,5,0,""
"Drug metabolism - other enzymes",1,1,1,39,0,""
"Metabolic pathways",1,1,1,1212,0,""
"Purine metabolism",1,1,1,170,0,""
"Cell adhesion molecules (CAMs)",1,1,1,137,0,""
"EGFR tyrosine kinase inhibitor resistance",1,1,1,79,0,""
"Endocrine resistance",1,1,1,95,0,""
"ErbB signaling pathway",1,1,1,84,0,""
"Ras signaling pathway",1,1,1,221,0,""
"Rap1 signaling pathway",1,1,1,207,0,""
"cGMP-PKG signaling pathway",1,1,1,161,0,""
"cAMP signaling pathway",1,1,1,197,0,""
"Chemokine signaling pathway",1,1,1,181,0,""
"HIF-1 signaling pathway",1,1,1,97,0,""
"FoxO signaling pathway",1,1,1,130,0,""
"Sphingolipid signaling pathway",1,1,1,116,0,""
"Phospholipase D signaling pathway",1,1,1,140,0,""
"Autophagy - animal",1,1,1,123,0,""
"mTOR signaling pathway",1,1,1,150,0,""
"PI3K-Akt signaling pathway",1,1,1,337,0,""
"AMPK signaling pathway",1,1,1,118,0,""
"Longevity regulating pathway",1,1,1,88,0,""
"Longevity regulating pathway - multiple species",1,1,1,62,0,""
"Cellular senescence",1,1,1,155,0,""
"Adrenergic signaling in cardiomyocytes",1,1,1,142,0,""
"VEGF signaling pathway",1,1,1,58,0,""
"Apelin signaling pathway",1,1,1,135,0,""
"Osteoclast differentiation",1,1,1,125,0,""
"Focal adhesion",1,1,1,196,0,""
"Signaling pathways regulating pluripotency of stem cells",1,1,1,139,0,""
"Platelet activation",1,1,1,122,0,""
"Jak-STAT signaling pathway",1,1,1,152,0,""
"T cell receptor signaling pathway",1,1,1,100,0,""
"B cell receptor signaling pathway",1,1,1,70,0,""
"Fc epsilon RI signaling pathway",1,1,1,66,0,""
"Fc gamma R-mediated phagocytosis",1,1,1,87,0,""
"Neurotrophin signaling pathway",1,1,1,118,0,""
"Cholinergic synapse",1,1,1,112,0,""
"Dopaminergic synapse",1,1,1,128,0,""
"Insulin signaling pathway",1,1,1,138,0,""
"Progesterone-mediated oocyte maturation",1,1,1,94,0,""
"Estrogen signaling pathway",1,1,1,98,0,""
"Prolactin signaling pathway",1,1,1,70,0,""
"Thyroid hormone signaling pathway",1,1,1,116,0,""
"Adipocytokine signaling pathway",1,1,1,69,0,""
"Glucagon signaling pathway",1,1,1,100,0,""
"Regulation of lipolysis in adipocytes",1,1,1,54,0,""
"Relaxin signaling pathway",1,1,1,129,0,""
"Insulin resistance",1,1,1,106,0,""
"AGE-RAGE signaling pathway in diabetic complications",1,1,1,97,0,""
"Carbohydrate digestion and absorption",1,1,1,43,0,""
"Primary bile acid biosynthesis",1,1,1,17,0,""
"Peroxisome",1,1,1,83,0,""
"Amino sugar and nucleotide sugar metabolism",1,1,1,47,0,""
"Protein digestion and absorption",1,1,1,88,0,""
"RNA transport",1,1,1,161,0,""
"Tight junction",1,1,1,167,0,""
"Leukocyte transendothelial migration",1,1,1,110,0,""
"Hematopoietic cell lineage",1,1,1,91,0,""
"Glycerophospholipid metabolism",1,1,1,87,0,""
"Ether lipid metabolism",1,1,1,39,0,""
"Arachidonic acid metabolism",1,1,1,60,0,""
"Linoleic acid metabolism",1,1,1,27,0,""
"alpha-Linolenic acid metabolism",1,1,1,23,0,""
"Vascular smooth muscle contraction",1,1,1,119,0,""
"Glutamatergic synapse",1,1,1,109,0,""
"Serotonergic synapse",1,1,1,111,0,""
"Long-term depression",1,1,1,59,0,""
"Inflammatory mediator regulation of TRP channels",1,1,1,96,0,""
"GnRH signaling pathway",1,1,1,91,0,""
"Ovarian steroidogenesis",1,1,1,49,0,""
"Oxytocin signaling pathway",1,1,1,151,0,""
"Endocytosis",1,1,1,233,0,""
"Taste transduction",1,1,1,82,0,""
"Wnt signaling pathway",1,1,1,142,0,""
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",1,1,1,25,0,""
"Base excision repair",1,1,1,33,0,""
"Protein processing in endoplasmic reticulum",1,1,1,159,0,""
"Pyrimidine metabolism",1,1,1,101,0,""
"Nicotinate and nicotinamide metabolism",1,1,1,28,0,""
"Ribosome",1,1,1,133,0,""
"One carbon pool by folate",1,1,1,19,0,""
"Mucin type O-glycan biosynthesis",1,1,1,30,0,""
"mRNA surveillance pathway",1,1,1,85,0,""
"Lysosome",1,1,1,123,0,""
"Oxidative phosphorylation",1,1,1,120,0,""
"Retrograde endocannabinoid signaling",1,1,1,140,0,""
"Nucleotide excision repair",1,1,1,46,0,""
"Spliceosome",1,1,1,129,0,""
"Ubiquitin mediated proteolysis",1,1,1,134,0,""
"Aminoacyl-tRNA biosynthesis",1,1,1,43,0,""
"Antifolate resistance",1,1,1,29,0,""
"ABC transporters",1,1,1,44,0,""
"PPAR signaling pathway",1,1,1,72,0,""
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",1,1,1,20,0,""
"Regulation of actin cytoskeleton",1,1,1,210,0,""
"Calcium signaling pathway",1,1,1,180,0,""
"Homologous recombination",1,1,1,37,0,""
"Non-homologous end-joining",1,1,1,12,0,""
"Mitophagy - animal",1,1,1,61,0,""
"Pancreatic secretion",1,1,1,95,0,""
"RNA degradation",1,1,1,73,0,""
"Axon guidance",1,1,1,172,0,""
"Lysine degradation",1,1,1,54,0,""
"Renin-angiotensin system",1,1,1,23,0,""
"Neuroactive ligand-receptor interaction",1,1,1,274,0,""
"Ferroptosis",1,1,1,40,0,""
"Adherens junction",1,1,1,67,0,""
"Glycosaminoglycan biosynthesis - keratan sulfate",1,1,1,14,0,""
"Cell cycle",1,1,1,124,0,""
"Oocyte meiosis",1,1,1,118,0,""
"Retinol metabolism",1,1,1,55,0,""
"Ribosome biogenesis in eukaryotes",1,1,1,73,0,""
"N-Glycan biosynthesis",1,1,1,48,0,""
"Proteasome",1,1,1,44,0,""
"Antigen processing and presentation",1,1,1,68,0,""
"Basal transcription factors",1,1,1,44,0,""
"SNARE interactions in vesicular transport",1,1,1,32,0,""
"Ubiquinone and other terpenoid-quinone biosynthesis",1,1,1,11,0,""
"Insulin secretion",1,1,1,85,0,""
"Folate biosynthesis",1,1,1,25,0,""
"GABAergic synapse",1,1,1,87,0,""
"Phenylalanine metabolism",1,1,1,17,0,""
"Bile secretion",1,1,1,71,0,""
"Terpenoid backbone biosynthesis",1,1,1,22,0,""
"Hippo signaling pathway",1,1,1,151,0,""
"Cytosolic DNA-sensing pathway",1,1,1,62,0,""
"TGF-beta signaling pathway",1,1,1,83,0,""
"Phagosome",1,1,1,146,0,""
"Synaptic vesicle cycle",1,1,1,63,0,""
"Collecting duct acid secretion",1,1,1,27,0,""
