"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Protein digestion and absorption",0,0.001,0.001,79,6,"Col12a1, Col14a1, Col3a1, Col5a1, Col5a2, Col1a1"
"Relaxin signaling pathway",0.001,0.063,0.149,125,5,"Col3a1, Col1a1, Mmp13, Mmp2, Nos2"
"ECM-receptor interaction",0.001,0.063,0.189,75,4,"Col1a1, Lamb1, Thbs2, Itga11"
"Complement and coagulation cascades",0.001,0.072,0.29,84,4,"Bdkrb1, Cfi, Masp1, Kng2"
"IL-17 signaling pathway",0.002,0.075,0.374,90,4,"Cxcl10, Mmp13, Mmp3, Cxcl5"
"Cytokine-cytokine receptor interaction",0.002,0.079,0.515,243,6,"Ccr5, Cxcl10, Il11, Il4ra, Ccl8, Cxcl5"
"AGE-RAGE signaling pathway in diabetic complications",0.002,0.079,0.552,100,4,"Col3a1, Col1a1, Mmp2, Nox4"
"TNF signaling pathway",0.003,0.082,0.683,106,4,"Bcl3, Cxcl10, Mmp14, Mmp3"
"Cytosolic DNA-sensing pathway",0.003,0.082,0.734,52,3,"Cxcl10, Zbp1, Il33"
"Hematopoietic cell lineage",0.012,0.298,1,86,3,"Fcgr1, Il11, Il4ra"
"Chemokine signaling pathway",0.015,0.327,1,171,4,"Ccr5, Cxcl10, Ccl8, Cxcl5"
"Focal adhesion",0.017,0.327,1,179,4,"Col1a1, Lamb1, Thbs2, Itga11"
"HIF-1 signaling pathway",0.017,0.327,1,97,3,"Hif1a, Nos2, Timp1"
"Valine, leucine and isoleucine biosynthesis",0.022,0.394,1,4,1,"Bcat1"
"Arginine and proline metabolism",0.027,0.448,1,46,2,"Nos2, P4ha3"
"PI3K-Akt signaling pathway",0.032,0.485,1,322,5,"Col1a1, Il4ra, Lamb1, Thbs2, Itga11"
"Caffeine metabolism",0.033,0.485,1,6,1,"Uox"
"Jak-STAT signaling pathway",0.048,0.667,1,147,3,"Socs1, Il11, Il4ra"
"Calcium signaling pathway",0.069,0.911,1,171,3,"Bdkrb1, Nos2, Tacr1"
"GnRH signaling pathway",0.085,1,1,87,2,"Mmp14, Mmp2"
"Pantothenate and CoA biosynthesis",0.091,1,1,17,1,"Bcat1"
"Arginine biosynthesis",0.091,1,1,17,1,"Nos2"
"2-Oxocarboxylic acid metabolism",0.101,1,1,19,1,"Bcat1"
"Th17 cell differentiation",0.107,1,1,100,2,"Hif1a, Il4ra"
"Platelet activation",0.137,1,1,116,2,"Col3a1, Col1a1"
"Osteoclast differentiation",0.141,1,1,118,2,"Socs1, Fcgr1"
"Renin-angiotensin system",0.169,1,1,33,1,"Agtr2"
"Necroptosis",0.178,1,1,137,2,"Zbp1, Il33"
"Neuroactive ligand-receptor interaction",0.179,1,1,262,3,"Agtr2, Bdkrb1, Tacr1"
"Cysteine and methionine metabolism",0.215,1,1,43,1,"Bcat1"
"Type II diabetes mellitus",0.224,1,1,45,1,"Socs1"
"Phagosome",0.225,1,1,160,2,"Fcgr1, Thbs2"
"Valine, leucine and isoleucine degradation",0.262,1,1,54,1,"Bcat1"
"Mitophagy - animal",0.291,1,1,61,1,"Hif1a"
"RIG-I-like receptor signaling pathway",0.299,1,1,63,1,"Cxcl10"
"Regulation of actin cytoskeleton",0.3,1,1,196,2,"Bdkrb1, Itga11"
"Biosynthesis of amino acids",0.318,1,1,68,1,"Bcat1"
"Prolactin signaling pathway",0.326,1,1,70,1,"Socs1"
"EGFR tyrosine kinase inhibitor resistance",0.341,1,1,74,1,"Gas6"
"Peroxisome",0.37,1,1,82,1,"Nos2"
"Fc gamma R-mediated phagocytosis",0.377,1,1,84,1,"Fcgr1"
"Th1 and Th2 cell differentiation",0.381,1,1,85,1,"Il4ra"
"Endocrine resistance",0.395,1,1,89,1,"Mmp2"
"Estrogen signaling pathway",0.402,1,1,91,1,"Mmp2"
"Toll-like receptor signaling pathway",0.418,1,1,96,1,"Cxcl10"
"Leukocyte transendothelial migration",0.451,1,1,106,1,"Mmp2"
"Thyroid hormone signaling pathway",0.469,1,1,112,1,"Hif1a"
"Inflammatory mediator regulation of TRP channels",0.478,1,1,115,1,"Bdkrb1"
"Autophagy - animal",0.504,1,1,124,1,"Hif1a"
"Ubiquitin mediated proteolysis",0.513,1,1,127,1,"Socs1"
"Insulin signaling pathway",0.521,1,1,130,1,"Socs1"
"Apelin signaling pathway",0.529,1,1,133,1,"Nos2"
"Adrenergic signaling in cardiomyocytes",0.545,1,1,139,1,"Agtr2"
"Purine metabolism",0.582,1,1,154,1,"Uox"
"Endocytosis",0.752,1,1,244,1,"Ccr5"
"Metabolic pathways",0.92,1,1,1190,4,"Bcat1, Nos2, Uox, P4ha3"
"Ribosome biogenesis in eukaryotes",1,1,1,74,0,""
"Arachidonic acid metabolism",1,1,1,79,0,""
"Linoleic acid metabolism",1,1,1,45,0,""
"Serotonergic synapse",1,1,1,123,0,""
"Ovarian steroidogenesis",1,1,1,54,0,""
"Ether lipid metabolism",1,1,1,44,0,""
"Pentose phosphate pathway",1,1,1,30,0,""
"Carbon metabolism",1,1,1,110,0,""
"Alanine, aspartate and glutamate metabolism",1,1,1,32,0,""
"Tyrosine metabolism",1,1,1,36,0,""
"Phenylalanine metabolism",1,1,1,20,0,""
"Tryptophan metabolism",1,1,1,41,0,""
"Phenylalanine, tyrosine and tryptophan biosynthesis",1,1,1,6,0,""
"Pentose and glucuronate interconversions",1,1,1,33,0,""
"Ascorbate and aldarate metabolism",1,1,1,27,0,""
"Steroid hormone biosynthesis",1,1,1,80,0,""
"Retinol metabolism",1,1,1,81,0,""
"Porphyrin and chlorophyll metabolism",1,1,1,41,0,""
"Metabolism of xenobiotics by cytochrome P450",1,1,1,59,0,""
"Drug metabolism - cytochrome P450",1,1,1,60,0,""
"Drug metabolism - other enzymes",1,1,1,49,0,""
"Glycine, serine and threonine metabolism",1,1,1,40,0,""
"Fatty acid biosynthesis",1,1,1,12,0,""
"Pyruvate metabolism",1,1,1,38,0,""
"Propanoate metabolism",1,1,1,31,0,""
"AMPK signaling pathway",1,1,1,121,0,""
