"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Complement and coagulation cascades",0.001,0.197,0.32,84,4,"Bdkrb1, Cfi, Masp1, Kng2"
"IL-17 signaling pathway",0.002,0.197,0.413,90,4,"Cxcl10, Mmp13, Mmp3, Cxcl5"
"Cytokine-cytokine receptor interaction",0.002,0.197,0.591,243,6,"Ccr5, Cxcl10, Il11, Il4ra, Ccl8, Cxcl5"
"Relaxin signaling pathway",0.005,0.339,1,125,4,"Col3a1, Mmp13, Mmp2, Nos2"
"Chemokine signaling pathway",0.016,0.708,1,171,4,"Ccr5, Cxcl10, Ccl8, Cxcl5"
"AGE-RAGE signaling pathway in diabetic complications",0.019,0.708,1,100,3,"Col3a1, Mmp2, Nox4"
"TNF signaling pathway",0.022,0.708,1,106,3,"Bcl3, Cxcl10, Mmp3"
"Valine, leucine and isoleucine biosynthesis",0.023,0.708,1,4,1,"Bcat1"
"Arginine and proline metabolism",0.028,0.784,1,46,2,"Nos2, P4ha3"
"Caffeine metabolism",0.034,0.804,1,6,1,"Uox"
"Cytosolic DNA-sensing pathway",0.036,0.804,1,52,2,"Cxcl10, Il33"
"Calcium signaling pathway",0.074,1,1,171,3,"Bdkrb1, Camk4, Nos2"
"Protein digestion and absorption",0.075,1,1,79,2,"Col3a1, Col5a1"
"Hematopoietic cell lineage",0.087,1,1,86,2,"Il11, Il4ra"
"Primary bile acid biosynthesis",0.088,1,1,16,1,"Cyp7b1"
"Pantothenate and CoA biosynthesis",0.093,1,1,17,1,"Bcat1"
"Arginine biosynthesis",0.093,1,1,17,1,"Nos2"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",0.093,1,1,17,1,"Csgalnact1"
"2-Oxocarboxylic acid metabolism",0.104,1,1,19,1,"Bcat1"
"HIF-1 signaling pathway",0.106,1,1,97,2,"Nos2, Timp1"
"Other types of O-glycan biosynthesis",0.109,1,1,20,1,"Gxylt2"
"Leukocyte transendothelial migration",0.123,1,1,106,2,"Cldn2, Mmp2"
"Glyoxylate and dicarboxylate metabolism",0.154,1,1,29,1,"Gldc"
"Renin-angiotensin system",0.173,1,1,33,1,"Agtr2"
"Apelin signaling pathway",0.177,1,1,133,2,"Camk4, Nos2"
"Wnt signaling pathway",0.189,1,1,139,2,"Sfrp2, Sfrp1"
"Neuroactive ligand-receptor interaction",0.189,1,1,262,3,"Agtr2, Bdkrb1, Vipr2"
"Ferroptosis",0.197,1,1,38,1,"Slc39a14"
