name,imports,weights,datasource,Confidence,Color
Novel.A2M,Novel.CDC42,900,database,High,green
Novel.AAK1,Novel.CFTR,900,database,Medium,green
Novel.ABAT,Novel.CFL1,417,experimental,High,green
Novel.ABAT,Novel.PRPF8,417,experimental,High,green
Novel.ABI1,Novel.ARPC1B,900,database,High,green
Novel.ACTR2,Proteasome.PSMD7,417,experimental,High,green
Novel.ACTR2,Proteasome.PSMA7,900,database,High,green
Novel.ACTR2,Novel.CLTC,900,database,High,green
Novel.ACTR2,Novel.CDC42,900,database,High,green
Novel.ACTR2,Novel.SYT1,900,database,High,green
Novel.ACTR2,Novel.RAB5A,900,database,High,green
Novel.ACTR2,Novel.CFL1,774,experimental,High,green
Novel.ACTR2,Novel.EGFR,900,database,High,green
Novel.ACTR2,Novel.ARPC1B,900,database,High,green
Novel.ACTR2,Novel.PDGFRB,900,database,High,green
Novel.ACTR2,Novel.CLTA,900,database,High,green
Novel.ACTR2,Novel.ADRB2,900,database,High,green
Novel.ACTR2,Novel.CFTR,900,database,High,green
Novel.ACTR2,Novel.DNM1,900,database,High,green
Novel.ACTR2,Novel.TACR1,900,database,High,green
Novel.ACTR2,Novel.CHRM2,900,database,High,green
Novel.ADPRHL1,RNA transport.EIF4B,614,experimental,High,green
Novel.ADPRHL1,RNA transport.RAE1,614,experimental,High,green
Novel.ADRB2,Novel.CFTR,900,database,High,green
Novel.ADRB2,Novel.ACTR2,900,database,High,green
Novel.ADRB2,Novel.RPS27A,900,database,High,green
Novel.ADRB2,Novel.UBB,900,database,High,green
Novel.AGT,Novel.CFTR,900,database,Medium,green
Novel.AKR1A1,Novel.CFL1,417,experimental,Medium,green
Novel.ALDOA,Novel.CFL1,417,experimental,High,green
Novel.APH1A,Novel.ITGB3BP,900,database,Medium,green
Novel.ATF3,Novel.SMAD4,900,database,Medium,green
Novel.ATP1B3,Novel.RPS8,417,experimental,High,green
Novel.ATP1B3,Novel.RPL26L1,417,experimental,High,green
Novel.ATP1B3,Novel.RPLP2,417,experimental,High,green
Novel.ATP1B3,Novel.NDUFA2,417,experimental,High,green
Novel.ATP1B3,Proteasome.PSMD6,417,experimental,High,green
Novel.ATP1B3,Novel.RTN4,417,experimental,High,green
Novel.ATP1B3,Novel.DLD,417,experimental,High,green
Novel.ATP6V1B2,Novel.TUBA1A,503,experimental,High,green
Novel.ATP6V1B2,Novel.UBE2V2,427,experimental,High,green
Novel.ATP6V1B2,Novel.PPA1,900,database,High,green
Novel.ATP6V1B2,Novel.WDR61,417,experimental,High,green
Novel.BAG1,RNA transport.NXF1,417,experimental,Medium,green
Novel.BAG1,Novel.JUN,900,database,Medium,green
Novel.BAG1,Proteasome.PSMC1,774,experimental,Medium,green
Novel.BAG1,Novel.HSPA5,900,database,Medium,green
Novel.BAZ1B,Novel.SF3B1,900,database,Medium,green
Novel.BCAS2,RNA transport.SRRM1,900,database,Medium,green
Novel.BCAS2,Novel.SF3B6,900,database,Medium,green
Novel.BCAS2,Novel.NCSTN,429,experimental,Medium,green
Novel.BCAS2,Novel.SRSF2,900,database,Medium,green
Novel.BCAS2,Novel.PRPF38A,900,database,Medium,green
Novel.BCAS2,Novel.SRSF3,900,database,Medium,green
Novel.BCAS2,Novel.POLR2J,900,database,Medium,green
Novel.BCAS2,Novel.POLR2F,900,database,Medium,green
Novel.BCAS2,Novel.CD2BP2,900,database,Medium,green
Novel.BCAS2,Novel.SNRPD3,900,database,Medium,green
Novel.BCAS2,Novel.PHF5A,900,database,Medium,green
Novel.BCAS2,Novel.SNRPC,900,database,Medium,green
Novel.BCAS2,Novel.TRA2B,900,database,Medium,green
Novel.BCAS2,Novel.LSM4,900,database,Medium,green
Novel.BCAS2,Novel.PPIH,900,database,Medium,green
Novel.BCAS2,Novel.GPKOW,900,database,Medium,green
Novel.BCAS2,Novel.PCF11,900,database,Medium,green
Novel.BCAS2,Proteasome.PSMD3,417,experimental,Medium,green
Novel.BCAS2,RNA transport.ACIN1,503,experimental,Medium,green
Novel.BCAS2,Novel.PRPF8,900,database,Medium,green
Novel.BCAS2,Novel.PRPF31,900,database,Medium,green
Novel.BCAS2,Novel.YBX1,900,database,Medium,green
Novel.BCAS2,Novel.CCAR1,900,database,Medium,green
Novel.BCAS2,Novel.HNRNPA2B1,900,database,Medium,green
Novel.BCAS2,Novel.PAPOLA,900,database,Medium,green
Novel.BCAS2,Novel.XAB2,900,database,Medium,green
Novel.BCAS2,Novel.HNRNPM,900,database,Medium,green
Novel.BCAS2,Novel.PTBP1,900,database,Medium,green
Novel.BCAS2,Novel.SNW1,900,database,Medium,green
Novel.BCAS2,Novel.SF3B2,900,database,Medium,green
Novel.BCAS2,Novel.SF3B1,900,database,Medium,green
Novel.BCAS2,Novel.RBM39,503,experimental,Medium,green
Novel.BCAS2,Novel.SRSF1,900,database,Medium,green
Novel.BCAS2,Novel.CDC5L,900,database,Medium,green
Novel.BCAS2,Novel.PLRG1,900,database,Medium,green
Novel.BCAS2,Novel.LSM6,900,database,Medium,green
Novel.BCAS2,Novel.EFTUD2,900,database,Medium,green
Novel.BCAS2,Novel.HNRNPH1,900,database,Medium,green
Novel.BHLHE40,Novel.CSNK2A2,599,experimental,Medium,green
Novel.BUB1B,Proteasome.PSMF1,900,database,Medium,green
Novel.BUB1B,Novel.PPP2R5A,900,database,Medium,green
Novel.BUB1B,RNA transport.RANBP2,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMC4,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMA3,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMD7,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMC1,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMA6,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMD11,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMB1,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMD3,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMA5,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMB4,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMC2,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMD6,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMD1,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMD2,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMC5,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMD12,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMB5,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMA7,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMB2,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMB9,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMA1,900,database,Medium,green
Novel.BUB1B,RNA transport.RANGAP1,900,database,Medium,green
Novel.BUB1B,Proteasome.PSMA4,900,database,Medium,green
Novel.BUB1B,RNA transport.RAE1,774,experimental,Medium,green
Novel.BUB1B,RNA transport.NUP43,900,database,Medium,green
Novel.BUB1B,Novel.PPP2R5E,900,database,Medium,green
Novel.BUB1B,Novel.PPP2CB,900,database,Medium,green
Novel.BUB1B,Novel.CDC42,900,database,Medium,green
Novel.C5,Novel.GNAI3,900,database,Medium,green
Novel.C9orf72,RNA transport.EIF2S2,534,experimental,High,green
Novel.CACNA1C,Novel.PPP2CB,800,database,Medium,green
Novel.CACNA1C,Novel.PPP2R5A,800,database,Medium,green
Novel.CACNA1C,Novel.GNAI3,800,database,Medium,green
Novel.CACNA1C,Novel.PPP2R5E,800,database,Medium,green
Novel.CACNA2D1,Novel.PPP2R5A,800,database,High,green
Novel.CACNA2D1,Novel.PPP2R5E,800,database,High,green
Novel.CACNA2D1,Novel.PPP2CB,800,database,High,green
Novel.CACNA2D1,Novel.NDUFS4,503,experimental,High,green
Novel.CACNA2D2,Novel.PPP2R5A,800,database,Medium,green
Novel.CACNA2D2,Novel.PPP2R5E,800,database,Medium,green
Novel.CACNA2D2,Novel.PPP2CB,800,database,Medium,green
Novel.CALR,Novel.P4HB,774,experimental,Medium,green
