"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Protein digestion and absorption",0,0,0,86,7,"Col12a1, Col14a1, Col3a1, Col5a1, Col5a2, Col1a1, Eln"
"ECM-receptor interaction",0,0,0.001,79,6,"Col1a1, Lamb1, Thbs2, Thbs4, Itga11, Tnn"
"Focal adhesion",0,0.04,0.123,186,6,"Col1a1, Lamb1, Thbs2, Thbs4, Itga11, Tnn"
"Relaxin signaling pathway",0.001,0.04,0.16,128,5,"Col3a1, Col1a1, Mmp13, Mmp2, Nos2"
"Complement and coagulation cascades",0.001,0.061,0.306,86,4,"Bdkrb1, Cfi, Masp1, Kng2"
"IL-17 signaling pathway",0.002,0.063,0.377,91,4,"Cxcl10, Mmp13, Mmp3, Cxcl5"
"PI3K-Akt signaling pathway",0.002,0.065,0.503,332,7,"Col1a1, Il4ra, Lamb1, Thbs2, Thbs4, Itga11, Tnn"
"AGE-RAGE signaling pathway in diabetic complications",0.002,0.065,0.534,100,4,"Col3a1, Col1a1, Mmp2, Nox4"
"Cytokine-cytokine receptor interaction",0.002,0.065,0.582,251,6,"Ccr5, Cxcl10, Il11, Il4ra, Ccl8, Cxcl5"
"TNF signaling pathway",0.003,0.071,0.708,108,4,"Bcl3, Cxcl10, Mmp14, Mmp3"
"Cytosolic DNA-sensing pathway",0.004,0.098,1,60,3,"Cxcl10, Zbp1, Il33"
"Chemokine signaling pathway",0.015,0.313,1,174,4,"Ccr5, Cxcl10, Ccl8, Cxcl5"
"Valine, leucine and isoleucine biosynthesis",0.022,0.421,1,4,1,"Bcat1"
"Arginine and proline metabolism",0.029,0.51,1,48,2,"Nos2, P4ha3"
"Caffeine metabolism",0.033,0.544,1,6,1,"Uox"
"Jak-STAT signaling pathway",0.052,0.808,1,153,3,"Socs1, Il11, Il4ra"
"Calcium signaling pathway",0.074,1,1,177,3,"Bdkrb1, Nos2, Tacr1"
"GnRH signaling pathway",0.087,1,1,89,2,"Mmp14, Mmp2"
"Hematopoietic cell lineage",0.087,1,1,89,2,"Il11, Il4ra"
"Pantothenate and CoA biosynthesis",0.095,1,1,18,1,"Bcat1"
"Arginine biosynthesis",0.095,1,1,18,1,"Nos2"
"2-Oxocarboxylic acid metabolism",0.1,1,1,19,1,"Bcat1"
"HIF-1 signaling pathway",0.104,1,1,99,2,"Nos2, Timp1"
"Platelet activation",0.138,1,1,118,2,"Col3a1, Col1a1"
"Renin-angiotensin system",0.172,1,1,34,1,"Agtr2"
"Necroptosis",0.185,1,1,142,2,"Zbp1, Il33"
"Neuroactive ligand-receptor interaction",0.187,1,1,270,3,"Agtr2, Bdkrb1, Tacr1"
"Cysteine and methionine metabolism",0.222,1,1,45,1,"Bcat1"
"Type II diabetes mellitus",0.222,1,1,45,1,"Socs1"
"Phagosome",0.24,1,1,169,2,"Thbs2, Thbs4"
"Valine, leucine and isoleucine degradation",0.264,1,1,55,1,"Bcat1"
"Regulation of actin cytoskeleton",0.306,1,1,201,2,"Bdkrb1, Itga11"
"RIG-I-like receptor signaling pathway",0.308,1,1,66,1,"Cxcl10"
"Biosynthesis of amino acids",0.323,1,1,70,1,"Bcat1"
"Prolactin signaling pathway",0.327,1,1,71,1,"Socs1"
"EGFR tyrosine kinase inhibitor resistance",0.342,1,1,75,1,"Gas6"
"Peroxisome",0.367,1,1,82,1,"Nos2"
"Th1 and Th2 cell differentiation",0.378,1,1,85,1,"Il4ra"
"Endocrine resistance",0.399,1,1,91,1,"Mmp2"
"Estrogen signaling pathway",0.409,1,1,94,1,"Mmp2"
"Toll-like receptor signaling pathway",0.422,1,1,98,1,"Cxcl10"
"Th17 cell differentiation",0.431,1,1,101,1,"Il4ra"
"Leukocyte transendothelial migration",0.466,1,1,112,1,"Mmp2"
"Inflammatory mediator regulation of TRP channels",0.48,1,1,117,1,"Bdkrb1"
"Osteoclast differentiation",0.495,1,1,122,1,"Socs1"
"Insulin signaling pathway",0.523,1,1,132,1,"Socs1"
"Apelin signaling pathway",0.525,1,1,133,1,"Nos2"
"Ubiquitin mediated proteolysis",0.528,1,1,134,1,"Socs1"
"Adrenergic signaling in cardiomyocytes",0.549,1,1,142,1,"Agtr2"
"Purine metabolism",0.602,1,1,164,1,"Uox"
"Endocytosis",0.765,1,1,256,1,"Ccr5"
"Metabolic pathways",0.932,1,1,1245,4,"Bcat1, Nos2, Uox, P4ha3"
"Ribosome biogenesis in eukaryotes",1,1,1,80,0,""
"Arachidonic acid metabolism",1,1,1,80,0,""
"Linoleic acid metabolism",1,1,1,45,0,""
"Serotonergic synapse",1,1,1,125,0,""
"Ovarian steroidogenesis",1,1,1,55,0,""
