"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"1",50514,"1-Dec","MedConf","Yes",NA,"PPP1CA, PER1, RORC","Th17 cell differentiation (1), Circadian entrainment (1), Focal adhesion (1), Insulin signaling pathway (1), Vascular smooth muscle contraction (1), Long-term potentiation (1), Oxytocin signaling pathway (1), Regulation of actin cytoskeleton (1), cGMP-PKG signaling pathway (1), Inflammatory mediator regulation of TRP channels (1), Oocyte meiosis (1), Adrenergic signaling in cardiomyocytes (1), Insulin resistance (1), cAMP signaling pathway (1), Dopaminergic synapse (1), Cellular senescence (1), Hippo signaling pathway (1)"
"103",989,"7-Sep","MedConf","Yes",NA,"MYH10","Regulation of actin cytoskeleton (1)"
"160",21,"ABCA3","HighConf","Yes",NA,"ESR1","Prolactin signaling pathway (1), Endocrine resistance (1)"
"164",10347,"ABCA7","MedConf","Yes",NA,"ATP1A4, ATP1A2","Gastric acid secretion (2), cGMP-PKG signaling pathway (2), Adrenergic signaling in cardiomyocytes (2), cAMP signaling pathway (2)"
"170",5244,"ABCB4","MedConf","Yes",NA,"TBL1XR1, CARM1, TBL1X","Wnt signaling pathway (2), Endocrine resistance (1)"
"173",22,"ABCB7","MedConf","Yes",NA,"ATP6V1D","mTOR signaling pathway (1)"
"176",4363,"ABCC1","HighConf","Yes","Sphingolipid signaling pathway","STX4, TMOD2, TMCO1, STT3B, TMX2, PGRMC2, VDAC1, MRPL17, PUF60, FKBP8, PDCD6IP, HNRNPL","Calcium signaling pathway (1), NOD-like receptor signaling pathway (1), cGMP-PKG signaling pathway (1), Necroptosis (1), Cellular senescence (1)"
"180",1244,"ABCC2","HighConf","Yes",NA,"ATP6V1B1, ATP6V1E1, RAB11B","mTOR signaling pathway (2), AMPK signaling pathway (1)"
"182",10257,"ABCC4","MedConf","Yes","cAMP signaling pathway",NA,NA
"193",10061,"ABCF2","MedConf","Yes",NA,"POLR1C, ATP1A2, ATP1A4","Gastric acid secretion (2), cGMP-PKG signaling pathway (2), Adrenergic signaling in cardiomyocytes (2), cAMP signaling pathway (2), Cytosolic DNA-sensing pathway (1), Purine metabolism (1)"
"221",10152,"ABI2","MedConf","Yes","Regulation of actin cytoskeleton","WASF3, WASF1, NCK1, ARPC5, ARPC4, MYO5A, FCGR2A, BCAR1, FCGR3A, KDR, ELMO2, NCKIPSD, NCKAP1, NCKAP1L, RAC3, FCGR1A, BRK1, BAIAP2, PTK2, ABL1, VAV1, CRK, RAC1, HSP90AA1","Regulation of actin cytoskeleton (13), Fc gamma R-mediated phagocytosis (10), Focal adhesion (7), Chemokine signaling pathway (5), Rap1 signaling pathway (5), Axon guidance (5), PI3K-Akt signaling pathway (4), VEGF signaling pathway (4), Natural killer cell mediated cytotoxicity (4), ErbB signaling pathway (4), Neurotrophin signaling pathway (3), B cell receptor signaling pathway (3), cAMP signaling pathway (3), MAPK signaling pathway (3), Sphingolipid signaling pathway (2), Wnt signaling pathway (2), T cell receptor signaling pathway (2), NOD-like receptor signaling pathway (1), Progesterone-mediated oocyte maturation (1), Th17 cell differentiation (1), Necroptosis (1), AGE-RAGE signaling pathway in diabetic complications (1), Insulin signaling pathway (1), Cell cycle (1), Endocrine resistance (1), EGFR tyrosine kinase inhibitor resistance (1), Cytokine-cytokine receptor interaction (1)"
"224",25,"ABL1","HighConf","Yes","ErbB signaling pathway, Axon guidance, Neurotrophin signaling pathway, Cell cycle","MAPK14, CDK2, CLASP1, CRK, ROBO1, RAC1, MAPK11, E2F1, CBL, ABI2, WASF3, WASF1, CTNNA1, CCND1, STAT5A, FGR, YES1, KAT5, BRCA1, TFDP1, NTRK2, BCR, SPAG9, EPHB2, NCKAP1, NCKAP1L, RAC3, CDON, MEF2A, EPHA7, EPHB3, NTRK3, CBLC, TP73, NAA25, RTFDC1, CLASP2, BRK1, BAIAP2","Regulation of actin cytoskeleton (9), Neurotrophin signaling pathway (7), Axon guidance (6), MAPK signaling pathway (6), Rap1 signaling pathway (5), AGE-RAGE signaling pathway in diabetic complications (5), Cellular senescence (5), T cell receptor signaling pathway (4), ErbB signaling pathway (4), Sphingolipid signaling pathway (4), Focal adhesion (4), VEGF signaling pathway (4), Cell cycle (4), PI3K-Akt signaling pathway (4), Prolactin signaling pathway (4), FoxO signaling pathway (4), Endocrine resistance (4), Fc gamma R-mediated phagocytosis (4), Hippo signaling pathway (3), Insulin signaling pathway (3), Wnt signaling pathway (3), Chemokine signaling pathway (3), Th1 and Th2 cell differentiation (3), Th17 cell differentiation (3), Progesterone-mediated oocyte maturation (3), Apelin signaling pathway (2), Hedgehog signaling pathway (2), B cell receptor signaling pathway (2), cAMP signaling pathway (2), Natural killer cell mediated cytotoxicity (2), Jak-STAT signaling pathway (2), NOD-like receptor signaling pathway (2), GnRH signaling pathway (2), Inflammatory mediator regulation of TRP channels (2), Relaxin signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Adrenergic signaling in cardiomyocytes (2), Dopaminergic synapse (2), cGMP-PKG signaling pathway (1), Necroptosis (1), AMPK signaling pathway (1), Oxytocin signaling pathway (1), Mitophagy - animal (1), Oocyte meiosis (1)"
"233",80325,"ABTB1","MedConf","Yes",NA,"RBX1, BTRC","Oocyte meiosis (2), Wnt signaling pathway (2), Hedgehog signaling pathway (1), Cellular senescence (1), Hippo signaling pathway (1), Cell cycle (1), HIF-1 signaling pathway (1)"
"253",39,"ACAT2","HighConf","Yes",NA,"YWHAE, VASP","Focal adhesion (1), cGMP-PKG signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Rap1 signaling pathway (1), Cell cycle (1), Neurotrophin signaling pathway (1), Oocyte meiosis (1), PI3K-Akt signaling pathway (1), Hippo signaling pathway (1)"
"266",55331,"ACER3","MedConf","Yes",NA,"PPAP2C, SGPP1","Sphingolipid signaling pathway (1)"
"267",43,"ACHE","MedConf","Yes","Cholinergic synapse",NA,NA
"278",641371,"ACOT1","MedConf","Yes",NA,"PFKL","Glucagon signaling pathway (1), AMPK signaling pathway (1), HIF-1 signaling pathway (1)"
"281",55856,"ACOT13","MedConf","Yes",NA,"ATIC, PPP2R4","Purine metabolism (1)"
"302",23205,"ACSBG1","HighConf","Yes",NA,"CPT1A","Glucagon signaling pathway (1), AMPK signaling pathway (1), Insulin resistance (1)"
