"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"mRNA surveillance pathway",0,0,0,94,10,"Nxf7, Magoh, Casc3, Rnps1, Cpsf7, Cpsf6, Nxf1, Ddx39b, Pabpn1, Rbm8a"
"RNA transport",0,0,0,166,20,"Nup107, Xpo1, Eif4g2, Kpnb1, Nxf7, Magoh, Nup62, Casc3, Ran, Rasl2-9, Rnps1, Nup98, Thoc6, Nup85, Nxf1, Ddx39b, Rbm8a, Eif3f, Rpp25l, Seh1l"
"Spliceosome",0,0,0,130,27,"Sf3b3, Snrpd2, Hspa8, Magoh, Srsf3, Snrpc, Snrpb, Snrpd1, Snrpe, Dhx8, Hnrnpa3, Sf3b2, Snrnp200, Plrg1, Ddx39b, Isy1, Rbm8a, Sf3b6, Sf3b5, Lsm5, Snrpd3, Sf3a1, Snrpg, Phf5a, Snrpa1, Sf3a3, Sf3b1"
"Pyrimidine metabolism",0,0,0,99,11,"Polr2a, Tk1, Polr2b, Nme6, Nme4, Polr2g, Polr2d, Polr2f, Cant1, Nme3, Uck2"
"Proteasome",0,0,0,46,23,"Psma2, Psma3, Psmb1, Psmb4, Psmb6, Psmc1, Psmc3, Psmc5, Psmd2, Psmd3, Psmc4, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmd14, Psmd6, Pomp, Psmc6, Psmd11, Psmd1"
"Purine metabolism",0,0,0.002,176,12,"Polr2a, Ppat, Polr2b, Nme6, Nme4, Polr2g, Ak8, Polr2d, Polr2f, Cant1, Nme3, Allc"
"RNA polymerase",0,0.001,0.01,28,5,"Polr2a, Polr2b, Polr2g, Polr2d, Polr2f"
"Protein export",0.001,0.019,0.152,28,4,"Srp68, Sec61a1, Sec11a, Sec61a2"
"Ribosome biogenesis in eukaryotes",0.001,0.022,0.202,78,6,"Xpo1, Nxf7, Ran, Rasl2-9, Nxf1, Rpp25l"
"Cell cycle",0.002,0.044,0.445,123,7,"Smc3, Mad1l1, Plk1, Rad21, Wee1, Smc1a, Ep300"
"Protein processing in endoplasmic reticulum",0.084,1,1,164,5,"Hspa8, Rpn2, Sec61a1, Sec61a2, Dnajb1"
"Notch signaling pathway",0.154,1,1,49,2,"Dvl2, Ep300"
"Drug metabolism - other enzymes",0.164,1,1,51,2,"Tk1, Uck2"
"Thiamine metabolism",0.194,1,1,15,1,"Ak8"
"Cytosolic DNA-sensing pathway",0.215,1,1,61,2,"Ikbkg, Polr2f"
"Oocyte meiosis",0.221,1,1,114,3,"Smc3, Plk1, Smc1a"
"Longevity regulating pathway - multiple species",0.221,1,1,62,2,"Hspa8, Prkag1"
"Adipocytokine signaling pathway",0.268,1,1,71,2,"Ikbkg, Prkag1"
"Ribosome",0.282,1,1,130,3,"Rpl26, Rps3a1, Rplp1"
"FoxO signaling pathway",0.29,1,1,132,3,"Plk1, Prkag1, Ep300"
"RNA degradation",0.311,1,1,79,2,"Patl1, Lsm5"
"Circadian rhythm",0.35,1,1,30,1,"Prkag1"
"Antifolate resistance",0.35,1,1,30,1,"Ikbkg"
"Progesterone-mediated oocyte maturation",0.368,1,1,90,2,"Mad1l1, Plk1"
"Alanine, aspartate and glutamate metabolism",0.413,1,1,37,1,"Ppat"
