"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Ribosome biogenesis in eukaryotes",0,0,0,78,10,"Imp3, Xpo1, Utp15, Nxf7, Ran, Rasl2-9, Fbll1, Nxf1, Gar1, Rpp25l"
"RNA transport",0,0,0,166,20,"Nup107, Xpo1, Eif4g2, Kpnb1, Nxf7, Magoh, Nup62, Casc3, Ran, Rasl2-9, Rnps1, Nup98, Thoc6, Nup85, Nxf1, Ddx39b, Rbm8a, Eif3f, Rpp25l, Seh1l"
"Spliceosome",0,0,0,130,27,"Sf3b3, Snrpd2, Hspa8, Magoh, Srsf3, Snrpc, Snrpb, Snrpd1, Snrpe, Dhx8, Hnrnpa3, Sf3b2, Snrnp200, Plrg1, Ddx39b, Isy1, Rbm8a, Sf3b6, Sf3b5, Lsm5, Snrpd3, Sf3a1, Snrpg, Phf5a, Snrpa1, Sf3a3, Sf3b1"
"Pyrimidine metabolism",0,0,0,99,11,"Polr2a, Tk1, Polr2b, Nme6, Nme4, Polr2g, Polr2d, Polr2f, Cant1, Nme3, Uck2"
"Proteasome",0,0,0,46,23,"Psma2, Psma3, Psmb1, Psmb4, Psmb6, Psmc1, Psmc3, Psmc5, Psmd2, Psmd3, Psmc4, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmd14, Psmd6, Pomp, Psmc6, Psmd11, Psmd1"
"mRNA surveillance pathway",0,0,0.001,94,10,"Nxf7, Magoh, Casc3, Rnps1, Cpsf7, Cpsf6, Nxf1, Ddx39b, Pabpn1, Rbm8a"
"Purine metabolism",0,0.001,0.008,176,12,"Polr2a, Ppat, Polr2b, Nme6, Nme4, Polr2g, Ak8, Polr2d, Polr2f, Cant1, Nme3, Allc"
"RNA polymerase",0,0.003,0.021,28,5,"Polr2a, Polr2b, Polr2g, Polr2d, Polr2f"
"Protein export",0.001,0.03,0.274,28,4,"Srp68, Sec61a1, Sec11a, Sec61a2"
"Cell cycle",0.004,0.108,1,123,7,"Smc3, Mad1l1, Plk1, Rad21, Wee1, Smc1a, Ep300"
"Glucagon signaling pathway",0.007,0.15,1,101,6,"Cpt1a, Prkaca, Prkag1, Creb3l3, Ep300, Creb3l4"
"Longevity regulating pathway",0.017,0.35,1,90,5,"Prkaca, Prkag1, Creb3l3, Foxo3, Creb3l4"
"Longevity regulating pathway - multiple species",0.019,0.373,1,62,4,"Hspa8, Prkaca, Prkag1, Foxo3"
"Melanogenesis",0.025,0.451,1,100,5,"Dvl2, Prkaca, Creb3l3, Ep300, Creb3l4"
"Adipocytokine signaling pathway",0.03,0.503,1,71,4,"Cpt1a, Ikbkg, Prkag1, Rxrg"
"Vasopressin-regulated water reabsorption",0.034,0.534,1,43,3,"Prkaca, Creb3l3, Creb3l4"
"Notch signaling pathway",0.048,0.699,1,49,3,"Dvl2, Kat2a, Ep300"
"AMPK signaling pathway",0.059,0.814,1,126,5,"Cpt1a, Prkag1, Creb3l3, Foxo3, Creb3l4"
"Estrogen signaling pathway",0.076,0.994,1,96,4,"Hspa8, Prkaca, Creb3l3, Creb3l4"
"Insulin resistance",0.105,1,1,108,4,"Cpt1a, Prkag1, Creb3l3, Creb3l4"
"TNF signaling pathway",0.105,1,1,108,4,"Cebpb, Ikbkg, Creb3l3, Creb3l4"
"Oocyte meiosis",0.122,1,1,114,4,"Smc3, Prkaca, Plk1, Smc1a"
"Thyroid hormone synthesis",0.122,1,1,73,3,"Prkaca, Creb3l3, Creb3l4"
"Thyroid hormone signaling pathway",0.125,1,1,115,4,"Kat2a, Prkaca, Rxrg, Ep300"
"Protein processing in endoplasmic reticulum",0.138,1,1,164,5,"Hspa8, Rpn2, Sec61a1, Sec61a2, Dnajb1"
"PPAR signaling pathway",0.168,1,1,85,3,"Fabp4, Cpt1a, Rxrg"
"Insulin secretion",0.168,1,1,85,3,"Prkaca, Creb3l3, Creb3l4"
