"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Spliceosome",0,0,0,130,15,"Snrpd2, Hspa8, Snrpb, Snrpd1, Snrpe, Ddx39b, Isy1, Rbm8a, Sf3b6, Sf3b5, Snrpd3, Sf3a1, Phf5a, Snrpa1, Sf3b1"
"Proteasome",0,0,0,46,15,"Psma2, Psma3, Psmb1, Psmc1, Psmc3, Psmc5, Psmd2, Psmc4, Psma6, Psmb2, Psmb3, Psmd6, Pomp, Psmc6, Psmd1"
"RNA polymerase",0,0.022,0.065,28,4,"Polr2a, Polr2b, Polr2d, Polr2f"
"RNA transport",0.003,0.173,0.69,166,7,"Nup62, Ran, Rnps1, Nxf1, Ddx39b, Rbm8a, Seh1l"
"Pyrimidine metabolism",0.005,0.265,1,99,5,"Polr2a, Polr2b, Polr2d, Polr2f, Cant1"
"mRNA surveillance pathway",0.022,0.921,1,94,4,"Rnps1, Nxf1, Ddx39b, Rbm8a"
"Protein export",0.04,1,1,28,2,"Srp68, Sec61a1"
"Purine metabolism",0.05,1,1,176,5,"Polr2a, Polr2b, Polr2d, Polr2f, Cant1"
"Ribosome biogenesis in eukaryotes",0.059,1,1,78,3,"Ran, Nxf1, Gar1"
"Ferroptosis",0.076,1,1,40,2,"Ftl1, Slc39a14"
"Toll-like receptor signaling pathway",0.104,1,1,99,3,"Tirap, Ikbkg, Irak4"
"NF-kappa B signaling pathway",0.106,1,1,100,3,"Tirap, Ikbkg, Irak4"
"Protein processing in endoplasmic reticulum",0.117,1,1,164,4,"Hspa8, Ufd1l, Vcp, Sec61a1"
"TNF signaling pathway",0.126,1,1,108,3,"Cebpb, Ikbkg, Tnfrsf1b"
"Fatty acid biosynthesis",0.149,1,1,14,1,"Mcat"
"Cytosolic DNA-sensing pathway",0.154,1,1,61,2,"Ikbkg, Polr2f"
"Adipocytokine signaling pathway",0.194,1,1,71,2,"Ikbkg, Tnfrsf1b"
"Glycosaminoglycan degradation",0.215,1,1,21,1,"Hgsnat"
"Other types of O-glycan biosynthesis",0.224,1,1,22,1,"Pofut1"
"alpha-Linolenic acid metabolism",0.25,1,1,25,1,"Pla2g4f"
"Phototransduction",0.267,1,1,27,1,"Rcvrn"
"IL-17 signaling pathway",0.279,1,1,91,2,"Cebpb, Ikbkg"
"Glyoxylate and dicarboxylate metabolism",0.284,1,1,29,1,"Gcsh"
"Antifolate resistance",0.292,1,1,30,1,"Ikbkg"
"NOD-like receptor signaling pathway",0.301,1,1,168,3,"Ikbkg, Irak4, Gsdmd"
"Pentose phosphate pathway",0.308,1,1,32,1,"Aldoa"
"Fructose and mannose metabolism",0.332,1,1,35,1,"Aldoa"
"Endocytosis",0.361,1,1,266,4,"Capza1, Hspa8, Git1, Snf8"
"Glycine, serine and threonine metabolism",0.369,1,1,40,1,"Gcsh"
"Homologous recombination",0.376,1,1,41,1,"Fam175a"
"Carbon metabolism",0.392,1,1,118,2,"Aldoa, Gcsh"
"Mineral absorption",0.398,1,1,44,1,"Ftl1"
"Ether lipid metabolism",0.404,1,1,45,1,"Pla2g4f"
"Neurotrophin signaling pathway",0.404,1,1,121,2,"Irak2, Irak4"
"Platelet activation",0.408,1,1,122,2,"Tbxa2r, Pla2g4f"
"Cysteine and methionine metabolism",0.418,1,1,47,1,"Dnmt3a"
