"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Spliceosome",0,0,0,130,27,"Sf3b3, Snrpd2, Hspa8, Magoh, Srsf3, Snrpc, Snrpb, Snrpd1, Snrpe, Dhx8, Hnrnpa3, Sf3b2, Snrnp200, Plrg1, Ddx39b, Isy1, Rbm8a, Sf3b6, Sf3b5, Lsm5, Snrpd3, Sf3a1, Snrpg, Phf5a, Snrpa1, Sf3a3, Sf3b1"
"Proteasome",0,0,0,46,23,"Psma2, Psma3, Psmb1, Psmb4, Psmb6, Psmc1, Psmc3, Psmc5, Psmd2, Psmd3, Psmc4, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmd14, Psmd6, Pomp, Psmc6, Psmd11, Psmd1"
"RNA transport",0,0,0.001,166,20,"Nup107, Xpo1, Eif4g2, Kpnb1, Nxf7, Magoh, Nup62, Casc3, Ran, Rasl2-9, Rnps1, Nup98, Thoc6, Nup85, Nxf1, Ddx39b, Rbm8a, Eif3f, Rpp25l, Seh1l"
"Ribosome biogenesis in eukaryotes",0.001,0.033,0.149,78,10,"Imp3, Xpo1, Utp15, Nxf7, Ran, Rasl2-9, Fbll1, Nxf1, Gar1, Rpp25l"
"AMPK signaling pathway",0.001,0.033,0.201,126,13,"Cpt1a, Ins1, Pdpk1, Pfkfb1, Pik3ca, Prkag1, Scd1, Creb3l3, Foxo3, Strada, Adipor1, Pik3cb, Creb3l4"
"Osteoclast differentiation",0.001,0.033,0.234,128,13,"Acp5, Ctsk, Fyn, Ikbkg, Il1a, Jund, Pik3ca, Ppp3r1, Spi1, Oscar, Mapk13, Tab1, Pik3cb"
"Pyrimidine metabolism",0.001,0.033,0.273,99,11,"Polr2a, Tk1, Polr2b, Nme6, Nme4, Polr2g, Polr2d, Polr2f, Cant1, Nme3, Uck2"
"Toll-like receptor signaling pathway",0.001,0.033,0.273,99,11,"Tirap, Ctsk, Ifna5, Ifna6, Ifnab, Ikbkg, Pik3ca, Mapk13, Irak4, Tab1, Pik3cb"
"PPAR signaling pathway",0.001,0.033,0.294,85,10,"Fabp4, Cpt1a, Gk, Pdpk1, Ppard, Rxrg, Scd1, Acsl6, Slc27a2, Cyp4a12a"
"Longevity regulating pathway",0.002,0.046,0.456,90,10,"Ins1, Pik3ca, Prkaca, Prkag1, Creb3l3, Sesn2, Foxo3, Adipor1, Pik3cb, Creb3l4"
"Insulin resistance",0.002,0.051,0.556,108,11,"Cpt1a, Ins1, Nos3, Pdpk1, Pik3ca, Prkce, Prkag1, Creb3l3, Slc27a2, Pik3cb, Creb3l4"
"mRNA surveillance pathway",0.003,0.053,0.633,94,10,"Nxf7, Magoh, Casc3, Rnps1, Cpsf7, Cpsf6, Nxf1, Ddx39b, Pabpn1, Rbm8a"
"Estrogen signaling pathway",0.003,0.056,0.74,96,10,"Gnao1, Hspa8, Kcnj5, Nos3, Pik3ca, Prkaca, Creb3l3, Hsp90b1, Pik3cb, Creb3l4"
"Relaxin signaling pathway",0.003,0.056,0.818,130,12,"Gnao1, Nos1, Nos3, Pik3ca, Prkaca, Creb3l3, Vegfa, Vegfb, Insl5, Mapk13, Pik3cb, Creb3l4"
"RNA polymerase",0.003,0.056,0.846,28,5,"Polr2a, Polr2b, Polr2g, Polr2d, Polr2f"
"mTOR signaling pathway",0.004,0.066,1,152,13,"Prr5, Dvl2, Ins1, Pdpk1, Pik3ca, Slc7a5, Wnt9b, Sesn2, Atp6v1g3, Telo2, Seh1l, Strada, Pik3cb"
"PI3K-Akt signaling pathway",0.005,0.066,1,343,23,"Col2a1, Fgf12, Ifna5, Ifna6, Ifnab, Ikbkg, Ins1, Itga5, Itga7, Itgav, Ngfr, Nos3, Pdpk1, Pik3ca, Creb3l3, Hsp90b1, Vegfa, Vegfb, Foxo3, Lpar3, Pik3cb, Creb3l4, Tnxb"
"VEGF signaling pathway",0.006,0.076,1,58,7,"Nos3, Pik3ca, Ppp3r1, Vegfa, Mapk13, Pla2g4f, Pik3cb"
"Longevity regulating pathway - multiple species",0.008,0.104,1,62,7,"Hspa8, Ins1, Pik3ca, Prkaca, Prkag1, Foxo3, Pik3cb"
"FoxO signaling pathway",0.01,0.127,1,132,11,"Plk3, Ins1, Pdpk1, Pik3ca, Plk1, Prkag1, Mapk13, Ep300, Foxo4, Foxo3, Pik3cb"
"Fc epsilon RI signaling pathway",0.011,0.132,1,66,7,"Fyn, Il13, Pdpk1, Pik3ca, Mapk13, Pla2g4f, Pik3cb"
"AGE-RAGE signaling pathway in diabetic complications",0.012,0.137,1,100,9,"Il1a, Nos3, Pik3ca, Prkce, Vegfa, Vegfb, Mapk13, Nox4, Pik3cb"
"Adipocytokine signaling pathway",0.016,0.169,1,71,7,"Cpt1a, Ikbkg, Prkag1, Rxrg, Acsl6, Tnfrsf1b, Adipor1"
"Regulation of lipolysis in adipocytes",0.016,0.169,1,55,6,"Fabp4, Ins1, Pik3ca, Prkaca, Pnpla2, Pik3cb"
"Protein export",0.019,0.178,1,28,4,"Srp68, Sec61a1, Sec11a, Sec61a2"
"Progesterone-mediated oocyte maturation",0.019,0.178,1,90,8,"Ins1, Mad1l1, Pik3ca, Prkaca, Plk1, Cpeb2, Mapk13, Pik3cb"
"TNF signaling pathway",0.019,0.178,1,108,9,"Cebpb, Ikbkg, Pik3ca, Creb3l3, Tnfrsf1b, Mapk13, Tab1, Pik3cb, Creb3l4"
"Vasopressin-regulated water reabsorption",0.021,0.184,1,43,5,"Arhgdig, Prkaca, Creb3l3, Dync1li1, Creb3l4"
