"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Adipocytokine signaling pathway",0.002,0.302,0.566,69,3,"IKBKB, IRS1, ACSBG2"
"mTOR signaling pathway",0.002,0.302,0.604,150,4,"IKBKB, IRS1, RRAGD, RRAGC"
"Autophagy - animal",0.011,0.836,1,123,3,"IRS1, RRAGD, RRAGC"
"Type II diabetes mellitus",0.013,0.836,1,46,2,"IKBKB, IRS1"
"Fatty acid biosynthesis",0.049,1,1,13,1,"ACSBG2"
"Insulin resistance",0.063,1,1,106,2,"IKBKB, IRS1"
"Olfactory transduction",0.069,1,1,407,4,"OR2T3, OR52E6, OR9G1, OR2J3"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",0.075,1,1,20,1,"CHSY3"
"Neurotrophin signaling pathway",0.076,1,1,118,2,"IKBKB, IRS1"
"FoxO signaling pathway",0.089,1,1,130,2,"IKBKB, IRS1"
"Insulin signaling pathway",0.099,1,1,138,2,"IKBKB, IRS1"
"Non-alcoholic fatty liver disease (NAFLD)",0.106,1,1,144,2,"IKBKB, IRS1"
"Antifolate resistance",0.107,1,1,29,1,"IKBKB"
"Mucin type O-glycan biosynthesis",0.11,1,1,30,1,"GALNT1"
"Circadian rhythm",0.11,1,1,30,1,"BTRC"
"Cellular senescence",0.12,1,1,155,2,"LIN37, BTRC"
"cGMP-PKG signaling pathway",0.128,1,1,161,2,"MEF2B, IRS1"
"Aldosterone-regulated sodium reabsorption",0.134,1,1,37,1,"IRS1"
"Chemokine signaling pathway",0.154,1,1,181,2,"IKBKB, CCL15"
"Fatty acid degradation",0.154,1,1,43,1,"ACSBG2"
"Fatty acid metabolism",0.157,1,1,44,1,"ACSBG2"
"Hedgehog signaling pathway",0.157,1,1,44,1,"BTRC"
"Endocrine and other factor-regulated calcium reabsorption",0.167,1,1,47,1,"CALB1"
"Regulation of lipolysis in adipocytes",0.19,1,1,54,1,"IRS1"
"Longevity regulating pathway - multiple species",0.215,1,1,62,1,"IRS1"
