"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Autophagy - animal",0,0.001,0.001,123,6,"IRS1, PIK3CA, PRKACA, RRAGD, RRAGC, EIF2AK3"
"mTOR signaling pathway",0,0.001,0.003,150,6,"IKBKB, IRS1, PIK3CA, RRAGD, RRAGC, WNT3"
"Longevity regulating pathway",0,0.001,0.003,88,5,"ADCY9, IRS1, PIK3CA, PRKACA, CREB3L3"
"cGMP-PKG signaling pathway",0,0.001,0.004,161,6,"ADCY9, KCNU1, IRS1, NFATC2, ATP2B1, CREB3L3"
"Chemokine signaling pathway",0,0.001,0.008,181,6,"ADCY9, GNB2, IKBKB, PIK3CA, PRKACA, VAV2"
"Cholinergic synapse",0,0.001,0.009,112,5,"ADCY9, GNB2, PIK3CA, PRKACA, CREB3L3"
"Regulation of lipolysis in adipocytes",0,0.001,0.009,54,4,"ADCY9, IRS1, PIK3CA, PRKACA"
"cAMP signaling pathway",0,0.002,0.012,197,6,"ADCY9, ATP2B1, PIK3CA, PRKACA, VAV2, CREB3L3"
"Longevity regulating pathway - multiple species",0,0.002,0.015,62,4,"ADCY9, IRS1, PIK3CA, PRKACA"
"Relaxin signaling pathway",0,0.002,0.019,129,5,"ADCY9, GNB2, PIK3CA, PRKACA, CREB3L3"
"B cell receptor signaling pathway",0,0.002,0.024,70,4,"IKBKB, NFATC2, PIK3CA, VAV2"
"Adrenergic signaling in cardiomyocytes",0,0.002,0.029,142,5,"ADCY9, ATP2B1, PRKACA, CACNB2, CREB3L3"
"Insulin secretion",0,0.004,0.051,85,4,"ADCY9, KCNU1, PRKACA, CREB3L3"
"Estrogen signaling pathway",0,0.006,0.088,98,4,"ADCY9, PIK3CA, PRKACA, CREB3L3"
"T cell receptor signaling pathway",0,0.006,0.095,100,4,"IKBKB, NFATC2, PIK3CA, VAV2"
"Melanogenesis",0,0.006,0.099,101,4,"ADCY9, PRKACA, WNT3, CREB3L3"
"Insulin resistance",0,0.007,0.119,106,4,"IKBKB, IRS1, PIK3CA, CREB3L3"
"Vasopressin-regulated water reabsorption",0,0.007,0.119,44,3,"ADCY9, PRKACA, CREB3L3"
"Type II diabetes mellitus",0.001,0.007,0.135,46,3,"IKBKB, IRS1, PIK3CA"
"Endocrine and other factor-regulated calcium reabsorption",0.001,0.007,0.144,47,3,"ADCY9, ATP2B1, PRKACA"
"PI3K-Akt signaling pathway",0.001,0.011,0.228,337,6,"GNB2, IKBKB, IRS1, PIK3CA, TLR2, CREB3L3"
"Insulin signaling pathway",0.001,0.015,0.322,138,4,"IKBKB, IRS1, PIK3CA, PRKACA"
"Wnt signaling pathway",0.001,0.016,0.358,142,4,"NFATC2, PRKACA, WNT3, BTRC"
"Non-alcoholic fatty liver disease (NAFLD)",0.002,0.016,0.377,144,4,"IKBKB, IRS1, PIK3CA, EIF2AK3"
"Adipocytokine signaling pathway",0.002,0.017,0.443,69,3,"IKBKB, IRS1, ACSBG2"
"Oxytocin signaling pathway",0.002,0.017,0.449,151,4,"ADCY9, NFATC2, PRKACA, CACNB2"
"Thyroid hormone synthesis",0.002,0.02,0.541,74,3,"ADCY9, PRKACA, CREB3L3"
"Aldosterone synthesis and secretion",0.003,0.026,0.726,82,3,"ADCY9, PRKACA, CREB3L3"
"GABAergic synapse",0.003,0.03,0.859,87,3,"ADCY9, GNB2, PRKACA"
"Salivary secretion",0.004,0.031,0.945,90,3,"ADCY9, ATP2B1, PRKACA"
"Endocrine resistance",0.004,0.033,1,95,3,"ADCY9, PIK3CA, PRKACA"
"Progesterone-mediated oocyte maturation",0.004,0.033,1,94,3,"ADCY9, PIK3CA, PRKACA"
"Inflammatory mediator regulation of TRP channels",0.005,0.033,1,96,3,"ADCY9, PIK3CA, PRKACA"
"Circadian entrainment",0.005,0.033,1,96,3,"ADCY9, GNB2, PRKACA"
"Toll-like receptor signaling pathway",0.005,0.038,1,102,3,"IKBKB, PIK3CA, TLR2"
"Th17 cell differentiation",0.006,0.04,1,105,3,"IKBKB, NFATC2, IL23A"
"TNF signaling pathway",0.006,0.043,1,108,3,"IKBKB, PIK3CA, CREB3L3"
"Glutamatergic synapse",0.006,0.043,1,109,3,"ADCY9, GNB2, PRKACA"
"Ras signaling pathway",0.007,0.045,1,221,4,"GNB2, IKBKB, PIK3CA, PRKACA"
"AMPK signaling pathway",0.008,0.047,1,118,3,"IRS1, PIK3CA, CREB3L3"
"Neurotrophin signaling pathway",0.008,0.047,1,118,3,"IKBKB, IRS1, PIK3CA"
"Vascular smooth muscle contraction",0.008,0.047,1,119,3,"ADCY9, KCNU1, PRKACA"
"Oocyte meiosis",0.008,0.047,1,118,3,"ADCY9, PRKACA, BTRC"
"Aldosterone-regulated sodium reabsorption",0.008,0.047,1,37,2,"IRS1, PIK3CA"
"Platelet activation",0.009,0.049,1,122,3,"ADCY9, PIK3CA, PRKACA"
"Osteoclast differentiation",0.009,0.05,1,125,3,"IKBKB, NFATC2, PIK3CA"
"Natural killer cell mediated cytotoxicity",0.009,0.05,1,125,3,"NFATC2, PIK3CA, VAV2"
"Dopaminergic synapse",0.01,0.052,1,128,3,"GNB2, PRKACA, CREB3L3"
"Hedgehog signaling pathway",0.01,0.052,1,44,2,"PRKACA, BTRC"
