"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Ribosome",0,0,0,133,17,"RPS10-NUDT3, RSL24D1, RPL3, RPL8, RPL10, RPL13, RPL17, RPL18A, RPL19, RPL23A, RPL32, RPL37, RPL37A, RPS11, RPS15A, RPS19, RPL23"
"Spliceosome",0,0.009,0.017,129,7,"TXNL4A, PRPF19, SNRPD1, SNRPD3, SNRPF, BUD31, PRPF4"
"Ribosome biogenesis in eukaryotes",0.003,0.225,0.674,73,4,"AK6, EIF6, POP5, RAN"
"Nucleotide excision repair",0.006,0.365,1,46,3,"ERCC2, PCNA, POLE3"
"Pyrimidine metabolism",0.009,0.429,1,101,4,"POLE3, POLR2E, POLR2I, RRM2"
"Purine metabolism",0.011,0.475,1,170,5,"AK6, POLE3, POLR2E, POLR2I, RRM2"
"RNA polymerase",0.026,0.885,1,31,2,"POLR2E, POLR2I"
"Base excision repair",0.029,0.885,1,33,2,"PCNA, POLE3"
"DNA replication",0.032,0.885,1,35,2,"PCNA, POLE3"
"Aminoacyl-tRNA biosynthesis",0.047,1,1,43,2,"FARSB, YARS"
"Carbon metabolism",0.062,1,1,113,3,"GAPDH, SDHD, TPI1"
"Oxidative phosphorylation",0.072,1,1,120,3,"ATP5I, ATP6V0C, SDHD"
"Cell cycle",0.078,1,1,124,3,"MYC, PCNA, CCND3"
"p53 signaling pathway",0.099,1,1,66,2,"RRM2, CCND3"
"Glycolysis / Gluconeogenesis",0.099,1,1,66,2,"GAPDH, TPI1"
"Wnt signaling pathway",0.106,1,1,142,3,"MYC, RUVBL1, CCND3"
"Biosynthesis of amino acids",0.106,1,1,69,2,"GAPDH, TPI1"
"RNA transport",0.139,1,1,161,3,"POM121C, POP5, RAN"
"Tight junction",0.151,1,1,167,3,"TUBA1B, PCNA, RUNX1"
"Mismatch repair",0.17,1,1,23,1,"PCNA"
"Collecting duct acid secretion",0.197,1,1,27,1,"ATP6V0C"
"Citrate cycle (TCA cycle)",0.216,1,1,30,1,"SDHD"
"Fructose and mannose metabolism",0.216,1,1,30,1,"TPI1"
"Proteasome",0.3,1,1,44,1,"PSMA6"
"Basal transcription factors",0.3,1,1,44,1,"ERCC2"
"Phagosome",0.33,1,1,146,2,"TUBA1B, ATP6V0C"
"Hippo signaling pathway",0.345,1,1,151,2,"MYC, CCND3"
"Jak-STAT signaling pathway",0.348,1,1,152,2,"MYC, CCND3"
"Glutathione metabolism",0.355,1,1,54,1,"RRM2"
"Cellular senescence",0.356,1,1,155,2,"MYC, CCND3"
"Cytosolic DNA-sensing pathway",0.396,1,1,62,1,"POLR2E"
"Synaptic vesicle cycle",0.401,1,1,63,1,"ATP6V0C"
"Inositol phosphate metabolism",0.448,1,1,73,1,"TPI1"
"TGF-beta signaling pathway",0.491,1,1,83,1,"MYC"
"ErbB signaling pathway",0.495,1,1,84,1,"MYC"
"Gap junction",0.512,1,1,88,1,"TUBA1B"
