"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Pyrimidine metabolism",0,0,0,101,12,"POLD3, DTYMK, ZNRD1, POLR3K, POLE3, POLE2, POLR2D, POLR2E, POLR2I, POLR2L, PRIM1, RRM2"
"Ribosome",0,0,0,133,44,"RPS10-NUDT3, MRPL3, MRPL10, RPL13A, RPL36, MRPL13, RSL24D1, RPL3, RPL6, RPL7A, RPL8, RPL10, RPL11, RPL13, RPL15, RPL17, RPL18A, RPL19, RPL21, RPL23A, RPL28, RPL29, RPL32, RPL34, RPL37, RPL37A, RPLP2, RPS3A, RPS4X, RPS5, RPS11, RPS14, RPS15A, RPS17, RPS18, RPS19, RPS23, RPS27, RPS28, RPS29, MRPL36, RPL14, RPL23, MRPL33"
"Spliceosome",0,0,0,129,23,"SF3B4, TXNL4A, SNRNP27, U2AF2, DHX15, SNW1, SF3B1, PRPF19, HNRNPC, HSPA8, PRPF38B, SRSF1, SRSF2, SRSF7, TRA2B, SNRPD1, SNRPD3, SNRPF, SNRPG, DDX39B, SF3A2, BUD31, PRPF4"
"Ribosome biogenesis in eukaryotes",0,0,0,73,11,"AK6, POP7, RPP38, SPATA5, FBL, DROSHA, EIF6, POP5, HEATR1, RAN, UTP15"
"RNA transport",0,0,0.001,161,14,"POM121C, POP7, RPP38, GEMIN5, KPNB1, POP5, PHAX, RAN, RANGAP1, DDX39B, RPP21, EIF3D, NUP93, NUP153"
"DNA replication",0,0,0.001,35,7,"POLD3, PCNA, POLE3, POLE2, PRIM1, RFC5, RPA1"
"Purine metabolism",0,0,0.002,170,14,"AK6, PAICS, POLD3, GUK1, ZNRD1, POLR3K, POLE3, POLE2, POLR2D, POLR2E, POLR2I, POLR2L, PRIM1, RRM2"
"RNA polymerase",0,0.001,0.008,31,6,"ZNRD1, POLR3K, POLR2D, POLR2E, POLR2I, POLR2L"
"Nucleotide excision repair",0,0.001,0.009,46,7,"POLD3, ERCC2, PCNA, POLE3, POLE2, RFC5, RPA1"
"Proteasome",0,0.006,0.063,44,6,"PSMA4, PSMA6, PSMB3, PSMB4, PSMC1, PSMC3"
"Mismatch repair",0.001,0.025,0.28,23,4,"POLD3, PCNA, RFC5, RPA1"
"Aminoacyl-tRNA biosynthesis",0.002,0.037,0.441,43,5,"FARSB, NARS, SARS2, IARS2, YARS"
"Base excision repair",0.004,0.085,1,33,4,"POLD3, PCNA, POLE3, POLE2"
"Protein export",0.01,0.176,1,22,3,"SEC61A1, SRP9, SRP19"
"Cell cycle",0.042,0.704,1,124,6,"PCNA, RBL2, CDC45, CDC16, CCND3, CDC20"
"Cytosolic DNA-sensing pathway",0.135,1,1,62,3,"POLR3K, POLR2E, POLR2L"
"Homologous recombination",0.177,1,1,37,2,"POLD3, RPA1"
"p53 signaling pathway",0.396,1,1,66,2,"RRM2, CCND3"
"Antigen processing and presentation",0.411,1,1,68,2,"HSPA8, NFYC"
"Apoptosis - multiple species",0.476,1,1,31,1,"BIRC5"
"Ubiquitin mediated proteolysis",0.525,1,1,134,3,"PRPF19, CDC16, CDC20"
"mRNA surveillance pathway",0.526,1,1,85,2,"PCF11, DDX39B"
"Basal transcription factors",0.601,1,1,44,1,"ERCC2"
"Cellular senescence",0.624,1,1,155,3,"RAD9A, RBL2, CCND3"
"Notch signaling pathway",0.633,1,1,48,1,"SNW1"
"Fanconi anemia pathway",0.633,1,1,48,1,"RPA1"
"Protein processing in endoplasmic reticulum",0.642,1,1,159,3,"SEC61A1, HSPA8, VCP"
"Glutathione metabolism",0.677,1,1,54,1,"RRM2"
"Oocyte meiosis",0.704,1,1,118,2,"CDC16, CDC20"
"Longevity regulating pathway - multiple species",0.727,1,1,62,1,"HSPA8"
"Glycolysis / Gluconeogenesis",0.749,1,1,66,1,"GAPDH"
"Biosynthesis of amino acids",0.764,1,1,69,1,"GAPDH"
"Platinum drug resistance",0.783,1,1,73,1,"BIRC5"
"RNA degradation",0.783,1,1,73,1,"EXOSC10"
"Hippo signaling pathway",0.823,1,1,151,2,"BIRC5, CCND3"
"IL-17 signaling pathway",0.852,1,1,91,1,"SRSF1"
"Progesterone-mediated oocyte maturation",0.861,1,1,94,1,"CDC16"
"HIF-1 signaling pathway",0.869,1,1,97,1,"GAPDH"
"Estrogen signaling pathway",0.872,1,1,98,1,"HSPA8"
"Carbon metabolism",0.907,1,1,113,1,"GAPDH"
"Thyroid hormone signaling pathway",0.913,1,1,116,1,"MED14"
"Relaxin signaling pathway",0.934,1,1,129,1,"RLN1"
"FoxO signaling pathway",0.935,1,1,130,1,"RBL2"
"Apoptosis",0.942,1,1,135,1,"BIRC5"
"Wnt signaling pathway",0.95,1,1,142,1,"CCND3"
"Phagosome",0.954,1,1,146,1,"SEC61A1"
"Jak-STAT signaling pathway",0.959,1,1,152,1,"CCND3"
"Tight junction",0.971,1,1,167,1,"PCNA"
"Focal adhesion",0.984,1,1,196,1,"CCND3"
"Metabolic pathways",0.987,1,1,1212,16,"AK6, PAICS, POLD3, DTYMK, GAPDH, GUK1, ZNRD1, POLR3K, POLE3, POLE2, POLR2D, POLR2E, POLR2I, POLR2L, PRIM1, RRM2"
"Endocytosis",0.993,1,1,233,1,"HSPA8"
"PI3K-Akt signaling pathway",0.994,1,1,337,2,"RBL2, CCND3"
"MAPK signaling pathway",0.995,1,1,253,1,"HSPA8"
"Caffeine metabolism",1,1,1,5,0,""
"Drug metabolism - other enzymes",1,1,1,39,0,""
"Cell adhesion molecules (CAMs)",1,1,1,137,0,""
"EGFR tyrosine kinase inhibitor resistance",1,1,1,79,0,""
"Endocrine resistance",1,1,1,95,0,""
"ErbB signaling pathway",1,1,1,84,0,""
"Ras signaling pathway",1,1,1,221,0,""
"Rap1 signaling pathway",1,1,1,207,0,""
"cGMP-PKG signaling pathway",1,1,1,161,0,""
"cAMP signaling pathway",1,1,1,197,0,""
"Chemokine signaling pathway",1,1,1,181,0,""
"Sphingolipid signaling pathway",1,1,1,116,0,""
"Phospholipase D signaling pathway",1,1,1,140,0,""
"Autophagy - animal",1,1,1,123,0,""
"mTOR signaling pathway",1,1,1,150,0,""
"AMPK signaling pathway",1,1,1,118,0,""
"Longevity regulating pathway",1,1,1,88,0,""
"Adrenergic signaling in cardiomyocytes",1,1,1,142,0,""
"VEGF signaling pathway",1,1,1,58,0,""
"Apelin signaling pathway",1,1,1,135,0,""
"Osteoclast differentiation",1,1,1,125,0,""
"Signaling pathways regulating pluripotency of stem cells",1,1,1,139,0,""
"Platelet activation",1,1,1,122,0,""
"Toll-like receptor signaling pathway",1,1,1,102,0,""
"T cell receptor signaling pathway",1,1,1,100,0,""
"B cell receptor signaling pathway",1,1,1,70,0,""
"Fc epsilon RI signaling pathway",1,1,1,66,0,""
"Fc gamma R-mediated phagocytosis",1,1,1,87,0,""
"TNF signaling pathway",1,1,1,108,0,""
"Neurotrophin signaling pathway",1,1,1,118,0,""
"Cholinergic synapse",1,1,1,112,0,""
"Dopaminergic synapse",1,1,1,128,0,""
"Insulin signaling pathway",1,1,1,138,0,""
"Prolactin signaling pathway",1,1,1,70,0,""
"Adipocytokine signaling pathway",1,1,1,69,0,""
"Glucagon signaling pathway",1,1,1,100,0,""
"Regulation of lipolysis in adipocytes",1,1,1,54,0,""
"Insulin resistance",1,1,1,106,0,""
"Non-alcoholic fatty liver disease (NAFLD)",1,1,1,144,0,""
"AGE-RAGE signaling pathway in diabetic complications",1,1,1,97,0,""
"Carbohydrate digestion and absorption",1,1,1,43,0,""
"Primary bile acid biosynthesis",1,1,1,17,0,""
"Peroxisome",1,1,1,83,0,""
"Amino sugar and nucleotide sugar metabolism",1,1,1,47,0,""
"Protein digestion and absorption",1,1,1,88,0,""
"NOD-like receptor signaling pathway",1,1,1,164,0,""
"RIG-I-like receptor signaling pathway",1,1,1,68,0,""
"Leukocyte transendothelial migration",1,1,1,110,0,""
"Hematopoietic cell lineage",1,1,1,91,0,""
"Glycerophospholipid metabolism",1,1,1,87,0,""
"Ether lipid metabolism",1,1,1,39,0,""
"Arachidonic acid metabolism",1,1,1,60,0,""
"Linoleic acid metabolism",1,1,1,27,0,""
"alpha-Linolenic acid metabolism",1,1,1,23,0,""
"Necroptosis",1,1,1,162,0,""
"Vascular smooth muscle contraction",1,1,1,119,0,""
"Glutamatergic synapse",1,1,1,109,0,""
"Serotonergic synapse",1,1,1,111,0,""
"Long-term depression",1,1,1,59,0,""
"Inflammatory mediator regulation of TRP channels",1,1,1,96,0,""
"GnRH signaling pathway",1,1,1,91,0,""
"Ovarian steroidogenesis",1,1,1,49,0,""
"Oxytocin signaling pathway",1,1,1,151,0,""
"Taste transduction",1,1,1,82,0,""
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",1,1,1,25,0,""
"Natural killer cell mediated cytotoxicity",1,1,1,125,0,""
"Nicotinate and nicotinamide metabolism",1,1,1,28,0,""
"One carbon pool by folate",1,1,1,19,0,""
"Mucin type O-glycan biosynthesis",1,1,1,30,0,""
"Lysosome",1,1,1,123,0,""
"Oxidative phosphorylation",1,1,1,120,0,""
"Retrograde endocannabinoid signaling",1,1,1,140,0,""
"Antifolate resistance",1,1,1,29,0,""
"ABC transporters",1,1,1,44,0,""
"PPAR signaling pathway",1,1,1,72,0,""
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",1,1,1,20,0,""
"Regulation of actin cytoskeleton",1,1,1,210,0,""
"Calcium signaling pathway",1,1,1,180,0,""
"Non-homologous end-joining",1,1,1,12,0,""
"Mitophagy - animal",1,1,1,61,0,""
"Pancreatic secretion",1,1,1,95,0,""
"Axon guidance",1,1,1,172,0,""
"Lysine degradation",1,1,1,54,0,""
"Renin-angiotensin system",1,1,1,23,0,""
"Neuroactive ligand-receptor interaction",1,1,1,274,0,""
"Ferroptosis",1,1,1,40,0,""
"Adherens junction",1,1,1,67,0,""
"Glycosaminoglycan biosynthesis - keratan sulfate",1,1,1,14,0,""
"Retinol metabolism",1,1,1,55,0,""
"N-Glycan biosynthesis",1,1,1,48,0,""
"SNARE interactions in vesicular transport",1,1,1,32,0,""
"Ubiquinone and other terpenoid-quinone biosynthesis",1,1,1,11,0,""
"Insulin secretion",1,1,1,85,0,""
"Folate biosynthesis",1,1,1,25,0,""
"GABAergic synapse",1,1,1,87,0,""
"Phenylalanine metabolism",1,1,1,17,0,""
"Bile secretion",1,1,1,71,0,""
"Terpenoid backbone biosynthesis",1,1,1,22,0,""
"TGF-beta signaling pathway",1,1,1,83,0,""
"Synaptic vesicle cycle",1,1,1,63,0,""
"Collecting duct acid secretion",1,1,1,27,0,""
"Glycosphingolipid biosynthesis - lacto and neolacto series",1,1,1,27,0,""
"Glycosphingolipid biosynthesis - globo and isoglobo series",1,1,1,15,0,""
"ECM-receptor interaction",1,1,1,82,0,""
"Pentose and glucuronate interconversions",1,1,1,25,0,""
"Glycerolipid metabolism",1,1,1,53,0,""
"Mannose type O-glycan biosynthesis",1,1,1,19,0,""
"Cytokine-cytokine receptor interaction",1,1,1,263,0,""
"Cysteine and methionine metabolism",1,1,1,44,0,""
"Taurine and hypotaurine metabolism",1,1,1,11,0,""
"Cardiac muscle contraction",1,1,1,74,0,""
"Gap junction",1,1,1,88,0,""
"Sulfur metabolism",1,1,1,9,0,""
"Phosphonate and phosphinate metabolism",1,1,1,5,0,""
"Phosphatidylinositol signaling system",1,1,1,97,0,""
"Long-term potentiation",1,1,1,67,0,""
"Hippo signaling pathway - multiple species",1,1,1,28,0,""
"Inositol phosphate metabolism",1,1,1,73,0,""
"Fatty acid elongation",1,1,1,21,0,""
"Fatty acid degradation",1,1,1,43,0,""
"Valine, leucine and isoleucine degradation",1,1,1,48,0,""
"Fatty acid metabolism",1,1,1,44,0,""
"NF-kappa B signaling pathway",1,1,1,92,0,""
"Melanogenesis",1,1,1,101,0,""
"Thyroid hormone synthesis",1,1,1,74,0,""
"Aldosterone synthesis and secretion",1,1,1,82,0,""
"Vasopressin-regulated water reabsorption",1,1,1,44,0,""
"Autophagy - other",1,1,1,29,0,""
"Complement and coagulation cascades",1,1,1,79,0,""
"Fat digestion and absorption",1,1,1,37,0,""
"Sphingolipid metabolism",1,1,1,44,0,""
"Steroid biosynthesis",1,1,1,20,0,""
"Vitamin digestion and absorption",1,1,1,24,0,""
"Mineral absorption",1,1,1,50,0,""
"Other types of O-glycan biosynthesis",1,1,1,21,0,""
"Selenocompound metabolism",1,1,1,15,0,""
"Intestinal immune network for IgA production",1,1,1,45,0,""
"Circadian entrainment",1,1,1,96,0,""
"Th1 and Th2 cell differentiation",1,1,1,90,0,""
"Salivary secretion",1,1,1,90,0,""
"Gastric acid secretion",1,1,1,75,0,""
"Ascorbate and aldarate metabolism",1,1,1,20,0,""
"Steroid hormone biosynthesis",1,1,1,50,0,""
"Porphyrin and chlorophyll metabolism",1,1,1,35,0,""
"Metabolism of xenobiotics by cytochrome P450",1,1,1,65,0,""
"Drug metabolism - cytochrome P450",1,1,1,61,0,""
"Olfactory transduction",1,1,1,407,0,""
"Other glycan degradation",1,1,1,18,0,""
"Histidine metabolism",1,1,1,22,0,""
"Glycosaminoglycan degradation",1,1,1,19,0,""
"Pyruvate metabolism",1,1,1,39,0,""
"Biosynthesis of unsaturated fatty acids",1,1,1,19,0,""
"Proximal tubule bicarbonate reclamation",1,1,1,23,0,""
"Glycine, serine and threonine metabolism",1,1,1,39,0,""
"Valine, leucine and isoleucine biosynthesis",1,1,1,4,0,""
"Lipoic acid metabolism",1,1,1,3,0,""
"Renin secretion",1,1,1,65,0,""
"Hedgehog signaling pathway",1,1,1,44,0,""
"Starch and sucrose metabolism",1,1,1,34,0,""
"Tryptophan metabolism",1,1,1,35,0,""
"Endocrine and other factor-regulated calcium reabsorption",1,1,1,47,0,""
"Nitrogen metabolism",1,1,1,17,0,""
"Arginine and proline metabolism",1,1,1,46,0,""
"Th17 cell differentiation",1,1,1,105,0,""
"Glyoxylate and dicarboxylate metabolism",1,1,1,28,0,""
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin",1,1,1,24,0,""
"Butanoate metabolism",1,1,1,27,0,""
"Thiamine metabolism",1,1,1,15,0,""
"Alanine, aspartate and glutamate metabolism",1,1,1,35,0,""
"Type II diabetes mellitus",1,1,1,46,0,""
"Tyrosine metabolism",1,1,1,34,0,""
"Phototransduction",1,1,1,28,0,""
"Galactose metabolism",1,1,1,30,0,""
"Pentose phosphate pathway",1,1,1,29,0,""
"Type I diabetes mellitus",1,1,1,41,0,""
"Arginine biosynthesis",1,1,1,20,0,""
"Circadian rhythm",1,1,1,30,0,""
"Citrate cycle (TCA cycle)",1,1,1,30,0,""
"2-Oxocarboxylic acid metabolism",1,1,1,17,0,""
"Propanoate metabolism",1,1,1,32,0,""
"D-Arginine and D-ornithine metabolism",1,1,1,1,0,""
"Maturity onset diabetes of the young",1,1,1,26,0,""
"beta-Alanine metabolism",1,1,1,31,0,""
"Pantothenate and CoA biosynthesis",1,1,1,18,0,""
"Fructose and mannose metabolism",1,1,1,30,0,""
"Fatty acid biosynthesis",1,1,1,13,0,""
"Aldosterone-regulated sodium reabsorption",1,1,1,37,0,""
"Glycosphingolipid biosynthesis - ganglio series",1,1,1,15,0,""
"Phenylalanine, tyrosine and tryptophan biosynthesis",1,1,1,5,0,""
"Neomycin, kanamycin and gentamicin biosynthesis",1,1,1,5,0,""
"D-Glutamine and D-glutamate metabolism",1,1,1,4,0,""
"Sulfur relay system",1,1,1,8,0,""
"Vitamin B6 metabolism",1,1,1,6,0,""
"Biotin metabolism",1,1,1,3,0,""
"Synthesis and degradation of ketone bodies",1,1,1,10,0,""
"Riboflavin metabolism",1,1,1,8,0,""
