"","name","imports","weights","datasource","Confidence","Color"
"1","Aldosterone-regulated sodium reabsorption.ATP1A3","Novel.ABCG5",720,"database","Medium","#ff0000"
"2","Aldosterone-regulated sodium reabsorption.ATP1A3","Novel.ABCA2",720,"database","Medium","#ff0000"
"3","Aldosterone-regulated sodium reabsorption.ATP1A3","Novel.ATP12A",720,"database","Medium","#ff0000"
"4","Aldosterone-regulated sodium reabsorption.ATP1A3","Novel.FXYD7",900,"database","Medium","#ff0000"
"5","Aldosterone-regulated sodium reabsorption.ATP1A3","Novel.CLTC",417,"experimental","Medium","#ff0000"
"6","Aldosterone-regulated sodium reabsorption.ATP1B2","Novel.ABCA2",720,"database","Medium","#ff0000"
"7","Aldosterone-regulated sodium reabsorption.ATP1B2","Novel.ATP12A",720,"database","Medium","#ff0000"
"8","Aldosterone-regulated sodium reabsorption.ATP1B2","Novel.FXYD7",900,"database","Medium","#ff0000"
"9","Aldosterone-regulated sodium reabsorption.ATP1B2","Novel.RPS8",417,"experimental","Medium","#ff0000"
"10","Aldosterone-regulated sodium reabsorption.ATP1B2","Novel.RPLP2",417,"experimental","Medium","#ff0000"
"11","Aldosterone-regulated sodium reabsorption.ATP1B2","Novel.ABCG5",720,"database","Medium","#ff0000"
"12","Aldosterone-regulated sodium reabsorption.ATP1B3","Novel.RPS8",417,"experimental","High","#ff0000"
"13","Aldosterone-regulated sodium reabsorption.ATP1B3","Novel.RPLP2",417,"experimental","High","#ff0000"
"14","Aldosterone-regulated sodium reabsorption.ATP1B3","Novel.RPL26L1",417,"experimental","High","#ff0000"
"15","Aldosterone-regulated sodium reabsorption.ATP1B3","Novel.NDUFA2",417,"experimental","High","#ff0000"
"16","Aldosterone-regulated sodium reabsorption.ATP1B3","Novel.ITGA5",417,"experimental","High","#ff0000"
"17","Aldosterone-regulated sodium reabsorption.ATP1B3","Novel.ABCG5",720,"database","High","#ff0000"
"18","Aldosterone-regulated sodium reabsorption.ATP1B3","Novel.ABCA2",720,"database","High","#ff0000"
"19","Aldosterone-regulated sodium reabsorption.ATP1B3","Novel.ATP12A",720,"database","High","#ff0000"
"20","Aldosterone-regulated sodium reabsorption.ATP1B3","Novel.FXYD7",900,"database","High","#ff0000"
"21","Aldosterone-regulated sodium reabsorption.ATP1B3","Novel.PSMD6",417,"experimental","High","#ff0000"
"22","Aldosterone-regulated sodium reabsorption.ATP1B3","Novel.RTN4",417,"experimental","High","#ff0000"
"23","Aldosterone-regulated sodium reabsorption.ATP1B3","Novel.DLD",417,"experimental","High","#ff0000"
"24","Aldosterone-regulated sodium reabsorption.KRAS","Novel.GRIN2D",900,"database","High","#ff0000"
"25","Aldosterone-regulated sodium reabsorption.KRAS","Novel.IL3",900,"database","High","#ff0000"
"26","Aldosterone-regulated sodium reabsorption.KRAS","Novel.IL3RA",900,"database","High","#ff0000"
"27","Aldosterone-regulated sodium reabsorption.KRAS","Novel.SPRED2",900,"database","High","#ff0000"
"28","Aldosterone-regulated sodium reabsorption.KRAS","Novel.KLB",900,"database","High","#ff0000"
"29","Aldosterone-regulated sodium reabsorption.KRAS","Novel.SHC2",900,"database","High","#ff0000"
"30","Aldosterone-regulated sodium reabsorption.KRAS","Novel.NRG4",900,"database","High","#ff0000"
"31","Aldosterone-regulated sodium reabsorption.KRAS","Novel.RASA4",900,"database","High","#ff0000"
"32","Aldosterone-regulated sodium reabsorption.KRAS","Novel.BRAP",900,"database","High","#ff0000"
"33","Aldosterone-regulated sodium reabsorption.KRAS","Novel.PPP2R5E",900,"database","High","#ff0000"
"34","Aldosterone-regulated sodium reabsorption.KRAS","Novel.PPP2CB",900,"database","High","#ff0000"
"35","Aldosterone-regulated sodium reabsorption.KRAS","Novel.RPS27A",900,"database","High","#ff0000"
"36","Aldosterone-regulated sodium reabsorption.KRAS","Novel.UBB",900,"database","High","#ff0000"
"37","Aldosterone-regulated sodium reabsorption.KRAS","Novel.PEBP1",900,"database","High","#ff0000"
"38","Aldosterone-regulated sodium reabsorption.KRAS","Novel.RELA",900,"database","High","#ff0000"
"39","Aldosterone-regulated sodium reabsorption.KRAS","Novel.VCL",900,"database","High","#ff0000"
"40","Aldosterone-regulated sodium reabsorption.KRAS","Novel.EGFR",900,"database","High","#ff0000"
"41","Aldosterone-regulated sodium reabsorption.KRAS","Novel.FGA",900,"database","High","#ff0000"
"42","Aldosterone-regulated sodium reabsorption.KRAS","Novel.FGFR3",900,"database","High","#ff0000"
"43","Aldosterone-regulated sodium reabsorption.KRAS","Novel.RAP1A",900,"database","High","#ff0000"
"44","Aldosterone-regulated sodium reabsorption.KRAS","Novel.PDGFRB",900,"database","High","#ff0000"
"45","Aldosterone-regulated sodium reabsorption.KRAS","Novel.UBC",900,"database","High","#ff0000"
"46","Aldosterone-regulated sodium reabsorption.KRAS","Novel.PPP2R5A",900,"database","High","#ff0000"
"47","Aldosterone-regulated sodium reabsorption.KRAS","Novel.PDGFRA",900,"database","High","#ff0000"
"48","Aldosterone-regulated sodium reabsorption.KRAS","Novel.RET",900,"database","High","#ff0000"
"49","Aldosterone-regulated sodium reabsorption.KRAS","Novel.RASAL2",900,"database","High","#ff0000"
"50","Aldosterone-regulated sodium reabsorption.KRAS","Novel.FGF9",900,"database","High","#ff0000"
"51","Aldosterone-regulated sodium reabsorption.KRAS","Novel.NCAM1",900,"database","High","#ff0000"
"52","Aldosterone-regulated sodium reabsorption.KRAS","Novel.BRAF",900,"database","High","#ff0000"
"53","Aldosterone-regulated sodium reabsorption.KRAS","Novel.RASA3",900,"database","High","#ff0000"
"54","Aldosterone-regulated sodium reabsorption.KRAS","Novel.CSF2",900,"database","High","#ff0000"
"55","Aldosterone-regulated sodium reabsorption.KRAS","Novel.FGF10",900,"database","High","#ff0000"
"56","Aldosterone-regulated sodium reabsorption.PDPK1","Novel.CSF2",900,"database","Medium","#ff0000"
"57","Aldosterone-regulated sodium reabsorption.PDPK1","Novel.IL3",900,"database","Medium","#ff0000"
"58","Aldosterone-regulated sodium reabsorption.PDPK1","Novel.IL3RA",900,"database","Medium","#ff0000"
"59","Aldosterone-regulated sodium reabsorption.PDPK1","Novel.GAB2",900,"database","Medium","#ff0000"
"60","Aldosterone-regulated sodium reabsorption.PDPK1","Novel.FAM199X",774,"experimental","Medium","#ff0000"
"61","Aldosterone-regulated sodium reabsorption.PDPK1","Novel.TRAT1",900,"database","Medium","#ff0000"
"62","Aldosterone-regulated sodium reabsorption.PDPK1","Novel.CDC25C",900,"database","Medium","#ff0000"
"63","Aldosterone-regulated sodium reabsorption.PDPK1","Novel.CARD11",900,"database","Medium","#ff0000"
"64","Aldosterone-regulated sodium reabsorption.PDPK1","Novel.CD28",900,"database","Medium","#ff0000"
"65","Aldosterone-regulated sodium reabsorption.PDPK1","Novel.LAT2",900,"database","Medium","#ff0000"
"66","Aldosterone-regulated sodium reabsorption.PDPK1","Novel.PPP2R5E",900,"database","Medium","#ff0000"
"67","Aldosterone-regulated sodium reabsorption.PDPK1","Novel.PPP2CB",900,"database","Medium","#ff0000"
"68","Aldosterone-regulated sodium reabsorption.PDPK1","Novel.IKBKB",900,"database","Medium","#ff0000"
"69","Aldosterone-regulated sodium reabsorption.PDPK1","Novel.MAP3K7",900,"database","Medium","#ff0000"
"70","Aldosterone-regulated sodium reabsorption.PDPK1","Novel.RELA",900,"database","Medium","#ff0000"
"71","Aldosterone-regulated sodium reabsorption.PDPK1","Novel.GNG3",900,"database","Medium","#ff0000"
"72","Aldosterone-regulated sodium reabsorption.PDPK1","Novel.GNG10",900,"database","Medium","#ff0000"
