"","name","imports","weights","datasource","Confidence"
"1","NF-kappa B signaling pathway.BCL2L1","Novel Genes.STAT1",900,"database","High"
"2","NF-kappa B signaling pathway.BCL2L1","Novel Genes.PRKAR2B",900,"database","High"
"3","NF-kappa B signaling pathway.BCL2L1","Novel Genes.NMI",900,"database","High"
"4","NF-kappa B signaling pathway.BCL2L1","Novel Genes.DIABLO",900,"database","High"
"5","NF-kappa B signaling pathway.BCL2L1","Novel Genes.PMAIP1",900,"database","High"
"6","NF-kappa B signaling pathway.CARD11","Novel Genes.NFKBIB",900,"database","Medium"
"7","NF-kappa B signaling pathway.CARD11","Novel Genes.PDPK1",900,"database","Medium"
"8","NF-kappa B signaling pathway.CARD11","Novel Genes.NFKBIE",900,"database","Medium"
"9","NF-kappa B signaling pathway.CCL13","Novel Genes.CXCR5",800,"database","Medium"
"10","NF-kappa B signaling pathway.CCL13","Novel Genes.CCR8",800,"database","Medium"
"11","NF-kappa B signaling pathway.CCL13","Novel Genes.CXCR3",800,"database","Medium"
"12","NF-kappa B signaling pathway.CCL13","Novel Genes.CXCR4",800,"database","Medium"
"13","NF-kappa B signaling pathway.CCL13","Novel Genes.CX3CR1",800,"database","Medium"
"14","NF-kappa B signaling pathway.CD14","Novel Genes.EIF2AK2",900,"database","High"
"15","NF-kappa B signaling pathway.CD14","Novel Genes.RPS27A",900,"database","High"
"16","NF-kappa B signaling pathway.CD14","Novel Genes.UBB",900,"database","High"
"17","NF-kappa B signaling pathway.CD14","Novel Genes.ITGB1",900,"database","High"
"18","NF-kappa B signaling pathway.CD14","Novel Genes.NDUFS4",774,"experimental","High"
"19","NF-kappa B signaling pathway.CD14","Novel Genes.ITGAM",900,"database","High"
"20","NF-kappa B signaling pathway.CD14","Novel Genes.TOLLIP",900,"database","High"
"21","NF-kappa B signaling pathway.CD14","Novel Genes.UBC",900,"database","High"
"22","NF-kappa B signaling pathway.CD14","Novel Genes.DNM1",900,"database","High"
"23","NF-kappa B signaling pathway.CD14","Novel Genes.TLR2",900,"database","High"
"24","NF-kappa B signaling pathway.CFLAR","Novel Genes.MAX",900,"database","High"
"25","NF-kappa B signaling pathway.CFLAR","Novel Genes.PLIN5",601,"experimental","High"
"26","NF-kappa B signaling pathway.CSNK2A2","Novel Genes.NOP2",417,"experimental","High"
"27","NF-kappa B signaling pathway.CSNK2A2","RNA transport.EIF3J",594,"experimental","High"
"28","NF-kappa B signaling pathway.CSNK2A2","Novel Genes.SIN3A",774,"experimental","High"
"29","NF-kappa B signaling pathway.CSNK2A2","Novel Genes.BHLHE40",599,"experimental","High"
"30","NF-kappa B signaling pathway.CSNK2A2","Novel Genes.TOP2A",503,"experimental","High"
"31","NF-kappa B signaling pathway.CSNK2A2","Novel Genes.HCFC1",800,"database","High"
"32","NF-kappa B signaling pathway.CSNK2A2","Novel Genes.NCAPD2",900,"database","High"
"33","NF-kappa B signaling pathway.CXCL8","Novel Genes.EXOSC5",900,"database","Medium"
"34","NF-kappa B signaling pathway.CXCL8","Novel Genes.EXOSC4",900,"database","Medium"
"35","NF-kappa B signaling pathway.CXCL8","Novel Genes.RPS27A",900,"database","Medium"
"36","NF-kappa B signaling pathway.CXCL8","Novel Genes.UBB",900,"database","Medium"
"37","NF-kappa B signaling pathway.CXCL8","Novel Genes.ADRBK1",900,"database","Medium"
"38","NF-kappa B signaling pathway.CXCL8","Novel Genes.GNG3",900,"database","Medium"
"39","NF-kappa B signaling pathway.CXCL8","Novel Genes.RAB5A",900,"database","Medium"
"40","NF-kappa B signaling pathway.CXCL8","Novel Genes.EGFR",900,"database","Medium"
"41","NF-kappa B signaling pathway.CXCL8","Novel Genes.JUN",900,"database","Medium"
"42","NF-kappa B signaling pathway.CXCL8","Novel Genes.GNG10",900,"database","Medium"
"43","NF-kappa B signaling pathway.CXCL8","Novel Genes.C5",900,"database","Medium"
"44","NF-kappa B signaling pathway.CXCL8","Novel Genes.UBC",900,"database","Medium"
"45","NF-kappa B signaling pathway.CXCL8","Novel Genes.GNAI3",900,"database","Medium"
"46","NF-kappa B signaling pathway.CXCL8","Novel Genes.AGT",900,"database","Medium"
"47","NF-kappa B signaling pathway.CXCL8","Novel Genes.EHMT2",900,"database","Medium"
"48","NF-kappa B signaling pathway.CXCL8","Novel Genes.EHMT1",900,"database","Medium"
"49","NF-kappa B signaling pathway.CXCL8","Novel Genes.DRD2",900,"database","Medium"
"50","NF-kappa B signaling pathway.CXCL8","Novel Genes.DNM1",900,"database","Medium"
"51","NF-kappa B signaling pathway.CXCL8","Novel Genes.CXCR5",900,"database","Medium"
"52","NF-kappa B signaling pathway.CXCL8","Novel Genes.CHRM2",900,"database","Medium"
"53","NF-kappa B signaling pathway.CXCL8","Novel Genes.CCR8",900,"database","Medium"
"54","NF-kappa B signaling pathway.CXCL8","Novel Genes.CXCR3",900,"database","Medium"
"55","NF-kappa B signaling pathway.CXCL8","Novel Genes.CXCR4",900,"database","Medium"
"56","NF-kappa B signaling pathway.CXCL8","Novel Genes.BDKRB1",900,"database","Medium"
"57","NF-kappa B signaling pathway.CXCL8","Novel Genes.TAS2R7",900,"database","Medium"
"58","NF-kappa B signaling pathway.CXCL8","Novel Genes.NPY",900,"database","Medium"
"59","NF-kappa B signaling pathway.CXCL8","Novel Genes.SSTR4",900,"database","Medium"
"60","NF-kappa B signaling pathway.CXCL8","Novel Genes.NMUR2",900,"database","Medium"
"61","NF-kappa B signaling pathway.CXCL8","Novel Genes.CX3CR1",800,"database","Medium"
"62","NF-kappa B signaling pathway.CXCL8","Novel Genes.MTNR1B",900,"database","Medium"
"63","NF-kappa B signaling pathway.CXCL8","Novel Genes.CXCL13",900,"database","Medium"
"64","NF-kappa B signaling pathway.CXCL8","Novel Genes.PF4",900,"database","Medium"
"65","NF-kappa B signaling pathway.CXCL8","Novel Genes.PNOC",900,"database","Medium"
"66","NF-kappa B signaling pathway.CXCL8","Novel Genes.CXCL11",900,"database","Medium"
"67","NF-kappa B signaling pathway.CXCL8","Novel Genes.HTR1A",900,"database","Medium"
"68","NF-kappa B signaling pathway.CXCL8","Novel Genes.PTGDR2",900,"database","Medium"
"69","NF-kappa B signaling pathway.CXCL8","Novel Genes.FPR3",900,"database","Medium"
