"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"6",104457,"0610010K14Rik","MedConf","Yes",NA,"Wdr5, Rnf2, Max, Mga, Senp3, E2f6, Tex10, Taf6, Taf7, Las1l, Phf20","MAPK signaling pathway (1)"
"20",67388,"1110008F13Rik","HighConf","Yes",NA,"Hdac1, Tgif1, Smad3, Smad4","Cell cycle (3), Apelin signaling pathway (2), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Th17 cell differentiation (2), AGE-RAGE signaling pathway in diabetic complications (2), FoxO signaling pathway (2), Relaxin signaling pathway (1), Cellular senescence (1), Endocytosis (1), Longevity regulating pathway - multiple species (1), Notch signaling pathway (1), Thyroid hormone signaling pathway (1)"
"238",67028,"2610002M06Rik","HighConf","Yes","Endocytosis, Necroptosis","Vta1, Chmp2a, Stambp","Endocytosis (3), Necroptosis (1)"
"602",319277,"A230046K03Rik","HighConf","Yes","Endocytosis","Ccdc53, Capza1, Fam21","Endocytosis (3)"
"659",245350,"AA414768","HighConf","Yes","Ubiquitin mediated proteolysis",NA,NA
"677",67618,"Aasdhppt","MedConf","Yes",NA,"Fasn","Insulin signaling pathway (1), AMPK signaling pathway (1)"
"697",18670,"Abcb4","HighConf","Yes",NA,"Helz2, Med1, Tbl1xr1, Ncoa2, Rxra, Tgs1, Ncoa1","Thyroid hormone signaling pathway (4), PI3K-Akt signaling pathway (1), Th17 cell differentiation (1), Adipocytokine signaling pathway (1), Wnt signaling pathway (1), Endocrine resistance (1)"
"723",76192,"Abhd12","HighConf","Yes",NA,"Abhd6, Dlg4, Sacm1l","Inositol phosphate metabolism (1), Phosphatidylinositol signaling system (1)"
"736",66082,"Abhd6","HighConf","Yes",NA,"Dlg4, Sacm1l, Abhd12","Inositol phosphate metabolism (1), Phosphatidylinositol signaling system (1)"
"738",11308,"Abi1","MedConf","Yes",NA,"Actr3, Elmo1, Actr2, Arpc2, Arpc5, Abl1, Actg1, Actb, Vav2, Crk","Regulation of actin cytoskeleton (6), Focal adhesion (4), Fc gamma R-mediated phagocytosis (4), Tight junction (4), Chemokine signaling pathway (3), Rap1 signaling pathway (3), Oxytocin signaling pathway (2), Platelet activation (2), Thyroid hormone signaling pathway (2), Apoptosis (2), ErbB signaling pathway (2), Neurotrophin signaling pathway (2), Endocytosis (2), cAMP signaling pathway (1), Natural killer cell mediated cytotoxicity (1), Fc epsilon RI signaling pathway (1), B cell receptor signaling pathway (1), T cell receptor signaling pathway (1), Axon guidance (1), Ras signaling pathway (1), Cell cycle (1), Insulin signaling pathway (1), MAPK signaling pathway (1)"
"739",329165,"Abi2","HighConf","Yes","Regulation of actin cytoskeleton",NA,NA
"741",11350,"Abl1","HighConf","Yes","Neurotrophin signaling pathway, Cell cycle, Ras signaling pathway, ErbB signaling pathway, Axon guidance","Cblb, Actr2, Inpp5d, Mapk14, Actb, Actg1, Atm, Stat5a, Stat5b, Abi1, Actr3, Mef2c, Rac3, Clasp2, Crkl, Bnip2, Cap1, Rb1, Arpc2, Pik3r1, Crk, Cdc42, Arpc5, Shc1, Bcr","Regulation of actin cytoskeleton (9), Focal adhesion (8), Rap1 signaling pathway (8), ErbB signaling pathway (7), Fc gamma R-mediated phagocytosis (7), Neurotrophin signaling pathway (6), Chemokine signaling pathway (6), MAPK signaling pathway (6), Insulin signaling pathway (5), Prolactin signaling pathway (5), Tight junction (5), AGE-RAGE signaling pathway in diabetic complications (5), Endocrine resistance (4), Ras signaling pathway (4), VEGF signaling pathway (4), T cell receptor signaling pathway (4), Endocytosis (4), Platelet activation (4), Fc epsilon RI signaling pathway (4), Apoptosis (4), Cellular senescence (4), Relaxin signaling pathway (3), Natural killer cell mediated cytotoxicity (3), Axon guidance (3), Jak-STAT signaling pathway (3), B cell receptor signaling pathway (3), Sphingolipid signaling pathway (3), Thyroid hormone signaling pathway (3), FoxO signaling pathway (3), Oxytocin signaling pathway (3), Th1 and Th2 cell differentiation (3), Th17 cell differentiation (3), EGFR tyrosine kinase inhibitor resistance (2), Phospholipase D signaling pathway (2), GnRH signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), cAMP signaling pathway (2), Progesterone-mediated oocyte maturation (2), Platinum drug resistance (2), Longevity regulating pathway (2), TNF signaling pathway (2), Toll-like receptor signaling pathway (2), Phosphatidylinositol signaling system (2), Osteoclast differentiation (2), Cell cycle (2), Necroptosis (2), Regulation of lipolysis in adipocytes (1), Cholinergic synapse (1), PI3K-Akt signaling pathway (1), HIF-1 signaling pathway (1), Longevity regulating pathway - multiple species (1), mTOR signaling pathway (1), Insulin resistance (1), AMPK signaling pathway (1), Autophagy - animal (1), Wnt signaling pathway (1), Apelin signaling pathway (1), p53 signaling pathway (1), NF-kappa B signaling pathway (1), IL-17 signaling pathway (1), NOD-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Inositol phosphate metabolism (1), Ubiquitin mediated proteolysis (1)"
"750",113868,"Acaa1a","HighConf","Yes",NA,"Acadm, Acox1, Acox3","cAMP signaling pathway (2)"
"752",52538,"Acaa2","MedConf","Yes",NA,"Acadm, Acox1, Acox3","cAMP signaling pathway (2)"
"761",11364,"Acadm","HighConf","Yes",NA,"Tgs1, Ncoa1, Ncoa2, Acaa2, Tbl1xr1, Acaa1a, Helz2, Med1, Rxra","Thyroid hormone signaling pathway (4), PI3K-Akt signaling pathway (1), Th17 cell differentiation (1), Adipocytokine signaling pathway (1), Wnt signaling pathway (1), Endocrine resistance (1)"
"767",140500,"Acap3","HighConf","Yes","Endocytosis",NA,NA
"779",230379,"Acer2","MedConf","Yes","Sphingolipid signaling pathway","Cerk, Gba2, Ugcg, Smpd2, Smpd3, Galc","Sphingolipid signaling pathway (1)"
