"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Proteasome",0,0,0,45,19,"POMP, PSMA2, PSMA4, PSMA6, PSMA7, PSMB1, PSMB2, PSMB3, PSMB4, PSMC1, PSMC2, PSMC3, PSMC5, PSMD1, PSMD2, PSMD3, PSMD7, PSMD8, PSMD11"
"NF-kappa B signaling pathway",0,0.021,0.043,94,13,"TIRAP, CSNK2A2, ERC1, TAB2, LY96, ICAM1, MYD88, BCL2L1, MAP3K7, TLR4, TNFRSF1A, CFLAR, CD14"
"Spliceosome",0.002,0.126,0.378,132,14,"LSM6, HNRNPA1L2, CCDC12, SNW1, ACIN1, SF3B1, HNRNPC, SF3B6, SRSF1, SNRPC, SNRPD3, PHF5A, PRPF38A, RBM8A"
"Osteoclast differentiation",0.003,0.189,0.756,127,13,"IRF9, CREB1, CSF1R, CYLD, FHL2, TAB2, ITGB3, JUN, SPI1, STAT1, MAP3K7, TNFRSF1A, PIK3R3"
"Toll-like receptor signaling pathway",0.005,0.241,1,104,11,"TIRAP, TAB2, LY96, IL12A, JUN, MYD88, STAT1, MAP3K7, TLR4, PIK3R3, CD14"
"TNF signaling pathway",0.017,0.718,1,108,10,"DNM1L, CREB1, JAG1, TAB2, ICAM1, JUN, MAP3K7, TNFRSF1A, PIK3R3, CFLAR"
"AGE-RAGE signaling pathway in diabetic complications",0.026,0.842,1,99,9,"COL1A2, EGR1, ICAM1, JUN, KRAS, SMAD4, PLCE1, STAT1, PIK3R3"
"Thyroid hormone signaling pathway",0.027,0.842,1,116,10,"RCAN2, SLC16A10, HDAC2, ITGB3, KRAS, ATP1B3, PLCE1, SLC2A1, STAT1, PIK3R3"
"Apoptosis",0.035,0.875,1,138,11,"EIF2S1, IL3, IL3RA, JUN, KRAS, PMAIP1, BCL2L1, TNFRSF1A, TUBA1A, PIK3R3, CFLAR"
"Lysine degradation",0.04,0.875,1,59,6,"EHMT2, ALDH3A2, SUV39H1, SUV39H2, EHMT1, PLOD3"
"MAPK signaling pathway",0.047,0.875,1,255,17,"DUSP5, DUSP6, ELK4, FGF7, FGFR3, TAB2, JUN, KRAS, MOS, PDGFRB, RAP1A, MAP3K7, TNFRSF1A, CACNA2D1, CACNB4, JMJD7-PLA2G4B, CD14"
"Apoptosis - multiple species",0.051,0.875,1,33,4,"BIRC8, PMAIP1, BCL2L1, TNFRSF1A"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",0.052,0.875,1,20,3,"DSE, CHST12, CSGALNACT1"
"Notch signaling pathway",0.054,0.875,1,48,5,"JAG1, DTX1, SNW1, NCSTN, HDAC2"
"PI3K-Akt signaling pathway",0.059,0.875,1,340,21,"COL1A2, CREB1, CSF1R, FGF7, FGFR3, GNG4, GYS2, IL3, IL3RA, ITGB3, KRAS, PDGFRB, PPP2CB, PPP2R5E, BCL2L1, TLR4, HSP90B1, YWHAG, PIK3R3, CCND2, CCND3"
"Mitophagy - animal",0.059,0.875,1,65,6,"CSNK2A2, JUN, KRAS, BCL2L1, SP1, UBB"
"Other types of O-glycan biosynthesis",0.066,0.875,1,22,3,"B3GLCT, POFUT1, PLOD3"
"Sphingolipid signaling pathway",0.067,0.875,1,118,9,"SGPP2, ADORA3, KRAS, ASAH1, PPP2CB, PPP2R5E, TNFRSF1A, PIK3R3, SGPL1"
"p53 signaling pathway",0.071,0.875,1,68,6,"SESN3, SHISA5, PMAIP1, ATR, CCND2, CCND3"
"Protein export",0.074,0.875,1,23,3,"SEC63, HSPA5, SRP54"
"Proximal tubule bicarbonate reclamation",0.074,0.875,1,23,3,"SLC38A3, ATP1B3, CA4"
"Autophagy - animal",0.099,0.981,1,128,9,"EIF2S1, WIPI2, KRAS, STX17, PPP2CB, BCL2L1, MAP3K7, PIK3R3, CFLAR"
"RNA transport",0.101,0.981,1,166,11,"EIF1, NXF1, EIF2S1, EIF4G1, EIF4G2, ACIN1, RPP25, SUMO3, EIF3A, EIF2S2, RBM8A"
"IL-17 signaling pathway",0.104,0.981,1,93,7,"TAB2, JUN, S100A8, CCL7, SRSF1, MAP3K7, HSP90B1"
"NOD-like receptor signaling pathway",0.107,0.981,1,168,11,"DNM1L, NAMPT, IRF9, TAB2, GBP2, JUN, MYD88, BCL2L1, STAT1, MAP3K7, TLR4"
"Leukocyte transendothelial migration",0.108,0.981,1,112,8,"CTNND1, CLDN14, ICAM1, ARHGAP5, PXN, RAP1A, CXCR4, PIK3R3"
"Collecting duct acid secretion",0.108,0.981,1,27,3,"ATP6V0A4, ATP6V1B2, ATP6V0E1"
"Oxidative phosphorylation",0.114,0.981,1,132,9,"COX6B2, NDUFB3, NDUFS4, ATP6V0A4, ATP6V1B2, ATP6AP1, SDHC, SDHD, ATP6V0E1"
"Nicotinate and nicotinamide metabolism",0.117,0.981,1,28,3,"NAMPT, NT5C3A, BST1"
"Hematopoietic cell lineage",0.118,0.981,1,96,7,"CSF1R, HLA-DQA2, IL3, IL3RA, ITGB3, THPO, CD14"
