"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Lysosome",0,0,0,122,10,"NPC2, CTSB, CTSH, CTSZ, GM2A, IGF2R, LIPA, ATP6AP1, ACP5, LGMN"
"Chemokine signaling pathway",0,0.016,0.032,183,6,"HCK, CCL4L1, CCL3, CCL5, CCL20, SRC"
"NOD-like receptor signaling pathway",0.001,0.062,0.186,166,5,"NAMPT, GABARAP, CTSB, CCL5, TXN"
"Cytosolic DNA-sensing pathway",0.003,0.146,0.665,63,3,"DDX58, CCL4L1, CCL5"
"Apoptosis",0.003,0.146,0.729,136,4,"CTSB, CTSH, CTSZ, LMNB1"
"Endocytosis",0.004,0.161,0.969,241,5,"DAB2, IGF2R, SRC, TFRC, SNX3"
"Hematopoietic cell lineage",0.008,0.292,1,94,3,"TFRC, CD1A, CD1C"
"Toll-like receptor signaling pathway",0.011,0.337,1,104,3,"CCL4L1, CCL3, CCL5"
"Tryptophan metabolism",0.013,0.338,1,39,2,"IL4I1, IDO1"
"Ferroptosis",0.014,0.338,1,40,2,"HMOX1, TFRC"
"Phenylalanine, tyrosine and tryptophan biosynthesis",0.022,0.502,1,5,1,"IL4I1"
"Cytokine-cytokine receptor interaction",0.029,0.585,1,266,4,"CCL4L1, CCL3, CCL5, CCL20"
"Mitophagy - animal",0.032,0.585,1,63,2,"GABARAP, SRC"
"Tight junction",0.034,0.585,1,161,3,"SRC, CD1A, CD1C"
"Riboflavin metabolism",0.035,0.585,1,8,1,"ACP5"
"Antigen processing and presentation",0.04,0.618,1,71,2,"CTSB, LGMN"
"GABAergic synapse",0.058,0.855,1,88,2,"GABARAP, SRC"
"NF-kappa B signaling pathway",0.064,0.89,1,93,2,"DDX58, CCL4L1"
"HIF-1 signaling pathway",0.071,0.915,1,98,2,"HMOX1, TFRC"
"Phenylalanine metabolism",0.073,0.915,1,17,1,"IL4I1"
"TNF signaling pathway",0.083,0.972,1,108,2,"CCL5, CCL20"
"Steroid biosynthesis",0.086,0.972,1,20,1,"LIPA"
"Autophagy - animal",0.108,1,1,126,2,"GABARAP, CTSB"
"Nicotinate and nicotinamide metabolism",0.118,1,1,28,1,"NAMPT"
"Autophagy - other",0.13,1,1,31,1,"GABARAP"
"Phagosome",0.14,1,1,147,2,"ATP6AP1, TFRC"
"Alanine, aspartate and glutamate metabolism",0.146,1,1,35,1,"IL4I1"
"Tyrosine metabolism",0.146,1,1,35,1,"IL4I1"
"Porphyrin and chlorophyll metabolism",0.165,1,1,40,1,"HMOX1"
"Cysteine and methionine metabolism",0.176,1,1,43,1,"IL4I1"
"Valine, leucine and isoleucine degradation",0.194,1,1,48,1,"IL4I1"
"Mineral absorption",0.205,1,1,51,1,"HMOX1"
"VEGF signaling pathway",0.23,1,1,58,1,"SRC"
"Renin secretion",0.254,1,1,65,1,"CTSB"
"Prolactin signaling pathway",0.271,1,1,70,1,"SRC"
"RIG-I-like receptor signaling pathway",0.271,1,1,70,1,"DDX58"
"Adherens junction",0.271,1,1,70,1,"SRC"
"EGFR tyrosine kinase inhibitor resistance",0.297,1,1,78,1,"SRC"
"ErbB signaling pathway",0.319,1,1,85,1,"SRC"
"Gap junction",0.325,1,1,87,1,"SRC"
"Fc gamma R-mediated phagocytosis",0.331,1,1,89,1,"HCK"
"IL-17 signaling pathway",0.334,1,1,90,1,"CCL20"
"GnRH signaling pathway",0.337,1,1,91,1,"SRC"
"Endocrine resistance",0.349,1,1,95,1,"SRC"
"Inflammatory mediator regulation of TRP channels",0.352,1,1,96,1,"SRC"
"Estrogen signaling pathway",0.358,1,1,98,1,"SRC"
"Thyroid hormone signaling pathway",0.408,1,1,116,1,"SRC"
"Oxidative phosphorylation",0.408,1,1,116,1,"ATP6AP1"
"Platelet activation",0.422,1,1,121,1,"SRC"
"Osteoclast differentiation",0.437,1,1,127,1,"ACP5"
"FoxO signaling pathway",0.442,1,1,129,1,"GABARAP"
"Relaxin signaling pathway",0.445,1,1,130,1,"SRC"
"Apelin signaling pathway",0.458,1,1,135,1,"GABARAP"
"Metabolic pathways",0.48,1,1,1229,6,"NAMPT, IL4I1, HMOX1, IDO1, ATP6AP1, ACP5"
"Oxytocin signaling pathway",0.496,1,1,151,1,"SRC"
"Axon guidance",0.542,1,1,172,1,"SRC"
"Focal adhesion",0.59,1,1,196,1,"SRC"
"Rap1 signaling pathway",0.614,1,1,209,1,"SRC"
"Regulation of actin cytoskeleton",0.618,1,1,211,1,"SRC"
"Caffeine metabolism",1,1,1,5,0,""
"Drug metabolism - other enzymes",1,1,1,44,0,""
"Purine metabolism",1,1,1,169,0,""
"Cell adhesion molecules (CAMs)",1,1,1,137,0,""
"Platinum drug resistance",1,1,1,72,0,""
"MAPK signaling pathway",1,1,1,252,0,""
"Ras signaling pathway",1,1,1,223,0,""
"cGMP-PKG signaling pathway",1,1,1,162,0,""
"cAMP signaling pathway",1,1,1,197,0,""
"Sphingolipid signaling pathway",1,1,1,118,0,""
"Phospholipase D signaling pathway",1,1,1,144,0,""
"mTOR signaling pathway",1,1,1,147,0,""
"PI3K-Akt signaling pathway",1,1,1,336,0,""
"AMPK signaling pathway",1,1,1,120,0,""
"Longevity regulating pathway",1,1,1,88,0,""
"Longevity regulating pathway - multiple species",1,1,1,62,0,""
"Cellular senescence",1,1,1,158,0,""
"Adrenergic signaling in cardiomyocytes",1,1,1,143,0,""
"Signaling pathways regulating pluripotency of stem cells",1,1,1,137,0,""
"Jak-STAT signaling pathway",1,1,1,155,0,""
"T cell receptor signaling pathway",1,1,1,102,0,""
"B cell receptor signaling pathway",1,1,1,70,0,""
"Fc epsilon RI signaling pathway",1,1,1,66,0,""
"Neurotrophin signaling pathway",1,1,1,119,0,""
"Cholinergic synapse",1,1,1,112,0,""
"Dopaminergic synapse",1,1,1,130,0,""
"Insulin signaling pathway",1,1,1,136,0,""
"Progesterone-mediated oocyte maturation",1,1,1,89,0,""
"Adipocytokine signaling pathway",1,1,1,69,0,""
"Glucagon signaling pathway",1,1,1,102,0,""
"Regulation of lipolysis in adipocytes",1,1,1,54,0,""
"Insulin resistance",1,1,1,106,0,""
"Non-alcoholic fatty liver disease (NAFLD)",1,1,1,141,0,""
"AGE-RAGE signaling pathway in diabetic complications",1,1,1,99,0,""
"Carbohydrate digestion and absorption",1,1,1,42,0,""
"Primary bile acid biosynthesis",1,1,1,17,0,""
"Peroxisome",1,1,1,81,0,""
"Amino sugar and nucleotide sugar metabolism",1,1,1,48,0,""
"Protein digestion and absorption",1,1,1,89,0,""
"Apoptosis - multiple species",1,1,1,32,0,""
"Taste transduction",1,1,1,81,0,""
"Wnt signaling pathway",1,1,1,140,0,""
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",1,1,1,25,0,""
"Leukocyte transendothelial migration",1,1,1,107,0,""
"Base excision repair",1,1,1,32,0,""
"Necroptosis",1,1,1,162,0,""
"Ubiquitin mediated proteolysis",1,1,1,134,0,""
"Aminoacyl-tRNA biosynthesis",1,1,1,44,0,""
"Antifolate resistance",1,1,1,31,0,""
"ABC transporters",1,1,1,44,0,""
"PPAR signaling pathway",1,1,1,72,0,""
"RNA transport",1,1,1,157,0,""
"Spliceosome",1,1,1,129,0,""
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",1,1,1,20,0,""
"Calcium signaling pathway",1,1,1,181,0,""
"Homologous recombination",1,1,1,41,0,""
"Non-homologous end-joining",1,1,1,13,0,""
"Protein processing in endoplasmic reticulum",1,1,1,160,0,""
"Pancreatic secretion",1,1,1,95,0,""
"RNA degradation",1,1,1,76,0,""
"Lysine degradation",1,1,1,58,0,""
"Renin-angiotensin system",1,1,1,23,0,""
"Neuroactive ligand-receptor interaction",1,1,1,273,0,""
"Glycerophospholipid metabolism",1,1,1,95,0,""
"Glycosaminoglycan biosynthesis - keratan sulfate",1,1,1,14,0,""
"Cell cycle",1,1,1,122,0,""
"Oocyte meiosis",1,1,1,114,0,""
"p53 signaling pathway",1,1,1,68,0,""
"Retinol metabolism",1,1,1,62,0,""
"Ribosome biogenesis in eukaryotes",1,1,1,71,0,""
"mRNA surveillance pathway",1,1,1,86,0,""
