"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Lysosome",0,0,0,122,8,"NPC2, CTSH, CTSZ, GM2A, IGF2R, LIPA, ATP6AP1, ACP5"
"Chemokine signaling pathway",0,0.001,0.002,183,7,"HCK, CCL4L1, CCL3, CCL5, CCL20, SRC, STAT1"
"Toll-like receptor signaling pathway",0.001,0.069,0.206,104,4,"CCL4L1, CCL3, CCL5, STAT1"
"Cytosolic DNA-sensing pathway",0.002,0.135,0.539,63,3,"DDX58, CCL4L1, CCL5"
"Endocytosis",0.003,0.14,0.7,241,5,"DAB2, IGF2R, SRC, TFRC, SNX3"
"NOD-like receptor signaling pathway",0.005,0.191,1,166,4,"NAMPT, CCL5, STAT1, TXN"
"Hematopoietic cell lineage",0.007,0.239,1,94,3,"TFRC, CD1A, CD1C"
"Tryptophan metabolism",0.011,0.327,1,39,2,"IL4I1, IDO1"
"Ferroptosis",0.012,0.327,1,40,2,"HMOX1, TFRC"
"Apoptosis",0.018,0.455,1,136,3,"CTSH, CTSZ, LMNB1"
"Phenylalanine, tyrosine and tryptophan biosynthesis",0.021,0.468,1,5,1,"IL4I1"
"Cytokine-cytokine receptor interaction",0.023,0.479,1,266,4,"CCL4L1, CCL3, CCL5, CCL20"
"Tight junction",0.028,0.544,1,161,3,"SRC, CD1A, CD1C"
"Riboflavin metabolism",0.033,0.563,1,8,1,"ACP5"
"Prolactin signaling pathway",0.034,0.563,1,70,2,"SRC, STAT1"
"NF-kappa B signaling pathway",0.057,0.882,1,93,2,"DDX58, CCL4L1"
"HIF-1 signaling pathway",0.062,0.911,1,98,2,"HMOX1, TFRC"
"Phenylalanine metabolism",0.069,0.949,1,17,1,"IL4I1"
"TNF signaling pathway",0.074,0.966,1,108,2,"CCL5, CCL20"
"Steroid biosynthesis",0.08,0.989,1,20,1,"LIPA"
"Thyroid hormone signaling pathway",0.083,0.989,1,116,2,"SRC, STAT1"
"Osteoclast differentiation",0.097,1,1,127,2,"ACP5, STAT1"
"Nicotinate and nicotinamide metabolism",0.111,1,1,28,1,"NAMPT"
"Phagosome",0.124,1,1,147,2,"ATP6AP1, TFRC"
"Alanine, aspartate and glutamate metabolism",0.136,1,1,35,1,"IL4I1"
"Tyrosine metabolism",0.136,1,1,35,1,"IL4I1"
"Porphyrin and chlorophyll metabolism",0.154,1,1,40,1,"HMOX1"
"Cysteine and methionine metabolism",0.165,1,1,43,1,"IL4I1"
"Valine, leucine and isoleucine degradation",0.182,1,1,48,1,"IL4I1"
"Mineral absorption",0.192,1,1,51,1,"HMOX1"
"VEGF signaling pathway",0.216,1,1,58,1,"SRC"
"Mitophagy - animal",0.232,1,1,63,1,"SRC"
"RIG-I-like receptor signaling pathway",0.255,1,1,70,1,"DDX58"
"Adherens junction",0.255,1,1,70,1,"SRC"
"EGFR tyrosine kinase inhibitor resistance",0.279,1,1,78,1,"SRC"
