"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Proteasome",0,0,0,44,19,"PSMA2, PSMA4, PSMA6, PSMA7, PSMB1, PSMB2, PSMB3, PSMB4, PSMC1, PSMC2, PSMC3, PSMC5, PSMD1, PSMD2, PSMD3, PSMD7, PSMD8, PSMD11, POMP"
"Spliceosome",0.002,0.212,0.423,127,14,"HNRNPC, SRSF1, SNRPC, SNRPD3, RBM8A, LSM6, SNW1, ACIN1, SF3B1, SF3B14, PHF5A, PRPF38A, HNRNPA1L2, CCDC12"
"Osteoclast differentiation",0.005,0.375,1,128,13,"CREB1, CSF1R, CYLD, FHL2, ITGB3, JUN, SPI1, STAT1, MAP3K7, TNFRSF1A, PIK3R3, IRF9, TAB2"
"Toll-like receptor signaling pathway",0.007,0.375,1,102,11,"CD14, IL12A, JUN, MYD88, STAT1, MAP3K7, TLR4, PIK3R3, TAB2, LY96, TIRAP"
"Lysine degradation",0.014,0.558,1,44,6,"ALDH3A2, SUV39H1, PLOD3, EHMT2, SUV39H2, EHMT1"
"Leishmaniasis",0.016,0.558,1,72,8,"HLA-DQA2, IL12A, JUN, MYD88, STAT1, MAP3K7, TLR4, TAB2"
"Toxoplasmosis",0.017,0.558,1,132,12,"BCL2L1, HLA-DQA2, IL12A, MYD88, STAT1, MAP3K7, TLR4, TNFRSF1A, PIK3R3, JMJD7-PLA2G4B, TAB2, LY96"
"Renal cell carcinoma",0.04,0.902,1,70,7,"ARNT, EPAS1, JUN, KRAS, RAP1A, SLC2A1, PIK3R3"
"Pancreatic cancer",0.04,0.902,1,70,7,"BCL2L1, KRAS, SMAD4, RAD51, STAT1, PIK3R3, ARHGEF6"
"Apoptosis",0.045,0.902,1,87,8,"BCL2L1, IL3, IL3RA, MYD88, PRKX, TNFRSF1A, PIK3R3, CFLAR"
