"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Thyroid hormone signaling pathway",0,0,0,116,23,"DIO2, EP300, MED4, HDAC2, HRAS, MYH6, ATP1B3, PFKFB2, PIK3CA, PIK3R2, PLCD1, MED1, PRKACB, MAP2K2, RXRB, ACTG1, NCOA1, PLCZ1, MED30, MED14, MED17, MED27, TBC1D4"
"Non-alcoholic fatty liver disease (NAFLD)",0,0,0,148,27,"NR1H3, NDUFA11, COX4I1, UQCR10, FAS, IKBKB, IL1A, IL6R, NDUFS7, LEPR, UQCRHL, NDUFA6, NDUFA10, NDUFS6, ADIPOR1, PIK3CA, PIK3R2, CYCS, NDUFB11, RAC1, RELA, UQCRB, UQCRC1, UQCRC2, UQCRFS1, XBP1, COX4I2"
"Spliceosome",0,0,0,132,48,"SF3B4, SF3A1, SLU7, PRPF8, USP39, TCERG1, SF3A3, SF3B2, RBMXL3, ZMAT2, DHX15, SNW1, ACIN1, U2SURP, SF3B3, SF3B1, PRPF6, PRPF40B, SYF2, TRA2A, HNRNPC, HNRNPU, NCBP1, CDC40, LSM7, PLRG1, XAB2, THOC2, ISY1, LSM2, SRSF2, SRSF3, TRA2B, SNRPA, SNRPA1, SNRPB, SNRPC, SNRPD3, SNRPE, SNRPG, SF3A2, SF3B5, PRPF38A, RBM17, PRPF18, AQR, EIF4A3, RBM8A"
"RNA polymerase",0,0,0,31,13,"POLR3G, POLR2J2, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2I, POLR2J, POLR2K, POLR2L, POLR3E"
"Pyrimidine metabolism",0,0.002,0.008,99,16,"POLR3G, POLR2J2, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2I, POLR2J, POLR2K, POLR2L, POLR3E, POLE4, CAD, ENTPD1"
"Cytosolic DNA-sensing pathway",0,0.002,0.013,62,12,"POLR3G, IFNA4, IFNA7, IFNA16, IFNB1, IKBKB, POLR2E, POLR2F, POLR2K, POLR2L, POLR3E, RELA"
"Regulation of actin cytoskeleton",0,0.002,0.015,211,25,"GNA13, NCKAP1, CHRM3, DOCK1, SPATA13, FGF9, CYFIP1, ARHGEF12, CYFIP2, HRAS, ITGA2B, ITGB5, RHOA, MYH10, PFN2, PIK3CA, PIK3R2, BRK1, MAP2K2, RAC1, RRAS, ACTG1, PIP5K1B, ACTN1, IQGAP1"
"Proteasome",0,0.002,0.016,45,10,"PSMD14, PSMA3, PSMA7, PSMB6, PSMB7, PSMC4, PSMD2, PSMD4, PSMD7, PSMF1"
"Cardiac muscle contraction",0,0.004,0.033,78,13,"COX4I1, UQCR10, UQCRHL, MYH6, ATP1B3, CACNA2D3, TPM3, UQCRB, UQCRC1, UQCRC2, UQCRFS1, COX4I2, CACNA2D4"
"Leukocyte transendothelial migration",0.001,0.012,0.126,112,15,"CYBB, RHOA, MMP9, NCF2, NCF4, PIK3CA, PIK3R2, RAC1, RAP1A, MAPK12, CXCL12, ACTG1, VASP, CXCR4, ACTN1"
"Natural killer cell mediated cytotoxicity",0.001,0.012,0.138,125,16,"FCER1G, FCGR3B, LAT, HRAS, IFNA4, IFNA7, IFNA16, IFNB1, FAS, KLRC2, LCK, PIK3CA, PIK3R2, MAP2K2, RAC1, TNFRSF10A"
"T cell receptor signaling pathway",0.001,0.012,0.149,102,14,"LAT, HRAS, IKBKB, IL2, RHOA, LCK, PIK3CA, PIK3R2, MAP2K2, RELA, MAPK12, NCK2, CARD11, CBLB"
"Jak-STAT signaling pathway",0.001,0.017,0.224,156,18,"EP300, GH2, GHR, IFNL1, HRAS, IFNA4, IFNA7, IFNA16, IFNB1, IFNW1, IL2, IL6R, LEPR, OSM, PIK3CA, PIM1, PIK3R2, PRL"
"Oxidative phosphorylation",0.001,0.018,0.252,132,16,"NDUFA11, COX4I1, UQCR10, NDUFS7, UQCRHL, NDUFA6, NDUFA10, NDUFS6, ATP5B, NDUFB11, UQCRB, UQCRC1, UQCRC2, UQCRFS1, COX4I2, ATP6V1F"
"Axon guidance",0.001,0.021,0.318,174,19,"SEMA3A, EFNA1, ARHGEF12, HRAS, RHOA, PARD6A, PIK3CA, PIK3R2, PLXNA3, RAC1, ROBO1, RRAS, CXCL12, CXCR4, CAMK2A, NCK2, PLXNA4, NTN1, SEMA3E"
"RNA transport",0.002,0.027,0.458,166,18,"RNPS1, NUP35, ACIN1, CYFIP1, NUP62, CYFIP2, KPNB1, NCBP1, NUP98, POP5, NUP107, THOC2, RANBP2, UPF3B, NUP93, EIF4A3, RBM8A, NUP153"
