"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Antigen processing and presentation",0.005,0.872,1,80,2,"B2m, Hspa8"
"Estrogen signaling pathway",0.007,0.872,1,96,2,"Calm1, Hspa8"
"Rap1 signaling pathway",0.032,1,1,213,2,"Calm1, Kdr"
"Ras signaling pathway",0.036,1,1,226,2,"Calm1, Kdr"
"Phototransduction",0.036,1,1,27,1,"Calm1"
"Endocytosis",0.046,1,1,260,2,"Hspa8, Ehd3"
"Cytokine-cytokine receptor interaction",0.047,1,1,262,2,"Il6st, Kdr"
"VEGF signaling pathway",0.076,1,1,58,1,"Kdr"
"Longevity regulating pathway - multiple species",0.081,1,1,62,1,"Hspa8"
"Long-term potentiation",0.086,1,1,66,1,"Calm1"
"Renin secretion",0.092,1,1,71,1,"Calm1"
"Adherens junction",0.093,1,1,72,1,"Ptprb"
"Gastric acid secretion",0.096,1,1,74,1,"Calm1"
"Salivary secretion",0.101,1,1,78,1,"Calm1"
"EGFR tyrosine kinase inhibitor resistance",0.102,1,1,79,1,"Kdr"
"Aldosterone synthesis and secretion",0.11,1,1,86,1,"Calm1"
"Th1 and Th2 cell differentiation",0.11,1,1,86,1,"Maf"
"GnRH signaling pathway",0.114,1,1,89,1,"Calm1"
"Circadian entrainment",0.124,1,1,97,1,"Calm1"
"Phosphatidylinositol signaling system",0.125,1,1,98,1,"Calm1"
"Melanogenesis",0.127,1,1,100,1,"Calm1"
"Glucagon signaling pathway",0.128,1,1,101,1,"Calm1"
"Th17 cell differentiation",0.128,1,1,101,1,"Il6st"
"Oocyte meiosis",0.144,1,1,114,1,"Calm1"
"Neurotrophin signaling pathway",0.152,1,1,121,1,"Calm1"
"Inflammatory mediator regulation of TRP channels",0.156,1,1,124,1,"Calm1"
"Vascular smooth muscle contraction",0.159,1,1,127,1,"Calm1"
"Spliceosome",0.162,1,1,130,1,"Hspa8"
"Dopaminergic synapse",0.164,1,1,131,1,"Calm1"
"Ribosome",0.164,1,1,131,1,"Rpl8"
"Apelin signaling pathway",0.171,1,1,137,1,"Calm1"
"Signaling pathways regulating pluripotency of stem cells",0.171,1,1,137,1,"Il6st"
"Insulin signaling pathway",0.173,1,1,139,1,"Calm1"
"Adrenergic signaling in cardiomyocytes",0.18,1,1,145,1,"Calm1"
"Oxytocin signaling pathway",0.187,1,1,152,1,"Calm1"
