"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Proteasome",0,0,0,42,19,"PSMA2, PSMA4, PSMA6, PSMA7, PSMB1, PSMB2, PSMB3, PSMB4, PSMC1, PSMC2, PSMC3, PSMC5, PSMD1, PSMD2, PSMD3, PSMD7, PSMD8, PSMD11, POMP"
"Spliceosome",0.002,0.195,0.39,124,14,"HNRNPC, SRSF1, SNRPC, SNRPD3, RBM8A, LSM6, SNW1, ACIN1, SF3B1, SF3B14, PHF5A, PRPF38A, HNRNPA1L2, CCDC12"
"Osteoclast differentiation",0.006,0.341,1,127,13,"CREB1, CSF1R, CYLD, FHL2, ITGB3, JUN, SPI1, STAT1, MAP3K7, TNFRSF1A, PIK3R3, IRF9, TAB2"
"Toll-like receptor signaling pathway",0.007,0.341,1,102,11,"CD14, IL12A, JUN, MYD88, STAT1, MAP3K7, TLR4, PIK3R3, TAB2, LY96, TIRAP"
"Lysine degradation",0.008,0.341,1,38,6,"ALDH3A2, SUV39H1, PLOD3, EHMT2, SUV39H2, EHMT1"
"Toxoplasmosis",0.016,0.579,1,128,12,"BCL2L1, HLA-DQA2, IL12A, MYD88, STAT1, MAP3K7, TLR4, TNFRSF1A, PIK3R3, JMJD7-PLA2G4B, TAB2, LY96"
"Leishmaniasis",0.018,0.579,1,72,8,"HLA-DQA2, IL12A, JUN, MYD88, STAT1, MAP3K7, TLR4, TAB2"
"Renal cell carcinoma",0.033,0.886,1,66,7,"ARNT, EPAS1, JUN, KRAS, RAP1A, SLC2A1, PIK3R3"
"Pancreatic cancer",0.04,0.886,1,69,7,"BCL2L1, KRAS, SMAD4, RAD51, STAT1, PIK3R3, ARHGEF6"
"Apoptosis",0.046,0.886,1,86,8,"BCL2L1, IL3, IL3RA, MYD88, PRKX, TNFRSF1A, PIK3R3, CFLAR"
"African trypanosomiasis",0.054,0.886,1,31,4,"ICAM1, IL12A, MYD88, THOP1"
"Rheumatoid arthritis",0.06,0.886,1,91,8,"ATP6V1B2, ATP6AP1, HLA-DQA2, ICAM1, JUN, TLR4, ATP6V0E1, ATP6V0A4"
"Notch signaling pathway",0.061,0.886,1,46,5,"JAG1, DTX1, HDAC2, SNW1, NCSTN"
"MAPK signaling pathway",0.065,0.886,1,264,18,"CACNA2D1, CACNB4, CD14, DUSP5, DUSP6, ELK4, FGF7, FGFR3, JUN, KRAS, MOS, PDGFRB, PRKX, RAP1A, MAP3K7, TNFRSF1A, JMJD7-PLA2G4B, TAB2"
"RNA transport",0.069,0.886,1,143,11,"EIF2S1, EIF4G1, EIF4G2, SUMO3, EIF3A, EIF2S2, RBM8A, EIF1, NXF1, ACIN1, RPP25"
"Malaria",0.071,0.886,1,48,5,"ICAM1, IL12A, LRP1, MYD88, TLR4"
"Protein export",0.071,0.886,1,21,3,"HSPA5, SRP54, SEC63"
"Riboflavin metabolism",0.076,0.886,1,10,2,"TYR, RFK"
"Glycosaminoglycan biosynthesis - chondroitin sulfate",0.08,0.886,1,22,3,"DSE, CHST12, CSGALNACT1"
"Ribosome",0.086,0.886,1,82,7,"RPL24, RPL31, RPL32, RPL36AL, RPLP2, RPS2, RPL23"
"Proximal tubule bicarbonate reclamation",0.089,0.886,1,23,3,"ATP1B3, CA4, SLC38A3"
"p53 signaling pathway",0.09,0.886,1,67,6,"ATR, CCND2, CCND3, PMAIP1, SHISA5, SESN3"
"Oxidative phosphorylation",0.09,0.886,1,116,9,"ATP6V1B2, ATP6AP1, NDUFB3, NDUFS4, SDHC, SDHD, ATP6V0E1, ATP6V0A4, COX6B2"
"Nicotinate and nicotinamide metabolism",0.098,0.892,1,24,3,"BST1, NAMPT, NT5C3A"
"Vibrio cholerae infection",0.099,0.892,1,53,5,"ATP6V1B2, ATP6AP1, PRKX, ATP6V0E1, ATP6V0A4"
"Chagas disease (American trypanosomiasis)",0.11,0.958,1,104,8,"IL12A, JUN, MYD88, PPP2CB, TLR4, TNFRSF1A, PIK3R3, CFLAR"
"Amoebiasis",0.115,0.961,1,105,8,"CD14, COL1A2, SERPINB1, IL12A, SERPINB10, PRKX, TLR4, PIK3R3"
"Collecting duct acid secretion",0.129,1,1,27,3,"ATP6V1B2, ATP6V0E1, ATP6V0A4"
"Valine, leucine and isoleucine degradation",0.147,1,1,44,4,"ABAT, ALDH3A2, HMGCL, IVD"
"Leukocyte transendothelial migration",0.15,1,1,112,8,"ARHGAP5, CTNND1, ICAM1, PXN, RAP1A, CXCR4, PIK3R3, CLDN14"
"mRNA surveillance pathway",0.154,1,1,78,6,"PPP2CB, PPP2R5E, RBM8A, NXF1, ACIN1, PCF11"
"Wnt signaling pathway",0.155,1,1,149,10,"CCND2, CCND3, CSNK2A2, JUN, SMAD4, PPP2CB, PPP2R5E, PRKX, MAP3K7, CTNNBIP1"
"Citrate cycle (TCA cycle)",0.162,1,1,30,3,"ACO2, SDHC, SDHD"
