"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Lysine degradation",0,0,0,38,10,"ALDH2, ALDH3A2, HADHA, SETMAR, SUV39H1, PLOD3, EHMT2, ASH1L, SUV39H2, EHMT1"
"Osteoclast differentiation",0,0,0,127,25,"CALCR, CREB1, CSF1R, CYLD, FHL2, IKBKB, IL1A, IL1B, ITGB3, JUN, MAPK13, MAP2K6, RELA, SPI1, STAT1, SYK, MAP3K7, TGFB2, TNFRSF1A, PIK3R3, TNFRSF11A, GAB2, SIRPB1, IRF9, TAB2"
"Chagas disease (American trypanosomiasis)",0,0,0,104,20,"GNAI3, GNAO1, IKBKB, IL1B, IL8, IL12A, IRAK1, JUN, MYD88, PLCB4, MAPK13, RELA, CCL3, TGFB2, TLR2, TLR4, TNFRSF1A, PIK3R3, CFLAR, TICAM1"
"MAPK signaling pathway",0,0,0,264,28,"BRAF, CD14, CDC42, MAP3K8, EGFR, NR4A1, IKBKB, IL1A, IL1B, JUN, KRAS, MAP3K3, PDGFRA, PDGFRB, PLA2G4A, PPP3R2, MAPK13, MAP2K6, PRKX, RAP1A, RELA, MAP3K7, TGFB2, TNFRSF1A, PLA2G6, JMJD7-PLA2G4B, TAB2, PLA2G2D"
"Apoptosis",0,0,0,86,18,"BCL2L1, CAPN2, ENDOG, IKBKB, IL1A, IL1B, IL3, IL3RA, IRAK1, MYD88, PPP3R2, PRKAR2B, PRKX, RELA, TNFRSF1A, PIK3R3, RIPK1, CFLAR"
"Toll-like receptor signaling pathway",0,0,0,102,28,"CD14, MAP3K8, IFNA13, IFNA14, IFNA16, IKBKB, IL1B, IL8, IL12A, IRAK1, JUN, MYD88, MAPK13, MAP2K6, RELA, CCL3, CXCL11, STAT1, MAP3K7, TLR2, TLR4, PIK3R3, RIPK1, TAB2, LY96, TOLLIP, TIRAP, TICAM1"
"Toxoplasmosis",0,0,0,128,30,"ALOX5, BCL2L1, GNAI3, GNAO1, HLA-DQA2, IKBKB, IL12A, IRAK1, ITGB1, LAMA4, LAMA5, LDLR, MYD88, NFKBIB, PLA2G4A, MAPK13, MAP2K6, RELA, STAT1, MAP3K7, TGFB2, TLR2, TLR4, TNFRSF1A, PLA2G6, PIK3R3, JMJD7-PLA2G4B, TAB2, LY96, PLA2G2D"
"Hepatitis C",0,0,0,131,18,"BRAF, EGFR, IFNA13, IFNA14, IFNA16, IKBKB, IL8, KRAS, LDLR, MAPK13, EIF2AK2, RELA, STAT1, TNFRSF1A, PIK3R3, RIPK1, IRF9, TICAM1"
"Pancreatic cancer",0,0,0,69,15,"BCL2L1, BRAF, BRCA2, CDC42, E2F3, EGFR, IKBKB, KRAS, SMAD4, RAD51, RELA, STAT1, TGFB2, PIK3R3, ARHGEF6"
"African trypanosomiasis",0,0,0,31,9,"HBB, HPR, ICAM1, IL1B, IL12A, LAMA4, MYD88, PLCB4, THOP1"
"Leishmaniasis",0,0,0,72,20,"HLA-DQA2, IL1A, IL1B, IL12A, IRAK1, ITGAM, ITGB1, JUN, MYD88, NFKBIB, MAPK13, PTPN6, RELA, STAT1, MAP3K7, TGFB2, TLR2, TLR4, TAB2, MARCKSL1"
"RIG-I-like receptor signaling pathway",0,0,0,70,13,"CYLD, DDX3X, IFNA13, IFNA14, IFNA16, IKBKB, IL8, IL12A, NFKBIB, MAPK13, RELA, MAP3K7, RIPK1"
"Spliceosome",0,0,0,124,30,"CDC5L, HNRNPC, HNRNPM, PLRG1, SRSF1, SRSF2, SRSF3, TRA2B, SNRPC, SNRPD3, EFTUD2, RBM8A, THOC1, BCAS2, PPIH, PRPF8, SF3B2, LSM6, SNW1, ACIN1, SF3B1, LSM4, PRPF31, SF3B14, XAB2, THOC2, PHF5A, PRPF38A, HNRNPA1L2, CCDC12"
"Proteasome",0,0,0,42,29,"PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMB1, PSMB2, PSMB3, PSMB4, PSMB5, PSMB9, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD1, PSMD2, PSMD3, PSMD7, PSMD8, PSMD11, PSMD12, PSMF1, PSMD6, POMP"
"T cell receptor signaling pathway",0,0,0.002,106,15,"CDC42, MAP3K8, IKBKB, JUN, KRAS, NFKBIB, NFKBIE, PPP3R2, MAPK13, PTPN6, RELA, MAP3K7, PIK3R3, LAT, CARD11"
"Chronic myeloid leukemia",0,0,0.003,73,12,"BCL2L1, BRAF, RUNX1, E2F3, HDAC2, IKBKB, KRAS, SMAD4, RELA, TGFB2, PIK3R3, GAB2"
