"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"NOD-like receptor signaling pathway",0,0.001,0.001,168,12,"NAMPT, GABARAP, CTSB, GBP1, GBP2, IL1B, NFKB1, OAS2, OAS3, CCL5, STAT1, TXN"
"NF-kappa B signaling pathway",0,0.001,0.001,94,9,"DDX58, ICAM1, IL1B, CCL4L1, NFKB1, NFKB2, PTGS2, TRAF1, CD40"
"Hematopoietic cell lineage",0,0.001,0.002,96,9,"IL1A, IL1B, ITGAM, TFRC, CD1A, CD1C, CD9, CD36, CD44"
"Ferroptosis",0,0.001,0.004,40,6,"ACSL1, ACSL4, FTH1, FTL, HMOX1, TFRC"
"Phagosome",0,0.002,0.01,151,10,"CD209, HLA-A, HLA-B, ITGAM, ITGB2, MRC1, NCF2, ATP6AP1, TFRC, CD36"
"Osteoclast differentiation",0,0.002,0.015,127,9,"IL1A, IL1B, LCP2, NCF2, NFKB1, NFKB2, ACP5, STAT1, SQSTM1"
"Necroptosis",0,0.003,0.019,163,10,"FTH1, FTL, IL1A, IL1B, PLA2G4A, EIF2AK2, STAT1, STAT5A, CAMK2D, SQSTM1"
"Toll-like receptor signaling pathway",0,0.003,0.022,104,8,"IL1B, IRF5, CCL4L1, NFKB1, CCL3, CCL5, STAT1, CD40"
"Cell adhesion molecules (CAMs)",0,0.004,0.037,143,9,"GLG1, CD274, HLA-A, HLA-B, ICAM1, ITGAM, ITGB2, PECAM1, CD40"
"TNF signaling pathway",0.001,0.017,0.175,108,7,"ICAM1, IL1B, NFKB1, PTGS2, CCL5, CCL20, TRAF1"
"Complement and coagulation cascades",0.001,0.017,0.186,79,6,"ITGAM, ITGAX, ITGB2, SERPINB2, PLAUR, VTN"
"Cytosolic DNA-sensing pathway",0.002,0.035,0.428,63,5,"DDX58, IL1B, CCL4L1, NFKB1, CCL5"
"Natural killer cell mediated cytotoxicity",0.002,0.035,0.453,127,7,"FCER1G, HLA-A, HLA-B, ICAM1, ITGB2, LCP2, CD48"
"Tryptophan metabolism",0.002,0.038,0.539,40,4,"IL4I1, IDO1, KMO, KYNU"
"HIF-1 signaling pathway",0.002,0.038,0.6,99,6,"HK2, HMOX1, NFKB1, PFKFB3, TFRC, CAMK2D"
"AGE-RAGE signaling pathway in diabetic complications",0.002,0.038,0.6,99,6,"ICAM1, IL1A, IL1B, NFKB1, STAT1, STAT5A"
"Type I diabetes mellitus",0.003,0.041,0.705,43,4,"HLA-A, HLA-B, IL1A, IL1B"
"PPAR signaling pathway",0.003,0.043,0.772,72,5,"FABP4, FABP5, ACSL1, ACSL4, CD36"
"Antigen processing and presentation",0.003,0.043,0.82,73,5,"CTSB, HLA-A, HLA-B, LGMN, CD74"
"Chemokine signaling pathway",0.004,0.05,0.99,185,8,"HCK, CCL4L1, NFKB1, CCL3, CCL5, CCL20, SRC, STAT1"
"Mineral absorption",0.005,0.063,1,51,4,"FTH1, FTL, HMOX1, MT2A"
"Lysosome",0.007,0.079,1,123,6,"CLTA, CTSB, ATP6AP1, ACP5, LGMN, CD63"
"Antifolate resistance",0.009,0.095,1,31,3,"IL1B, NFKB1, GGH"
"Fructose and mannose metabolism",0.01,0.108,1,33,3,"HK2, PFKFB3, FBP2"
"Alanine, aspartate and glutamate metabolism",0.012,0.122,1,35,3,"IL4I1, GFPT1, GLS"
"Fatty acid biosynthesis",0.013,0.129,1,13,2,"ACSL1, ACSL4"
"Adipocytokine signaling pathway",0.015,0.136,1,69,4,"ACSL1, ACSL4, NFKB1, CD36"
"Prolactin signaling pathway",0.016,0.136,1,70,4,"NFKB1, SRC, STAT1, STAT5A"
