"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Apoptosis - multiple species",0,0,0,31,6,"PMAIP1, BAK1, BID, CASP3, CASP8, FADD"
"Platinum drug resistance",0,0.001,0.002,73,7,"FAS, PMAIP1, BAK1, BID, CASP3, CASP8, FADD"
"Apoptosis",0,0.001,0.002,135,9,"CTSL, FAS, NFKBIA, PMAIP1, BAK1, BID, CASP3, CASP8, FADD"
"p53 signaling pathway",0.001,0.035,0.141,66,5,"FAS, PMAIP1, BID, CASP3, CASP8"
"IL-17 signaling pathway",0.002,0.121,0.603,91,5,"IL17C, NFKBIA, CASP3, CASP8, FADD"
"Non-alcoholic fatty liver disease (NAFLD)",0.004,0.15,0.903,144,6,"COX6B1, FAS, BID, MLX, CASP3, CASP8"
"TNF signaling pathway",0.005,0.18,1,108,5,"FAS, NFKBIA, CASP3, CASP8, FADD"
"Arginine and proline metabolism",0.012,0.368,1,46,3,"NOS1, ALDH7A1, SRM"
"Phagosome",0.017,0.453,1,146,5,"CTSL, DYNC1LI2, HLA-C, NOS1, ATP6V0A4"
"Lysine degradation",0.018,0.453,1,54,3,"SETD1B, ALDH7A1, SETD7"
"Necroptosis",0.026,0.564,1,162,5,"CHMP4B, FAS, BID, CASP8, FADD"
"NOD-like receptor signaling pathway",0.027,0.564,1,164,5,"GBP4, NFKBIA, TRPV2, CASP8, FADD"
"RIG-I-like receptor signaling pathway",0.033,0.636,1,68,3,"NFKBIA, CASP8, FADD"
"Natural killer cell mediated cytotoxicity",0.04,0.675,1,125,4,"HLA-C, FAS, BID, CASP3"
"beta-Alanine metabolism",0.041,0.675,1,31,2,"ALDH7A1, SRM"
"Type I diabetes mellitus",0.067,1,1,41,2,"HLA-C, FAS"
"Toll-like receptor signaling pathway",0.089,1,1,102,3,"NFKBIA, CASP8, FADD"
"Glutathione metabolism",0.108,1,1,54,2,"GPX4, SRM"
"Lysosome",0.135,1,1,123,3,"CTSL, MAN2B1, ATP6V0A4"
"Synaptic vesicle cycle",0.139,1,1,63,2,"UNC13C, ATP6V0A4"
"Spliceosome",0.15,1,1,129,3,"ISY1-RAB43, SF3B4, WBP11"
"Antigen processing and presentation",0.157,1,1,68,2,"CTSL, HLA-C"
"Cell adhesion molecules (CAMs)",0.17,1,1,137,3,"NEGR1, HLA-C, CD2"
"Other glycan degradation",0.171,1,1,18,1,"MAN2B1"
"One carbon pool by folate",0.18,1,1,19,1,"MTHFD2"
"Ascorbate and aldarate metabolism",0.189,1,1,20,1,"ALDH7A1"
"Arginine biosynthesis",0.189,1,1,20,1,"NOS1"
"Fatty acid elongation",0.197,1,1,21,1,"ELOVL4"
"Complement and coagulation cascades",0.198,1,1,79,2,"MASP1, VWF"
"Histidine metabolism",0.205,1,1,22,1,"ALDH7A1"
"Proximal tubule bicarbonate reclamation",0.214,1,1,23,1,"SLC25A10"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin",0.222,1,1,24,1,"NDST4"
"RNA transport",0.234,1,1,161,3,"EIF4E, FMR1, SUMO2"
"Collecting duct acid secretion",0.246,1,1,27,1,"ATP6V0A4"
"Phototransduction",0.254,1,1,28,1,"SAG"
"Autophagy - other",0.262,1,1,29,1,"WIPI2"
"Pyrimidine metabolism",0.282,1,1,101,2,"NME6, NME1"
"SNARE interactions in vesicular transport",0.284,1,1,32,1,"VAMP5"
"Propanoate metabolism",0.284,1,1,32,1,"ECHDC1"
"Tyrosine metabolism",0.299,1,1,34,1,"COMT"
"Insulin resistance",0.302,1,1,106,2,"NFKBIA, MLX"
"Porphyrin and chlorophyll metabolism",0.307,1,1,35,1,"MMAB"
"Tryptophan metabolism",0.307,1,1,35,1,"ALDH7A1"
"Pyruvate metabolism",0.335,1,1,39,1,"ALDH7A1"
"Glycine, serine and threonine metabolism",0.335,1,1,39,1,"ALDH7A1"
"Sphingolipid signaling pathway",0.34,1,1,116,2,"ADORA3, BID"
"Ferroptosis",0.342,1,1,40,1,"GPX4"
"Oxidative phosphorylation",0.355,1,1,120,2,"COX6B1, ATP6V0A4"
"Aminoacyl-tRNA biosynthesis",0.362,1,1,43,1,"DARS"
"Fatty acid degradation",0.362,1,1,43,1,"ALDH7A1"
"Autophagy - animal",0.366,1,1,123,2,"CTSL, WIPI2"
"Basal transcription factors",0.369,1,1,44,1,"TAF15"
"Cysteine and methionine metabolism",0.369,1,1,44,1,"SRM"
"Vasopressin-regulated water reabsorption",0.369,1,1,44,1,"DYNC1LI2"
"Relaxin signaling pathway",0.389,1,1,129,2,"NFKBIA, NOS1"
"N-Glycan biosynthesis",0.395,1,1,48,1,"ALG11"
"Valine, leucine and isoleucine degradation",0.395,1,1,48,1,"ALDH7A1"
"Notch signaling pathway",0.395,1,1,48,1,"DVL2"
"Steroid hormone biosynthesis",0.408,1,1,50,1,"COMT"
"Signaling pathways regulating pluripotency of stem cells",0.425,1,1,139,2,"DVL2, HOXB1"
"Glycerolipid metabolism",0.426,1,1,53,1,"ALDH7A1"
"Endocytosis",0.438,1,1,233,3,"ARPC1B, CHMP4B, HLA-C"
"Long-term depression",0.461,1,1,59,1,"NOS1"
"mTOR signaling pathway",0.464,1,1,150,2,"DVL2, EIF4E"
"Hippo signaling pathway",0.468,1,1,151,2,"DVL2, TP53BP2"
"Cytosolic DNA-sensing pathway",0.478,1,1,62,1,"NFKBIA"
"MAPK signaling pathway",0.492,1,1,253,3,"FAS, CASP3, CDC25B"
"Renin secretion",0.494,1,1,65,1,"CLCA1"
"Glycolysis / Gluconeogenesis",0.5,1,1,66,1,"ALDH7A1"
"Adipocytokine signaling pathway",0.515,1,1,69,1,"NFKBIA"
"Cytokine-cytokine receptor interaction",0.518,1,1,263,3,"IL24, IL17C, FAS"
"B cell receptor signaling pathway",0.52,1,1,70,1,"NFKBIA"
"Purine metabolism",0.531,1,1,170,2,"NME6, NME1"
"RNA degradation",0.535,1,1,73,1,"PAN2"
"Cardiac muscle contraction",0.54,1,1,74,1,"COX6B1"
"Calcium signaling pathway",0.562,1,1,180,2,"CYSLTR1, NOS1"
"EGFR tyrosine kinase inhibitor resistance",0.564,1,1,79,1,"EIF4E"
