"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Platinum drug resistance",0,0,0,73,10,"APAF1, FAS, PIK3R1, PMAIP1, MAPK1, BAK1, BID, CASP3, CASP8, FADD"
"Apoptosis",0,0,0,135,15,"GADD45G, CTSL, APAF1, FAS, NFKBIA, PIK3R1, PMAIP1, MAPK1, DIABLO, BAK1, BID, CASP3, CASP8, TUBA1C, FADD"
"Non-alcoholic fatty liver disease (NAFLD)",0,0,0,144,11,"COX6B1, COX7B2, FAS, UQCRHL, NDUFV3, PIK3R1, PRKAG3, BID, MLX, CASP3, CASP8"
"NOD-like receptor signaling pathway",0,0,0,164,12,"DNM1L, GBP4, CYBA, PYDC1, IL18, NFKBIA, TRPV2, MFN1, MAPK1, CASP5, CASP8, FADD"
"Apoptosis - multiple species",0,0,0,31,8,"APAF1, PMAIP1, DIABLO, BAK1, BID, CASP3, CASP8, FADD"
"Natural killer cell mediated cytotoxicity",0,0,0,125,11,"KLRK1, LAT, HLA-A, HLA-C, FAS, KIR3DL1, PIK3R1, PPP3R2, MAPK1, BID, CASP3"
"p53 signaling pathway",0,0,0,66,9,"GADD45G, APAF1, FAS, PMAIP1, BID, CASP3, CASP8, CCND3, CDK1"
"Phagosome",0,0,0,146,15,"CTSL, CYBA, DYNC1LI2, STX12, HLA-A, HLA-C, ITGA2, ITGA5, LAMP1, NOS1, ATP6V0A4, RAB5C, COLEC11, TUBA1C, ATP6V0D1"
"TNF signaling pathway",0,0,0.002,108,9,"DNM1L, ATF2, FAS, NFKBIA, PIK3R1, MAPK1, CASP3, CASP8, FADD"
"Cellular senescence",0,0.003,0.034,155,9,"GADD45G, HLA-A, HLA-C, PIK3R1, PPP3R2, MAPK1, SLC25A31, CCND3, CDK1"
"PI3K-Akt signaling pathway",0,0.007,0.072,337,13,"ATF2, EIF4E, F2R, FN1, GNB2, ITGA2, ITGA5, PIK3R1, PPP2CA, MAPK1, SPP1, VWF, CCND3"
"Platelet activation",0.001,0.015,0.213,122,7,"F2R, FGB, ITGA2, PIK3R1, PRKG2, MAPK1, VWF"
"Long-term depression",0.001,0.015,0.213,59,5,"NOS1, PPP2CA, PRKG2, MAPK1, RYR1"
"Cell cycle",0.001,0.015,0.234,124,7,"GADD45G, CREBBP, ORC3, ANAPC7, CCND3, CDK1, CDC25B"
"Necroptosis",0.001,0.015,0.243,162,8,"DNM1L, CHMP4B, FAS, BID, SLC25A31, CASP8, FADD, CHMP4C"
"IL-17 signaling pathway",0.001,0.015,0.246,91,6,"IL17C, NFKBIA, MAPK1, CASP3, CASP8, FADD"
"Toll-like receptor signaling pathway",0.002,0.026,0.444,102,6,"NFKBIA, PIK3R1, MAPK1, SPP1, CASP8, FADD"
"Arginine and proline metabolism",0.003,0.036,0.656,46,4,"NOS1, ALDH7A1, LAP3, SRM"
"Focal adhesion",0.003,0.043,0.813,196,8,"FN1, ITGA2, ITGA5, PIK3R1, MAPK1, SPP1, VWF, CCND3"
"ECM-receptor interaction",0.004,0.046,0.926,82,5,"FN1, ITGA2, ITGA5, SPP1, VWF"
"TGF-beta signaling pathway",0.004,0.046,0.976,83,5,"CREBBP, PPP2CA, MAPK1, SP1, CHRD"
"Oxidative phosphorylation",0.004,0.046,1,120,6,"COX6B1, COX7B2, UQCRHL, NDUFV3, ATP6V0A4, ATP6V0D1"
"FoxO signaling pathway",0.006,0.062,1,130,6,"GADD45G, CREBBP, PIK3R1, PRKAG3, MAPK1, SETD7"
"Relaxin signaling pathway",0.006,0.062,1,129,6,"ATF2, GNB2, NFKBIA, NOS1, PIK3R1, MAPK1"
"Progesterone-mediated oocyte maturation",0.007,0.066,1,94,5,"ANAPC7, PIK3R1, MAPK1, CDK1, CDC25B"
"Apelin signaling pathway",0.007,0.067,1,135,6,"GNB2, NOS1, PRKAG3, MAPK1, RYR1, SPP1"
"Circadian entrainment",0.007,0.067,1,96,5,"GNB2, NOS1, PRKG2, MAPK1, RYR1"
"T cell receptor signaling pathway",0.009,0.076,1,100,5,"LAT, NFKBIA, PIK3R1, PPP3R2, MAPK1"
"Antigen processing and presentation",0.011,0.091,1,68,4,"CTSL, HLA-A, HLA-C, KIR3DL1"
"B cell receptor signaling pathway",0.012,0.098,1,70,4,"NFKBIA, PIK3R1, PPP3R2, MAPK1"
"MAPK signaling pathway",0.015,0.116,1,253,8,"GADD45G, ATF2, DUSP4, FAS, PPP3R2, MAPK1, CASP3, CDC25B"
"Type I diabetes mellitus",0.015,0.116,1,41,3,"HLA-A, HLA-C, FAS"
"Regulation of actin cytoskeleton",0.017,0.124,1,210,7,"F2R, FN1, ITGA2, ITGA5, PIK3R1, MAPK1, EZR"
"Oocyte meiosis",0.017,0.124,1,118,5,"ANAPC7, PPP2CA, PPP3R2, MAPK1, CDK1"
"Proteasome",0.018,0.125,1,44,3,"PSME4, PSMB6, PSMC4"
"Vasopressin-regulated water reabsorption",0.018,0.125,1,44,3,"DCTN1, DYNC1LI2, RAB5C"
"Autophagy - animal",0.02,0.133,1,123,5,"CTSL, LAMP1, PIK3R1, PPP2CA, MAPK1"
"Osteoclast differentiation",0.021,0.137,1,125,5,"CYBA, NFKBIA, PIK3R1, PPP3R2, MAPK1"
"Longevity regulating pathway",0.025,0.157,1,88,4,"ATF2, EIF4E, PIK3R1, PRKAG3"
"Gap junction",0.025,0.157,1,88,4,"PRKG2, MAPK1, TUBA1C, CDK1"
"Th1 and Th2 cell differentiation",0.027,0.165,1,90,4,"LAT, NFKBIA, PPP3R2, MAPK1"
"Lysine degradation",0.031,0.183,1,54,3,"SETD1B, ALDH7A1, SETD7"
"HIF-1 signaling pathway",0.034,0.195,1,97,4,"CREBBP, EIF4E, PIK3R1, MAPK1"
"AGE-RAGE signaling pathway in diabetic complications",0.034,0.195,1,97,4,"FN1, PIK3R1, MAPK1, CASP3"
