"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Apoptosis",0,0,0,135,15,"GADD45G, CTSL, APAF1, FAS, NFKBIA, PIK3R1, PMAIP1, MAPK1, DIABLO, BAK1, BID, CASP3, CASP8, TUBA1C, FADD"
"Apoptosis - multiple species",0,0,0,31,8,"APAF1, PMAIP1, DIABLO, BAK1, BID, CASP3, CASP8, FADD"
"Phagosome",0,0,0.001,146,15,"CTSL, CYBA, DYNC1LI2, STX12, HLA-A, HLA-C, ITGA2, ITGA5, LAMP1, NOS1, ATP6V0A4, RAB5C, COLEC11, TUBA1C, ATP6V0D1"
"Platinum drug resistance",0,0.001,0.003,73,10,"APAF1, FAS, PIK3R1, PMAIP1, MAPK1, BAK1, BID, CASP3, CASP8, FADD"
"MAPK signaling pathway",0,0.001,0.005,253,19,"RASGRP2, GADD45G, ATF2, DUSP4, FGF3, MAPK8IP2, FAS, MAP3K3, MYC, PDGFA, PPM1A, PPP3R2, MAPK1, RAP1B, RASGRF2, SRF, CASP3, CDC25B, FGF19"
"Regulation of actin cytoskeleton",0,0.001,0.005,210,17,"ARPC1B, F2R, SPATA13, FGF3, FN1, INSRR, ITGA2, ITGA5, MSN, MYH10, MYL2, PDGFA, PIK3R1, SSH3, MAPK1, EZR, FGF19"
"p53 signaling pathway",0,0.001,0.009,66,9,"GADD45G, APAF1, FAS, PMAIP1, BID, CASP3, CASP8, CCND3, CDK1"
"Natural killer cell mediated cytotoxicity",0,0.01,0.077,125,11,"KLRK1, LAT, HLA-A, HLA-C, FAS, KIR3DL1, PIK3R1, PPP3R2, MAPK1, BID, CASP3"
"Long-term depression",0.001,0.019,0.168,59,7,"GRIA1, GRM1, NOS1, PPP2CA, PRKG2, MAPK1, RYR1"
"RNA transport",0.001,0.019,0.189,161,12,"NXF1, NUP50, POP4, EIF4E, EIF4G1, NUP205, FMR1, UPF3A, SUMO2, THOC5, EIF2B3, NUP153"
"NOD-like receptor signaling pathway",0.001,0.019,0.223,164,12,"DNM1L, GBP4, CYBA, PYDC1, IL18, NFKBIA, TRPV2, MFN1, MAPK1, CASP5, CASP8, FADD"
"Wnt signaling pathway",0.001,0.019,0.228,142,11,"CREBBP, DVL2, DKK1, MYC, NFATC4, PPP3R2, CHD8, SFRP5, WNT1, CCND3, CER1"
"Non-alcoholic fatty liver disease (NAFLD)",0.001,0.019,0.257,144,11,"COX6B1, COX7B2, FAS, UQCRHL, NDUFV3, PIK3R1, PRKAG3, BID, MLX, CASP3, CASP8"
"Autophagy - animal",0.001,0.019,0.269,123,10,"RRAGA, PRAP1, CTSL, WIPI2, LAMP1, PIK3R1, PPP2CA, AMBRA1, MAPK1, ATG4C"
"TNF signaling pathway",0.002,0.027,0.401,108,9,"DNM1L, ATF2, FAS, NFKBIA, PIK3R1, MAPK1, CASP3, CASP8, FADD"
"Cellular senescence",0.002,0.029,0.466,155,11,"GADD45G, HLA-A, HLA-C, MYC, NFATC4, PIK3R1, PPP3R2, MAPK1, SLC25A31, CCND3, CDK1"
"PI3K-Akt signaling pathway",0.002,0.031,0.53,337,18,"ATF2, EIF4E, F2R, FGF3, FN1, GNB2, ITGA2, ITGA5, MYC, PDGFA, PIK3R1, PPP2CA, MAPK1, SPP1, TNR, VWF, CCND3, FGF19"
"Platelet activation",0.004,0.05,0.925,122,9,"RASGRP2, F2R, FGB, ITGA2, PIK3R1, PRKG2, MAPK1, RAP1B, VWF"
"cAMP signaling pathway",0.004,0.05,1,197,12,"CREBBP, GPR119, F2R, FSHB, GLP1R, GRIA1, HTR1F, NFKBIA, OXTR, PIK3R1, MAPK1, RAP1B"
"Focal adhesion",0.004,0.05,1,196,12,"FN1, ITGA2, ITGA5, MYL2, PDGFA, PIK3R1, MAPK1, RAP1B, SPP1, TNR, VWF, CCND3"
"Toll-like receptor signaling pathway",0.004,0.05,1,102,8,"NFKBIA, PIK3R1, TLR9, MAPK1, CCL4, SPP1, CASP8, FADD"
"Fatty acid degradation",0.004,0.05,1,43,5,"CPT1B, CPT2, CYP4A11, ALDH7A1, ACSL5"
"TGF-beta signaling pathway",0.005,0.054,1,83,7,"CREBBP, DCN, MYC, PPP2CA, MAPK1, SP1, CHRD"
"Long-term potentiation",0.007,0.071,1,67,6,"CREBBP, GRIA1, GRM1, PPP3R2, MAPK1, RAP1B"
"Tight junction",0.01,0.098,1,167,10,"ACTR2, DLG1, MSN, MYH10, MYL2, PRKAG3, PPP2CA, RAB13, EZR, TUBA1C"
"Glucagon signaling pathway",0.013,0.123,1,100,7,"CPT1B, ATF2, CREBBP, PFKL, PKM, PRKAG3, PPP3R2"
"Cell cycle",0.013,0.123,1,124,8,"GADD45G, CREBBP, ORC3, MYC, ANAPC7, CCND3, CDK1, CDC25B"
"FoxO signaling pathway",0.017,0.151,1,130,8,"GADD45G, CREBBP, FBXO25, GRM1, PIK3R1, PRKAG3, MAPK1, SETD7"
"ECM-receptor interaction",0.018,0.151,1,82,6,"FN1, ITGA2, ITGA5, SPP1, TNR, VWF"
"cGMP-PKG signaling pathway",0.021,0.167,1,161,9,"ATF2, ADORA3, NFATC4, PPP3R2, PRKG2, MAPK1, SRF, TRPC6, SLC25A31"
"Apelin signaling pathway",0.021,0.167,1,135,8,"CTGF, GNB2, MYL2, NOS1, PRKAG3, MAPK1, RYR1, SPP1"
"Leukocyte transendothelial migration",0.022,0.167,1,110,7,"CYBA, MSN, MYL2, PIK3R1, RAP1B, EZR, CXCR4"
"Gap junction",0.024,0.181,1,88,6,"GRM1, PDGFA, PRKG2, MAPK1, TUBA1C, CDK1"
