"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Adrenergic signaling in cardiomyocytes",0,0,0,144,26,"ADCY3, ADCY9, MAPK14, ADRA1D, ADRA1B, CREB3L4, ADRB1, AGTR2, CACNG5, ATF4, PPP1CA, PPP1R1A, PPP2CA, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R5C, PRKCA, MAPK11, CACNG6, BCL2, SCN1B, CACNB2, CAMK2D, CAMK2G, CACNA2D4"
"Dopaminergic synapse",0,0,0,130,29,"GNB5, COMT, MAPK14, CREB3L4, GNAL, GNB1, GNGT1, GRIN2B, ITPR2, KCNJ5, KIF5B, MAOB, ATF4, CALY, PPP1CA, PPP2CA, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R5C, PRKCA, PRKCB, MAPK11, MAPK9, SCN1A, CACNA1A, CAMK2D, CAMK2G, PPP1R1B"
"Oxytocin signaling pathway",0,0,0,152,25,"ADCY3, ADCY9, EEF2, ELK1, CACNG5, GUCY1A2, ITPR2, KCNJ5, PPP1R12A, NFATC1, NPR2, NRAS, PPP1CA, PPP3R1, PRKAA1, PRKCA, PRKCB, MAP2K2, MAP2K5, CACNG6, CCND1, CACNB2, CAMK2D, CAMK2G, CACNA2D4"
"MAPK signaling pathway",0,0,0.001,255,33,"RASGRP1, RASGRP2, MAPK14, DAXX, GADD45A, DDIT3, ELK1, FGFR2, FLNC, RASGRP3, CACNG5, HSPB1, GADD45B, ATF4, NFATC1, NFKB2, NRAS, PPP3R1, PRKCA, PRKCB, MAPK11, MAPK9, MAP2K2, MAP2K5, RAC1, RAC3, CACNG6, RPS6KA2, TGFBR2, CACNA1A, CACNB2, FGF18, CACNA2D4"
"Apoptosis",0,0,0.001,138,23,"TUBA3D, PARP4, CTSO, DAXX, GADD45A, DDIT3, BBC3, HTRA2, BIRC2, ITPR2, GADD45B, ATF4, NFKBIA, NRAS, PIK3CD, CYCS, MAPK9, MAP2K2, BAK1, BCL2, CAPN1, CASP9, TNFRSF10B"
"Retrograde endocannabinoid signaling",0,0,0.002,147,23,"GNB5, ADCY3, ADCY9, CNR1, MAPK14, FAAH, RIMS1, GNB1, GNGT1, ITPR2, KCNJ5, NDUFA9, NDUFB1, NDUFS2, NDUFS5, NDUFS8, PRKCA, PRKCB, MAPK11, MAPK9, NDUFA4L2, SLC17A7, CACNA1A"
"Neuroactive ligand-receptor interaction",0,0.001,0.007,277,33,"CALCRL, NPFFR2, CNR1, CNR2, ADRA1D, ADRA1B, ADRA2A, ADRB1, GPR156, AGTR2, F2, FSHR, GALR1, GHRHR, GHSR, GNRHR, GRID2, GRIN2B, NR3C1, GRM3, GRM7, GZMA, HCRTR1, HRH1, HTR1E, LHCGR, NPY2R, P2RY1, AVPR2, NPY4R, SCTR, LPAR2, GABBR2"
"Oocyte meiosis",0,0.001,0.009,121,19,"ADCY3, ADCY9, ITPR2, PGR, PPP1CA, PPP2CA, PPP2R1A, PPP2R1B, PPP2R5C, PPP3R1, RPS6KA2, YWHAE, CAMK2D, CAMK2G, SMC1A, BTRC, SMC3, CDC20, RBX1"
"cAMP signaling pathway",0,0.001,0.01,198,26,"ADCY3, ADCY9, CREB3L4, ADRB1, FSHR, GHSR, GLI1, GLI3, GRIN2B, HTR1E, PPP1R12A, NFATC1, NFKBIA, PDE3A, PDE4B, PIK3CD, PPP1CA, MAPK9, MAP2K2, RAC1, RAC3, CAMK2D, CAMK2G, PPP1R1B, HCAR3, GABBR2"
"Apoptosis - multiple species",0,0.001,0.014,33,9,"BBC3, HTRA2, BIRC2, CYCS, MAPK9, BAK1, BCL2, CASP9, BECN1"
"Long-term potentiation",0,0.002,0.018,67,13,"GRIN2B, ITPR2, ATF4, NRAS, PPP1CA, PPP1R1A, PPP3R1, PRKCA, PRKCB, MAP2K2, RPS6KA2, CAMK2D, CAMK2G"
"VEGF signaling pathway",0,0.002,0.021,59,12,"MAPK14, HSPB1, NRAS, PIK3CD, PPP3R1, PRKCA, PRKCB, MAPK11, MAP2K2, RAC1, RAC3, CASP9"
"Tyrosine metabolism",0,0.002,0.024,35,9,"ADH1A, ADH6, ADH7, COMT, DBH, ALDH3A1, AOC2, MAOB, AOC3"
"Neurotrophin signaling pathway",0,0.002,0.025,119,18,"MAPK14, FOXO3, ABL1, ATF4, NFKBIA, NRAS, PIK3CD, MAPK11, MAPK9, MAP2K2, MAP2K5, PSEN1, RAC1, BCL2, RPS6KA2, YWHAE, CAMK2D, CAMK2G"
