"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"NOD-like receptor signaling pathway",0,0,0,166,12,"NAMPT, GABARAP, CTSB, GBP1, GBP2, IL1B, NFKB1, OAS2, OAS3, CCL5, STAT1, TXN"
"NF-kappa B signaling pathway",0,0,0.001,93,9,"DDX58, ICAM1, IL1B, CCL4L1, NFKB1, NFKB2, PTGS2, TRAF1, CD40"
"Hematopoietic cell lineage",0,0,0.001,94,9,"IL1A, IL1B, ITGAM, TFRC, CD1A, CD1C, CD9, CD36, CD44"
"Ferroptosis",0,0.001,0.003,40,6,"ACSL1, ACSL4, FTH1, FTL, HMOX1, TFRC"
"Phagosome",0,0.001,0.005,147,10,"CD209, HLA-A, HLA-B, ITGAM, ITGB2, MRC1, NCF2, ATP6AP1, TFRC, CD36"
"Osteoclast differentiation",0,0.002,0.01,127,9,"IL1A, IL1B, LCP2, NCF2, NFKB1, NFKB2, ACP5, STAT1, SQSTM1"
"Necroptosis",0,0.002,0.012,162,10,"FTH1, FTL, IL1A, IL1B, PLA2G4A, EIF2AK2, STAT1, STAT5A, CAMK2D, SQSTM1"
"Toll-like receptor signaling pathway",0,0.002,0.016,104,8,"IL1B, IRF5, CCL4L1, NFKB1, CCL3, CCL5, STAT1, CD40"
"Cell adhesion molecules (CAMs)",0,0.002,0.019,137,9,"GLG1, CD274, HLA-A, HLA-B, ICAM1, ITGAM, ITGB2, PECAM1, CD40"
"TNF signaling pathway",0.001,0.012,0.133,108,7,"ICAM1, IL1B, NFKB1, PTGS2, CCL5, CCL20, TRAF1"
"Complement and coagulation cascades",0.001,0.012,0.136,78,6,"ITGAM, ITGAX, ITGB2, SERPINB2, PLAUR, VTN"
"Natural killer cell mediated cytotoxicity",0.001,0.025,0.303,124,7,"FCER1G, HLA-A, HLA-B, ICAM1, ITGB2, LCP2, CD48"
"Cytosolic DNA-sensing pathway",0.001,0.027,0.35,63,5,"DDX58, IL1B, CCL4L1, NFKB1, CCL5"
