"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Lysosome",0,0,0,122,13,"NPC2, CLTA, CTSB, CTSH, CTSZ, GM2A, IGF2R, LIPA, ATP6AP1, ACP5, PPT1, LGMN, CD63"
"NOD-like receptor signaling pathway",0,0.001,0.002,166,12,"NAMPT, GABARAP, CTSB, GBP1, GBP2, IL1B, NFKB1, OAS2, OAS3, CCL5, STAT1, TXN"
"NF-kappa B signaling pathway",0,0.001,0.002,93,9,"DDX58, ICAM1, IL1B, CCL4L1, NFKB1, NFKB2, PTGS2, TRAF1, CD40"
"Hematopoietic cell lineage",0,0.001,0.003,94,9,"IL1A, IL1B, ITGAM, TFRC, CD1A, CD1C, CD9, CD36, CD44"
"Ferroptosis",0,0.001,0.006,40,6,"ACSL1, ACSL4, FTH1, FTL, HMOX1, TFRC"
"Phagosome",0,0.003,0.017,147,10,"CD209, HLA-A, HLA-B, ITGAM, ITGB2, MRC1, NCF2, ATP6AP1, TFRC, CD36"
"Osteoclast differentiation",0,0.004,0.029,127,9,"IL1A, IL1B, LCP2, NCF2, NFKB1, NFKB2, ACP5, STAT1, SQSTM1"
"Necroptosis",0,0.004,0.038,162,10,"FTH1, FTL, IL1A, IL1B, PLA2G4A, EIF2AK2, STAT1, STAT5A, CAMK2D, SQSTM1"
"Toll-like receptor signaling pathway",0,0.004,0.04,104,8,"IL1B, IRF5, CCL4L1, NFKB1, CCL3, CCL5, STAT1, CD40"
"Cell adhesion molecules (CAMs)",0,0.005,0.051,137,9,"GLG1, CD274, HLA-A, HLA-B, ICAM1, ITGAM, ITGB2, PECAM1, CD40"
"Endocytosis",0,0.006,0.063,241,12,"EHD1, CLTA, DAB2, EHD4, HLA-A, HLA-B, IGF2R, PML, SRC, TFRC, CBL, SNX3"
"Complement and coagulation cascades",0.001,0.022,0.272,78,6,"ITGAM, ITGAX, ITGB2, SERPINB2, PLAUR, VTN"
"TNF signaling pathway",0.001,0.022,0.291,108,7,"ICAM1, IL1B, NFKB1, PTGS2, CCL5, CCL20, TRAF1"
"Cytosolic DNA-sensing pathway",0.003,0.042,0.624,63,5,"DDX58, IL1B, CCL4L1, NFKB1, CCL5"
"Natural killer cell mediated cytotoxicity",0.003,0.042,0.645,124,7,"FCER1G, HLA-A, HLA-B, ICAM1, ITGB2, LCP2, CD48"
"Tryptophan metabolism",0.003,0.042,0.67,39,4,"IL4I1, IDO1, KMO, KYNU"
"HIF-1 signaling pathway",0.004,0.051,0.875,98,6,"HK2, HMOX1, NFKB1, PFKFB3, TFRC, CAMK2D"
"AGE-RAGE signaling pathway in diabetic complications",0.004,0.051,0.921,99,6,"ICAM1, IL1A, IL1B, NFKB1, STAT1, STAT5A"
"Type I diabetes mellitus",0.004,0.051,0.961,43,4,"HLA-A, HLA-B, IL1A, IL1B"
"PPAR signaling pathway",0.004,0.053,1,72,5,"FABP4, FABP5, ACSL1, ACSL4, CD36"
"Antigen processing and presentation",0.004,0.053,1,71,5,"CTSB, HLA-A, HLA-B, LGMN, CD74"
"Chemokine signaling pathway",0.006,0.071,1,183,8,"HCK, CCL4L1, NFKB1, CCL3, CCL5, CCL20, SRC, STAT1"
"Mineral absorption",0.007,0.077,1,51,4,"FTH1, FTL, HMOX1, MT2A"
"Antifolate resistance",0.011,0.115,1,31,3,"IL1B, NFKB1, GGH"
"Fructose and mannose metabolism",0.013,0.131,1,33,3,"HK2, PFKFB3, FBP2"
"Alanine, aspartate and glutamate metabolism",0.015,0.146,1,35,3,"IL4I1, GFPT1, GLS"
"Fatty acid biosynthesis",0.016,0.146,1,13,2,"ACSL1, ACSL4"
"Adipocytokine signaling pathway",0.02,0.175,1,69,4,"ACSL1, ACSL4, NFKB1, CD36"
"Prolactin signaling pathway",0.021,0.175,1,70,4,"NFKB1, SRC, STAT1, STAT5A"
"RIG-I-like receptor signaling pathway",0.021,0.175,1,70,4,"DDX58, NFKB1, IFIH1, ISG15"
"Leukocyte transendothelial migration",0.023,0.181,1,107,5,"ICAM1, ITGAM, ITGB2, NCF2, PECAM1"
"Cellular senescence",0.032,0.248,1,158,6,"HLA-A, HLA-B, IL1A, NFKB1, ZFP36L1, SQSTM1"
"Fatty acid metabolism",0.035,0.268,1,48,3,"ACSL1, ACSL4, PPT1"
"ErbB signaling pathway",0.039,0.287,1,85,4,"SRC, STAT5A, CAMK2D, CBL"
"IL-17 signaling pathway",0.047,0.333,1,90,4,"IL1B, NFKB1, PTGS2, CCL20"
"Apoptosis",0.054,0.373,1,136,5,"CTSB, CTSH, CTSZ, NFKB1, TRAF1"
"VEGF signaling pathway",0.057,0.373,1,58,3,"PLA2G4A, PTGS2, SRC"
"Inflammatory mediator regulation of TRP channels",0.057,0.373,1,96,4,"IL1B, PLA2G4A, SRC, CAMK2D"
"D-Glutamine and D-glutamate metabolism",0.059,0.377,1,4,1,"GLS"
"Non-alcoholic fatty liver disease (NAFLD)",0.062,0.384,1,141,5,"IL1A, IL1B, NDUFA4, NDUFA10, NFKB1"
"Mitophagy - animal",0.069,0.422,1,63,3,"GABARAP, SRC, SQSTM1"
"Phenylalanine, tyrosine and tryptophan biosynthesis",0.073,0.423,1,5,1,"IL4I1"
"Neomycin, kanamycin and gentamicin biosynthesis",0.073,0.423,1,5,1,"HK2"
"Insulin resistance",0.076,0.423,1,106,4,"GFPT1, NFKB1, PTPN1, CD36"
"Fc epsilon RI signaling pathway",0.078,0.423,1,66,3,"FCER1G, LCP2, PLA2G4A"
"Th17 cell differentiation",0.078,0.423,1,107,4,"IL1B, NFKB1, STAT1, STAT5A"
"Cytokine-cytokine receptor interaction",0.107,0.566,1,266,7,"IL1A, IL1B, CCL4L1, CCL3, CCL5, CCL20, CD40"
"Platelet activation",0.11,0.571,1,121,4,"FCER1G, LCP2, PLA2G4A, SRC"
"Riboflavin metabolism",0.115,0.582,1,8,1,"ACP5"
