"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Endocytosis",0,0,0,238,102,"Ldlrap1, Arap3, Vps37c, Arrb1, Ap2a1, Ap2a2, Arf1, Arf3, Arf5, Rhoa, Capza1, Capza2, Cdc42, Cxcr4, Ccr5, Epn1, Epn2, Acap3, Grk4, Grk5, H2-D1, H2-K1, H2-L, H2-M3, H2-Q4, H2-T10, H2-T23, H2-T24, Il2ra, Il2rg, Kif5a, Kif5b, Kif5c, Smad3, Mdm2, Rab8a, Pip5k1c, Pip5k1b, Prkci, Pld1, Pld2, Pml, Cyth1, Rab10, Rab22a, Rab5b, Rab5c, Hspa1a, Src, Cblb, Arfgef1, Asap2, Agap3, Rab11fip3, Psd4, Arrb2, Tgfbr1, Snx32, Sh3glb2, Zfyve9, Asap3, Iqsec1, Iqsec2, Ehd2, Grk6, Git2, Rab5a, Snf8, Fam21, Bin1, A230046K03Rik, Zfyve27, Vps37b, Agap1, Sh3glb1, Pard6a, Sh3kbp1, Pard6b, Vta1, Smurf2, 2610002M06Rik, Chmp1b, Ccdc53, Rnf41, Arpc5, Snx2, Chmp2a, Vps26b, Stambp, Ap2b1, Ist1, Snx6, Mvb12b, Wasl, Rab11fip2, Chmp4b, Rab11fip1, Arpc2, Chmp5, Rbsn, Ehd4, Arfgef2"
"RIG-I-like receptor signaling pathway",0,0,0,52,33,"Isg15, Atg5, Casp8, Fadd, Cxcl10, Nfkb1, Nfkbia, Nfkbib, Rela, Tank, Trim25, Tnf, Traf2, Traf3, Mavs, Ddx58, Map3k1, Map3k7, Mapk14, Mapk8, Mapk9, Nlrx1, Azi2, Irf7, Irf3, Otud5, Tbk1, Ikbke, Sike1, Ifih1, Tbkbp1, Cyld, Dhx58"
"Osteoclast differentiation",0,0,0,119,57,"Akt1, Akt2, Btk, Socs3, Socs1, Csf1, Fcgr1, Fos, Fyn, Lilrb4a, Ifnar1, Ifnar2, Ifngr1, Irf9, Itgb3, Jak1, Jun, Junb, Jund, Lck, Lcp2, Mitf, Nfatc2, Nfkb1, Nfkb2, Nfkbia, Pik3ca, Pik3cd, Pik3r1, Pik3r2, Pirb, Ppp3ca, Ppp3cb, Ppp3r1, Sirpa, Rela, Stat1, Stat2, Tgfbr1, Tnf, Tnfrsf11a, Tnfrsf1a, Traf2, Akt3, Fcgr4, Map2k1, Map2k7, Map3k7, Mapk14, Mapk8, Mapk9, Map3k14, Tyk2, Tab1, Sirpb1b, Tab2, Cyld"
"MAPK signaling pathway",0,0,0,211,101,"Arrb1, Raf1, Akt1, Akt2, Cacna1a, Cacnb1, Cacnb2, Casp3, Cdc25b, Cdc42, Crk, Crkl, Daxx, Gadd45a, Dusp2, Egf, Elk1, Fas, Fos, Gna12, Gng12, Jun, Jund, Kras, Rac3, Mapkapk2, Max, Mef2c, Mknk2, Mras, Gadd45b, Nfatc3, Nfkb1, Nfkb2, Nlk, Nras, Prkaca, Pla2g4a, Ppm1b, Ppp3ca, Ppp3cb, Ppp3r1, Ppp5c, Mapk8ip1, Dusp1, Hspa1a, Rasgrp2, Rela, Rps6ka1, Rras, Sos1, Sos2, Rap1b, Arrb2, Tgfbr1, Rasa1, Tnf, Tnfrsf1a, Traf2, Map4k3, Akt3, Gadd45g, Mapk7, Cacna1i, Rasgrp3, Dusp5, Map2k1, Map2k4, Map2k7, Map3k1, Map3k11, Map3k12, Map3k2, Map3k3, Map3k4, Map3k7, Map3k8, Map4k2, Mapk14, Mapk8, Mapk9, Ecsit, Flnb, Mapk8ip3, Cacna2d4, Ptpn7, Taok3, Map3k6, Map3k14, Stk3, Dusp10, Zak, Tab1, Dusp6, Tab2, Flnc, Dusp16, Dusp3, Rps6ka5, Dusp9, Rapgef2"
"Chemokine signaling pathway",0,0,0,155,70,"Arrb1, Raf1, Adcy7, Adcy9, Akt1, Akt2, Rhoa, Cdc42, Cxcr3, Cxcr4, Ccr1, Ccr1l1, Ccr5, Ccr7, Crk, Crkl, Elmo1, Ptk2, Gnb1, Gnb4, Gnb5, Gng12, Grk4, Grk5, Hck, Cxcl10, Jak2, Kras, Lyn, Cxcl9, Nfkb1, Nfkbia, Nfkbib, Nras, Pik3ca, Pik3cd, Pik3r1, Pik3r2, Prkaca, Plcb3, Ptk2b, Rasgrp2, Rela, Rock1, Rock2, Ccl12, Ccl3, Ccl4, Ccl5, Ccl7, Ccl8, Ccl9, Shc1, Sos1, Sos2, Src, Stat1, Stat2, Stat3, Stat5b, Rap1b, Arrb2, Tiam1, Vav2, Akt3, Grk6, Map2k1, Foxo3, Wasl, Cxcr6"
"Autophagy - animal",0,0,0,122,73,"Atg14, Raf1, Akt1, Akt2, Atg5, Bcl2, Bnip3, Rb1cc1, Cflar, Dapk3, Eif2ak3, Hif1a, Itpr1, Kras, Lamp2, Mtmr4, Mras, Nras, Igbp1, Pdpk1, Pik3ca, Pik3cd, Pik3r1, Pik3r2, Prkaca, Ppp2ca, Pten, Rab33b, Rras, Camkk2, Stk11, Atg9b, Zfyve1, Ulk1, Vamp8, Pik3c3, Ambra1, Atg4d, Akt3, Atg4c, Map2k1, Map3k7, Mapk8, Mapk9, Eif2ak4, Ulk2, Atg2a, Atg13, Rragd, Wipi1, Rragc, Sh3glb1, Becn1, Mlst8, Supt20, Gabarapl1, Tsc1, Snap29, Akt1s1, Stx17, Atg3, Atg101, Trp53inp2, Dapk1, Atg16l2, Atg7, Wipi2, Atg2b, Atg16l1, Uvrag, Ern1, Mtmr14, Deptor"
"Cellular senescence",0,0,0,159,76,"Traf3ip2, Fbxw11, Raf1, Akt1, Akt2, Atm, Zfp36l1, Zfp36l2, Capn2, Ccna2, Ccnd2, Ccne2, Cdc25a, Cdk2, Cdkn1a, Cdkn2b, Gadd45a, E2f1, E2f5, Foxm1, H2-D1, H2-K1, H2-L, H2-M3, H2-Q4, H2-T10, H2-T23, H2-T24, Hus1, Il6, Itpr1, Itpr2, Kras, Smad3, Mapkapk2, Mdm2, Mras, Gadd45b, Nfatc2, Nfatc3, Nfkb1, Nras, Pik3ca, Pik3cd, Pik3r1, Pik3r2, Serpine1, Ppp1cc, Ppp3ca, Ppp3cb, Ppp3r1, Pten, Rad1, Rad50, Rad9a, Rb1, Rbl1, Rbl2, Rela, Rras, Mcu, Lin52, Tgfbr1, Vdac3, Akt3, Ets1, Gadd45g, E2f2, Map2k1, Mapk14, Chek2, Foxo1, Foxo3, Tsc1, Ppid, Sirt1"
"AMPK signaling pathway",0,0,0,108,53,"Prkab2, Prkag2, Akt1, Akt2, Cab39, Ccna2, Cpt1a, Creb3, Eef2k, Fasn, Gys1, Insr, Lipe, Pfkfb3, Rab8a, Pdpk1, Pfkfb2, Pfkl, Pfkm, Pik3ca, Pik3cd, Pik3r1, Pik3r2, Ppp2ca, Prkab1, Prkag1, Rab10, Scd2, Camkk2, Creb3l2, Stk11, Ppp2r5d, Ulk1, Ppp2r5a, Stradb, Creb5, Akt3, Map3k7, Pfkfb4, Ppp2r1a, Pfkp, Foxo1, Foxo3, Mlycd, Tbc1d1, Tsc1, Akt1s1, Adipor2, Cab39l, Ppp2r2a, Adipor1, Pck2, Sirt1"
"Mitophagy - animal",0,0,0,61,38,"Usp30, Atg5, Bnip3, Bnip3l, Csnk2a1, Csnk2b, E2f1, Eif2ak3, Usp15, Hif1a, Jun, Kras, Mitf, Mras, Cited2, Nbr1, Nras, Rela, Rras, Sp1, Src, Atg9b, Tfeb, Rhot2, Ulk1, Ambra1, Tbc1d17, Mapk8, Mapk9, Tax1bp1, Becn1, Tbk1, Foxo3, Gabarapl1, Rhot1, Fis1, Pink1, Optn"
"Phosphatidylinositol signaling system",0,0,0,90,48,"Inpp5f, Synj1, Dgkz, Pip4k2b, Pip4k2c, Dgka, Inpp1, Inpp5b, Inpp5d, Itpr1, Itpr2, Mtmr4, Mtm1, Pik3c2a, Pik3ca, Pik3cd, Pik3r1, Pik3r2, Pikfyve, Pip5k1c, Pip5k1b, Plcb3, Plcg1, Inpp5k, Pten, Synj2, Inpp5a, Itpk1, Tmem55b, Mtmr6, Pik3c3, Dgkd, Ppip5k2, Ip6k1, Itpkb, Ppip5k1, Dgkh, Inpp5e, Pi4k2b, Ipmk, Plcd3, Tmem55a, Cds1, Ippk, Ip6k2, Sacm1l, Pi4k2a, Mtmr14"
