"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Spliceosome",0,0,0,120,27,"Sf3b3, Snrpd2, Hspa8, Magoh, Srsf3, Snrpc, Snrpb, Snrpd1, Snrpe, Dhx8, Hnrnpa3, Sf3b2, Snrnp200, Plrg1, Ddx39b, Isy1, Rbm8a, Sf3b6, Sf3b5, Lsm5, Snrpd3, Sf3a1, Snrpg, Phf5a, Snrpa1, Sf3a3, Sf3b1"
"RNA transport",0,0,0,146,20,"Nup107, Xpo1, Eif4g2, Kpnb1, Nxf7, Magoh, Nup62, Casc3, Ran, Rasl2-9, Rnps1, Nup98, Thoc6, Nup85, Nxf1, Ddx39b, Rbm8a, Eif3f, Rpp25l, Seh1l"
"Proteasome",0,0,0,44,23,"Psma2, Psma3, Psmb1, Psmb4, Psmb6, Psmc1, Psmc3, Psmc5, Psmd2, Psmd3, Psmc4, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmd14, Psmd6, Pomp, Psmc6, Psmd11, Psmd1"
"Pyrimidine metabolism",0.001,0.039,0.192,87,11,"Polr2a, Tk1, Polr2b, Nme6, Nme4, Polr2g, Polr2d, Polr2f, Cant1, Nme3, Uck2"
"Ribosome biogenesis in eukaryotes",0.001,0.039,0.196,74,10,"Imp3, Xpo1, Utp15, Nxf7, Ran, Rasl2-9, Fbll1, Nxf1, Gar1, Rpp25l"
"Osteoclast differentiation",0.001,0.039,0.249,118,13,"Acp5, Ctsk, Fyn, Ikbkg, Il1a, Jund, Pik3ca, Ppp3r1, Spi1, Oscar, Mapk13, Tab1, Pik3cb"
"PPAR signaling pathway",0.001,0.039,0.298,78,10,"Fabp4, Cpt1a, Gk, Pdpk1, Ppard, Rxrg, Scd1, Acsl6, Slc27a2, Cyp4a12a"
"AMPK signaling pathway",0.001,0.039,0.315,121,13,"Cpt1a, Ins1, Pdpk1, Pfkfb1, Pik3ca, Prkag1, Scd1, Creb3l3, Foxo3, Strada, Adipor1, Pik3cb, Creb3l4"
"mRNA surveillance pathway",0.001,0.04,0.362,80,10,"Nxf7, Magoh, Casc3, Rnps1, Cpsf7, Cpsf6, Nxf1, Ddx39b, Pabpn1, Rbm8a"
"RNA polymerase",0.002,0.04,0.408,22,5,"Polr2a, Polr2b, Polr2g, Polr2d, Polr2f"
"Toll-like receptor signaling pathway",0.002,0.04,0.438,96,11,"Tirap, Ctsk, Ifna5, Ifna6, Ifnab, Ikbkg, Pik3ca, Mapk13, Irak4, Tab1, Pik3cb"
"Longevity regulating pathway",0.003,0.062,0.745,88,10,"Ins1, Pik3ca, Prkaca, Prkag1, Creb3l3, Sesn2, Foxo3, Adipor1, Pik3cb, Creb3l4"
"Insulin resistance",0.003,0.064,0.829,104,11,"Cpt1a, Ins1, Nos3, Pdpk1, Pik3ca, Prkce, Prkag1, Creb3l3, Slc27a2, Pik3cb, Creb3l4"
"Estrogen signaling pathway",0.004,0.068,0.953,91,10,"Gnao1, Hspa8, Kcnj5, Nos3, Pik3ca, Prkaca, Creb3l3, Hsp90b1, Pik3cb, Creb3l4"
"Relaxin signaling pathway",0.005,0.082,1,125,12,"Gnao1, Nos1, Nos3, Pik3ca, Prkaca, Creb3l3, Vegfa, Vegfb, Insl5, Mapk13, Pik3cb, Creb3l4"
"PI3K-Akt signaling pathway",0.006,0.091,1,322,23,"Col2a1, Fgf12, Ifna5, Ifna6, Ifnab, Ikbkg, Ins1, Itga5, Itga7, Itgav, Ngfr, Nos3, Pdpk1, Pik3ca, Creb3l3, Hsp90b1, Vegfa, Vegfb, Foxo3, Lpar3, Pik3cb, Creb3l4, Tnxb"
"mTOR signaling pathway",0.006,0.091,1,145,13,"Prr5, Dvl2, Ins1, Pdpk1, Pik3ca, Slc7a5, Wnt9b, Sesn2, Atp6v1g3, Telo2, Seh1l, Strada, Pik3cb"
"VEGF signaling pathway",0.008,0.113,1,57,7,"Nos3, Pik3ca, Ppp3r1, Vegfa, Mapk13, Pla2g4f, Pik3cb"
"Longevity regulating pathway - multiple species",0.011,0.139,1,60,7,"Hspa8, Ins1, Pik3ca, Prkaca, Prkag1, Foxo3, Pik3cb"
"Protein export",0.011,0.139,1,22,4,"Srp68, Sec61a1, Sec11a, Sec61a2"
"FoxO signaling pathway",0.015,0.182,1,128,11,"Plk3, Ins1, Pdpk1, Pik3ca, Plk1, Prkag1, Mapk13, Ep300, Foxo4, Foxo3, Pik3cb"
"Fc epsilon RI signaling pathway",0.016,0.184,1,65,7,"Fyn, Il13, Pdpk1, Pik3ca, Mapk13, Pla2g4f, Pik3cb"
"Adipocytokine signaling pathway",0.02,0.202,1,68,7,"Cpt1a, Ikbkg, Prkag1, Rxrg, Acsl6, Tnfrsf1b, Adipor1"
"Regulation of lipolysis in adipocytes",0.02,0.202,1,53,6,"Fabp4, Ins1, Pik3ca, Prkaca, Pnpla2, Pik3cb"
"Cytokine-cytokine receptor interaction",0.021,0.202,1,243,17,"Cxcr4, Ifna5, Ifna6, Ifnab, Il10ra, Il13, Il1a, Xcl1, Ngfr, Tnfrsf1b, Cd27, Tnfsf12, Cd70, Vegfa, Vegfb, Tnfrsf12a, Ppbp"
"AGE-RAGE signaling pathway in diabetic complications",0.021,0.202,1,100,9,"Il1a, Nos3, Pik3ca, Prkce, Vegfa, Vegfb, Mapk13, Nox4, Pik3cb"
"Purine metabolism",0.024,0.217,1,154,12,"Polr2a, Ppat, Polr2b, Nme6, Nme4, Polr2g, Ak8, Polr2d, Polr2f, Cant1, Nme3, Allc"
"Progesterone-mediated oocyte maturation",0.025,0.221,1,87,8,"Ins1, Mad1l1, Pik3ca, Prkaca, Plk1, Cpeb2, Mapk13, Pik3cb"
"cGMP-PKG signaling pathway",0.026,0.221,1,156,12,"Adra1b, Adra2b, Myh7, Ins1, Kcnma1, Mef2b, Mef2c, Nos3, Prkce, Ppp3r1, Creb3l3, Creb3l4"
"Vasopressin-regulated water reabsorption",0.027,0.226,1,42,5,"Arhgdig, Prkaca, Creb3l3, Dync1li1, Creb3l4"
"TNF signaling pathway",0.029,0.233,1,106,9,"Cebpb, Ikbkg, Pik3ca, Creb3l3, Tnfrsf1b, Mapk13, Tab1, Pik3cb, Creb3l4"
"Focal adhesion",0.031,0.244,1,179,13,"Cav3, Col2a1, Fyn, Itga5, Itga7, Itgav, Myl2, Pdpk1, Pik3ca, Vegfa, Vegfb, Pik3cb, Tnxb"
"HIF-1 signaling pathway",0.044,0.328,1,97,8,"Aldoa, Arnt, Ins1, Nos3, Pik3ca, Vegfa, Ep300, Pik3cb"
"Vascular smooth muscle contraction",0.045,0.328,1,115,9,"Adra1b, Kcnma1, Prkaca, Prkce, Pla2g1b, Avpr1b, Pla2g4f, Cyp4a12a, Pla2g12b"
"Glucagon signaling pathway",0.047,0.328,1,98,8,"Cpt1a, Pfkfb1, Prkaca, Ppp3r1, Prkag1, Creb3l3, Ep300, Creb3l4"
"Neurotrophin signaling pathway",0.047,0.328,1,116,9,"Irak2, Arhgdig, Ngfr, Pdpk1, Pik3ca, Mapk13, Irak4, Foxo3, Pik3cb"
"Aldosterone-regulated sodium reabsorption",0.058,0.377,1,36,4,"Ins1, Pdpk1, Pik3ca, Pik3cb"
"MAPK signaling pathway",0.059,0.377,1,236,15,"Fgf12, Hspa8, Ikbkg, Il1a, Jund, Mef2c, Prkaca, Ppp3r1, Ppp5c, Ptprr, Rasgrp4, Mapk13, Pla2g4f, Tab1, Cacng8"
"Cytosolic DNA-sensing pathway",0.06,0.377,1,52,5,"Ifna5, Ifna6, Ifnab, Ikbkg, Polr2f"
"Ras signaling pathway",0.061,0.377,1,217,14,"Fgf12, Ikbkg, Ins1, Ngfr, Pik3ca, Prkaca, Pla2g1b, Vegfa, Vegfb, Rasgrp4, Pla2g4f, Foxo4, Pla2g12b, Pik3cb"
"Oxytocin signaling pathway",0.068,0.411,1,143,10,"Gnao1, Kcnj5, Mef2c, Nos3, Prkaca, Ppp3r1, Prkag1, Camk1g, Pla2g4f, Cacng8"
"Natural killer cell mediated cytotoxicity",0.071,0.421,1,107,8,"Fyn, Ifna5, Ifna6, Ifnab, Itgb2l, Pik3ca, Ppp3r1, Pik3cb"
"alpha-Linolenic acid metabolism",0.073,0.421,1,24,3,"Pla2g1b, Pla2g4f, Pla2g12b"
"Cholinergic synapse",0.081,0.456,1,110,8,"Chrm4, Fyn, Gnao1, Pik3ca, Prkaca, Creb3l3, Pik3cb, Creb3l4"
"ECM-receptor interaction",0.085,0.473,1,75,6,"Col2a1, Itga5, Itga7, Itgav, Sdc4, Tnxb"
"Thyroid hormone signaling pathway",0.087,0.473,1,112,8,"Kat2a, Itgav, Pdpk1, Pik3ca, Prkaca, Rxrg, Ep300, Pik3cb"
"Platelet activation",0.102,0.539,1,116,8,"Fyn, Nos3, Pik3ca, Prkaca, Tbxa2r, Mapk13, Pla2g4f, Pik3cb"
"Melanogenesis",0.106,0.54,1,98,7,"Dvl2, Gnao1, Prkaca, Creb3l3, Wnt9b, Ep300, Creb3l4"
"T cell receptor signaling pathway",0.11,0.54,1,99,7,"Fyn, Ikbkg, Pdpk1, Pik3ca, Ppp3r1, Mapk13, Pik3cb"
"Linoleic acid metabolism",0.111,0.54,1,45,4,"Cyp3a13, Pla2g1b, Pla2g4f, Pla2g12b"
"Type II diabetes mellitus",0.111,0.54,1,45,4,"Ins1, Pik3ca, Prkce, Pik3cb"
"RIG-I-like receptor signaling pathway",0.114,0.542,1,63,5,"Ifna5, Ifna6, Ifnab, Ikbkg, Mapk13"
"Adrenergic signaling in cardiomyocytes",0.115,0.542,1,139,9,"Adra1b, Myh7, Myl2, Prkaca, Creb3l3, Tpm1, Mapk13, Creb3l4, Cacng8"
"Rap1 signaling pathway",0.127,0.586,1,203,12,"Arap3, Fgf12, Gnao1, Ins1, Itgb2l, Ngfr, Pik3ca, Vegfa, Vegfb, Mapk13, Lpar3, Pik3cb"
"Arginine biosynthesis",0.152,0.687,1,17,2,"Nos1, Nos3"
"Prolactin signaling pathway",0.157,0.695,1,70,5,"Ins1, Pik3ca, Mapk13, Foxo3, Pik3cb"
"Calcium signaling pathway",0.162,0.695,1,171,10,"Adra1b, Cckbr, Gnal, Nos1, Nos3, Prkaca, Ppp3r1, Tbxa2r, Avpr1b, Cysltr1"
"IL-17 signaling pathway",0.162,0.695,1,90,6,"Cebpb, Ikbkg, Il13, Jund, Hsp90b1, Mapk13"
"Olfactory transduction",0.166,0.701,1,1000,47,"Gnal, Olfr78, Olfr2, Olfr31, Prkaca, Olfr1089, Olfr1028, Olfr1318, Olfr566, Olfr624, Olfr506, Olfr1412, Olfr113, Olfr518, Olfr1145, Olfr186, Olfr1350, Olfr462, Olfr887, Olfr450, Olfr694, Olfr716, Olfr972, Olfr736, Olfr1441, Olfr262, Olfr398, Olfr433, Olfr599, Olfr1408, Olfr1502, Olfr665, Olfr640, Olfr975, Olfr1341, Olfr985, Olfr898, Olfr802, Olfr352, Olfr457, Olfr394, Olfr520, Olfr549, Olfr570, Olfr670, Olfr592, Olfr480"
"Oocyte meiosis",0.174,0.717,1,112,7,"Smc3, Ins1, Prkaca, Plk1, Ppp3r1, Cpeb2, Smc1a"
"Apelin signaling pathway",0.177,0.717,1,133,8,"Mef2b, Mef2c, Myl2, Nos1, Nos3, Prkaca, Prkce, Prkag1"
"Regulation of actin cytoskeleton",0.179,0.717,1,196,11,"Chrm4, Fgf12, Ins1, Itga5, Itga7, Itgav, Itgb2l, Myl2, Pik3ca, Arhgef7, Pik3cb"
"Inflammatory mediator regulation of TRP channels",0.191,0.741,1,115,7,"Pik3ca, Prkaca, Prkce, Mapk13, Pla2g4f, Cyp4a12a, Pik3cb"
"Sphingolipid signaling pathway",0.191,0.741,1,115,7,"Fyn, Nos3, Pdpk1, Pik3ca, Prkce, Mapk13, Pik3cb"
"Phagosome",0.208,0.787,1,160,9,"C3, Itga5, Itgav, Itgb2l, Nos1, Dync1li1, Atp6v1g3, Sec61a1, Sec61a2"
"Wnt signaling pathway",0.208,0.787,1,139,8,"Dvl2, Prkaca, Ppard, Ppp3r1, Wnt9b, Ep300, Bambi, Nkd2"
"Cell cycle",0.226,0.839,1,121,7,"Smc3, Mad1l1, Plk1, Rad21, Wee1, Smc1a, Ep300"
"Aldosterone synthesis and secretion",0.244,0.88,1,82,5,"Prkaca, Prkce, Creb3l3, Camk1g, Creb3l4"
"Insulin secretion",0.244,0.88,1,82,5,"Ins1, Kcnma1, Prkaca, Creb3l3, Creb3l4"
"Jak-STAT signaling pathway",0.253,0.888,1,147,8,"Ifna5, Ifna6, Ifnab, Il10ra, Il13, Pik3ca, Ep300, Pik3cb"
"Dopaminergic synapse",0.257,0.888,1,126,7,"Gnal, Gnao1, Kcnj5, Prkaca, Creb3l3, Mapk13, Creb3l4"
"Fatty acid degradation",0.257,0.888,1,43,3,"Cpt1a, Acsl6, Cyp4a12a"
"Chemokine signaling pathway",0.266,0.889,1,171,9,"Cxcr4, Ikbkg, Xcl1, Pik3ca, Prkaca, Prex1, Foxo3, Ppbp, Pik3cb"
"Leukocyte transendothelial migration",0.266,0.889,1,106,6,"Cxcr4, Itgb2l, Myl2, Pik3ca, Mapk13, Pik3cb"
"Ether lipid metabolism",0.268,0.889,1,44,3,"Pla2g1b, Pla2g4f, Pla2g12b"
"Glycerophospholipid metabolism",0.283,0.919,1,87,5,"Pla2g1b, Ptdss1, Pla2g4f, Pla2g12b, Mboat7"
"Riboflavin metabolism",0.284,0.919,1,8,1,"Acp5"
"B cell receptor signaling pathway",0.312,0.987,1,69,4,"Ikbkg, Pik3ca, Ppp3r1, Pik3cb"
"Notch signaling pathway",0.313,0.987,1,48,3,"Dvl2, Kat2a, Ep300"
"Thyroid hormone synthesis",0.321,0.995,1,70,4,"Prkaca, Creb3l3, Hsp90b1, Creb3l4"
"Drug metabolism - other enzymes",0.324,0.995,1,49,3,"Tk1, Ugt1a9, Uck2"
"Cardiac muscle contraction",0.331,0.995,1,71,4,"Myh7, Myl2, Tpm1, Cacng8"
"Phospholipase D signaling pathway",0.335,0.995,1,138,7,"Fyn, Ins1, Pik3ca, Avpr1b, Pla2g4f, Lpar3, Pik3cb"
"Fatty acid metabolism",0.336,0.995,1,50,3,"Cpt1a, Scd1, Acsl6"
"Pentose phosphate pathway",0.349,1,1,30,2,"Aldoa, G6pdx"
"EGFR tyrosine kinase inhibitor resistance",0.359,1,1,74,4,"Pik3ca, Vegfa, Foxo3, Pik3cb"
"Fructose and mannose metabolism",0.364,1,1,31,2,"Aldoa, Pfkfb1"
"Salivary secretion",0.368,1,1,75,4,"Adra1b, Kcnma1, Nos1, Prkaca"
"Ovarian steroidogenesis",0.381,1,1,54,3,"Ins1, Prkaca, Pla2g4f"
"Carbohydrate digestion and absorption",0.393,1,1,33,2,"Pik3ca, Pik3cb"
"Fatty acid biosynthesis",0.394,1,1,12,1,"Acsl6"
"Arachidonic acid metabolism",0.406,1,1,79,4,"Pla2g1b, Pla2g4f, Cyp4a12a, Pla2g12b"
"Long-term depression",0.414,1,1,57,3,"Gnao1, Nos1, Pla2g4f"
"Thiamine metabolism",0.419,1,1,13,1,"Ak8"
"Insulin signaling pathway",0.441,1,1,130,6,"Ins1, Pdpk1, Pik3ca, Prkaca, Prkag1, Pik3cb"
"NOD-like receptor signaling pathway",0.456,1,1,156,7,"Ifna5, Ifna6, Ifnab, Ikbkg, Mapk13, Irak4, Tab1"
"Th1 and Th2 cell differentiation",0.461,1,1,85,4,"Ikbkg, Il13, Ppp3r1, Mapk13"
"Basal transcription factors",0.464,1,1,38,2,"Taf5l, Taf6l"
"Ferroptosis",0.464,1,1,38,2,"Ftl1, Acsl6"
"Fat digestion and absorption",0.478,1,1,39,2,"Pla2g1b, Pla2g12b"
"NF-kappa B signaling pathway",0.488,1,1,88,4,"Tirap, Ikbkg, Irak4, Tab1"
"Long-term potentiation",0.49,1,1,64,3,"Prkaca, Ppp3r1, Ep300"
"Non-alcoholic fatty liver disease (NAFLD)",0.492,1,1,137,6,"Il1a, Ins1, Pik3ca, Prkag1, Adipor1, Pik3cb"
"Necroptosis",0.492,1,1,137,6,"Ftl1, Ifna5, Ifna6, Ifnab, Il1a, Pla2g4f"
"Endocrine resistance",0.497,1,1,89,4,"Pik3ca, Prkaca, Mapk13, Pik3cb"
"Circadian entrainment",0.523,1,1,92,4,"Gnao1, Kcnj5, Nos1, Prkaca"
"Renin secretion",0.531,1,1,68,3,"Kcnma1, Prkaca, Ppp3r1"
"Cellular senescence",0.535,1,1,168,7,"Foxm1, Il1a, Pik3ca, Ppp3r1, Mapk13, Foxo3, Pik3cb"
"Arginine and proline metabolism",0.567,1,1,46,2,"Nos1, Nos3"
"Autophagy - animal",0.578,1,1,124,5,"Ins1, Pdpk1, Pik3ca, Prkaca, Pik3cb"
"Platinum drug resistance",0.579,1,1,73,3,"Pdpk1, Pik3ca, Pik3cb"
"Th17 cell differentiation",0.59,1,1,100,4,"Ikbkg, Ppp3r1, Rxrg, Mapk13"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin",0.602,1,1,22,1,"Hs3st3b1"
"Protein processing in endoplasmic reticulum",0.607,1,1,154,6,"Hspa8, Rpn2, Hsp90b1, Sec61a1, Sec61a2, Dnajb1"
"Apoptosis",0.613,1,1,129,5,"Ctsk, Ikbkg, Pdpk1, Pik3ca, Pik3cb"
"Glutamatergic synapse",0.621,1,1,104,4,"Gnao1, Prkaca, Ppp3r1, Pla2g4f"
"cAMP signaling pathway",0.627,1,1,183,7,"Arap3, Pik3ca, Prkaca, Creb3l3, Ep300, Pik3cb, Creb3l4"
"Signaling pathways regulating pluripotency of stem cells",0.64,1,1,133,5,"Dvl2, Pik3ca, Wnt9b, Mapk13, Pik3cb"
