"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Ribosome biogenesis in eukaryotes",0,0,0,74,10,"Imp3, Xpo1, Utp15, Nxf7, Ran, Rasl2-9, Fbll1, Nxf1, Gar1, Rpp25l"
"Spliceosome",0,0,0,120,27,"Sf3b3, Snrpd2, Hspa8, Magoh, Srsf3, Snrpc, Snrpb, Snrpd1, Snrpe, Dhx8, Hnrnpa3, Sf3b2, Snrnp200, Plrg1, Ddx39b, Isy1, Rbm8a, Sf3b6, Sf3b5, Lsm5, Snrpd3, Sf3a1, Snrpg, Phf5a, Snrpa1, Sf3a3, Sf3b1"
"RNA transport",0,0,0,146,20,"Nup107, Xpo1, Eif4g2, Kpnb1, Nxf7, Magoh, Nup62, Casc3, Ran, Rasl2-9, Rnps1, Nup98, Thoc6, Nup85, Nxf1, Ddx39b, Rbm8a, Eif3f, Rpp25l, Seh1l"
"Pyrimidine metabolism",0,0,0,87,11,"Polr2a, Tk1, Polr2b, Nme6, Nme4, Polr2g, Polr2d, Polr2f, Cant1, Nme3, Uck2"
"Proteasome",0,0,0,44,23,"Psma2, Psma3, Psmb1, Psmb4, Psmb6, Psmc1, Psmc3, Psmc5, Psmd2, Psmd3, Psmc4, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmd14, Psmd6, Pomp, Psmc6, Psmd11, Psmd1"
"mRNA surveillance pathway",0,0,0,80,10,"Nxf7, Magoh, Casc3, Rnps1, Cpsf7, Cpsf6, Nxf1, Ddx39b, Pabpn1, Rbm8a"
"Purine metabolism",0,0.001,0.005,154,12,"Polr2a, Ppat, Polr2b, Nme6, Nme4, Polr2g, Ak8, Polr2d, Polr2f, Cant1, Nme3, Allc"
"RNA polymerase",0,0.001,0.01,22,5,"Polr2a, Polr2b, Polr2g, Polr2d, Polr2f"
"Protein export",0.001,0.017,0.149,22,4,"Srp68, Sec61a1, Sec11a, Sec61a2"
"Cell cycle",0.006,0.16,1,121,7,"Smc3, Mad1l1, Plk1, Rad21, Wee1, Smc1a, Ep300"
"Glucagon signaling pathway",0.009,0.199,1,98,6,"Cpt1a, Prkaca, Prkag1, Creb3l3, Ep300, Creb3l4"
"Longevity regulating pathway",0.022,0.449,1,88,5,"Prkaca, Prkag1, Creb3l3, Foxo3, Creb3l4"
"Longevity regulating pathway - multiple species",0.023,0.449,1,60,4,"Hspa8, Prkaca, Prkag1, Foxo3"
"Melanogenesis",0.033,0.583,1,98,5,"Dvl2, Prkaca, Creb3l3, Ep300, Creb3l4"
"Adipocytokine signaling pathway",0.035,0.583,1,68,4,"Cpt1a, Ikbkg, Prkag1, Rxrg"
"Vasopressin-regulated water reabsorption",0.041,0.632,1,42,3,"Prkaca, Creb3l3, Creb3l4"
"Notch signaling pathway",0.057,0.829,1,48,3,"Dvl2, Kat2a, Ep300"
"AMPK signaling pathway",0.07,0.965,1,121,5,"Cpt1a, Prkag1, Creb3l3, Foxo3, Creb3l4"
"Estrogen signaling pathway",0.084,1,1,91,4,"Hspa8, Prkaca, Creb3l3, Creb3l4"
"Insulin resistance",0.122,1,1,104,4,"Cpt1a, Prkag1, Creb3l3, Creb3l4"
"TNF signaling pathway",0.128,1,1,106,4,"Cebpb, Ikbkg, Creb3l3, Creb3l4"
"Thyroid hormone synthesis",0.135,1,1,70,3,"Prkaca, Creb3l3, Creb3l4"
"Oocyte meiosis",0.148,1,1,112,4,"Smc3, Prkaca, Plk1, Smc1a"
"Thyroid hormone signaling pathway",0.148,1,1,112,4,"Kat2a, Prkaca, Rxrg, Ep300"
"Protein processing in endoplasmic reticulum",0.15,1,1,154,5,"Hspa8, Rpn2, Sec61a1, Sec61a2, Dnajb1"
"PPAR signaling pathway",0.17,1,1,78,3,"Fabp4, Cpt1a, Rxrg"
"Aldosterone synthesis and secretion",0.188,1,1,82,3,"Prkaca, Creb3l3, Creb3l4"
"Insulin secretion",0.188,1,1,82,3,"Prkaca, Creb3l3, Creb3l4"
"Relaxin signaling pathway",0.194,1,1,125,4,"Prkaca, Creb3l3, Vegfa, Creb3l4"
"FoxO signaling pathway",0.205,1,1,128,4,"Plk1, Prkag1, Ep300, Foxo3"
"Progesterone-mediated oocyte maturation",0.212,1,1,87,3,"Mad1l1, Prkaca, Plk1"
"Thiamine metabolism",0.213,1,1,13,1,"Ak8"
"Non-homologous end-joining",0.213,1,1,13,1,"Mre11a"
"Drug metabolism - other enzymes",0.225,1,1,49,2,"Tk1, Uck2"
"Cytosolic DNA-sensing pathway",0.245,1,1,52,2,"Ikbkg, Polr2f"
"Regulation of lipolysis in adipocytes",0.252,1,1,53,2,"Fabp4, Prkaca"
"HIF-1 signaling pathway",0.26,1,1,97,3,"Arnt, Vegfa, Ep300"
"Cholinergic synapse",0.325,1,1,110,3,"Prkaca, Creb3l3, Creb3l4"
"Long-term potentiation",0.326,1,1,64,2,"Prkaca, Ep300"
"RNA degradation",0.34,1,1,66,2,"Patl1, Lsm5"
"EGFR tyrosine kinase inhibitor resistance",0.393,1,1,74,2,"Vegfa, Foxo3"
"Ribosome",0.405,1,1,126,3,"Rpl26, Rps3a1, Rplp1"
