"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Wnt signaling pathway",0,0.003,0.003,142,32,"APC2, CSNK2B, DAAM1, FRAT2, DKK4, LRP6, MMP7, MYC, NFATC1, SERPINF1, WNT4, PPP3R1, PRKCA, PRKCB, MAPK9, PSEN1, CHD8, RAC1, RAC3, CCND1, SFRP5, WNT3, WNT7A, TBL1XR1, FZD3, WNT5B, CAMK2D, CAMK2G, AXIN2, RUVBL1, BTRC, RBX1"
"Dopaminergic synapse",0,0.005,0.01,130,29,"GNB5, COMT, MAPK14, CREB3L4, GNAL, GNB1, GNGT1, GRIN2B, ITPR2, KCNJ5, KIF5B, MAOB, ATF4, CALY, PPP1CA, PPP2CA, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R5C, PRKCA, PRKCB, MAPK11, MAPK9, SCN1A, CACNA1A, CAMK2D, CAMK2G, PPP1R1B"
"Hippo signaling pathway",0,0.005,0.016,153,32,"APC2, RASSF1, FRMD6, CTNNA2, AMOT, DLG2, BBC3, GLI2, CTNNA3, BIRC2, ITGB2, MYC, WNT4, PPP1CA, PPP2CA, PPP2R1A, PPP2R1B, PPP2R2A, CCND1, BMP2, BMPR1A, SNAI2, TGFB3, TGFBR2, WNT3, WNT7A, YWHAE, FZD3, WNT5B, AXIN2, BTRC, LIMD1"
"Adrenergic signaling in cardiomyocytes",0,0.007,0.028,144,30,"ADCY3, ADCY9, MAPK14, ADRA1D, ADRA1B, CREB3L4, ADRB1, AGTR2, CACNG5, MYH7, ATF4, ATP1A4, ATP2B1, PPP1CA, PPP1R1A, PPP2CA, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R5C, PRKCA, MAPK11, CACNG6, BCL2, SCN1B, TPM1, CACNB2, CAMK2D, CAMK2G, CACNA2D4"
"Necroptosis",0,0.011,0.055,163,32,"RIPK3, FAF1, SPATA2L, PARP4, PYCARD, SLC25A6, H2AFZ, BIRC2, HSP90AA1, IFNA5, IFNA6, IFNG, PPIA, PPID, MAPK9, PYGB, PYGL, BCL2, STAT6, VDAC1, ZBP1, CAMK2D, CAMK2G, CAPN1, HIST1H2AI, HIST1H2AK, HIST1H2AJ, HIST1H2AC, H2AFB3, TNFRSF10B, SQSTM1, HIST3H2A"
"cGMP-PKG signaling pathway",0,0.019,0.122,163,31,"MRVI1, ADCY3, ADCY9, ADORA1, ADRA1D, ADRA1B, CREB3L4, ADRA2A, ADRB1, KCNMB3, KCNMB4, SLC25A6, GUCY1A2, ITPR2, MEF2A, MYH7, PPP1R12A, ATF4, NFATC1, ATP1A4, NPPB, NPR2, ATP2B1, PDE2A, PDE3A, PPP1CA, PPP3R1, MAP2K2, SLC8A3, VASP, VDAC1"
"Hedgehog signaling pathway",0.001,0.019,0.131,46,13,"KIF3A, CSNK1G3, GLI1, GLI2, GLI3, DHH, CDON, SMURF1, CCND1, BCL2, CUL3, BTRC, BOC"
"Apoptosis - multiple species",0.001,0.04,0.317,33,10,"BBC3, HTRA2, BIRC2, CYCS, MAPK9, BAK1, BCL2, BOK, CASP9, BECN1"
"Cellular senescence",0.001,0.041,0.365,159,29,"TRAF3IP2, CHEK1, MAPK14, HIPK4, GADD45A, FOXO3, SIRT1, HIPK2, SLC25A6, HLA-A, ITPR2, MYC, GADD45B, NFATC1, NRAS, PIK3CD, PPID, PPP1CA, PPP3R1, MAPK11, MAP2K2, CCND1, TGFB3, TGFBR2, VDAC1, CAPN1, SQSTM1, BTRC, CDC25A"
"Neurotrophin signaling pathway",0.002,0.046,0.504,119,23,"SH2B2, MAPK14, FOXO3, ABL1, SH2B1, RAPGEF1, ATF4, NFKBIA, NRAS, NTF4, NTRK3, PIK3CD, MAPK11, MAPK9, MAP2K2, MAP2K5, PSEN1, RAC1, BCL2, RPS6KA2, YWHAE, CAMK2D, CAMK2G"
"VEGF signaling pathway",0.002,0.046,0.529,59,14,"MAPK14, HSPB1, NRAS, PIK3CD, PPP3R1, PRKCA, PRKCB, MAPK11, MAP2K2, RAC1, RAC3, VEGFA, CASP9, SH2D2A"
"MAPK signaling pathway",0.002,0.046,0.572,255,41,"RASGRP1, RASGRP2, MAPK14, DAXX, GADD45A, DDIT3, ELK1, FGFR2, MAPK8IP3, FLNC, RASGRP3, CACNG5, HSPB1, MYC, GADD45B, ATF4, NFATC1, NFKB2, NRAS, NTF4, PPP3R1, PRKCA, PRKCB, MAPK11, MAPK9, MAP2K2, MAP2K5, MAP4K2, RAC1, RAC3, CACNG6, RPS6KA2, TGFB3, TGFBR2, CACNA1A, CACNB2, IL1R2, DUSP16, FGF18, CACNA2D4, MAP4K4"
"Purine metabolism",0.003,0.046,0.626,172,30,"POLR3F, POLR3C, ADCY3, ADCY9, NT5C3B, ADK, PRPS1L1, AK5, GUCY1A2, GUCY2F, ENTPD8, ATIC, PNP, NPR2, RRM2B, PDE2A, PDE3A, PDE4B, PDE6G, PDE8A, PKM, NUDT9, POLD2, POLR2E, POLR3B, PRPS2, POLE4, ENTPD1, POLR1C, ENTPD6"
"Rap1 signaling pathway",0.003,0.046,0.637,210,35,"RASGRP2, RGS14, ADCY3, ADCY9, CNR1, MAPK14, EFNA3, FGFR2, VEGFD, PRKD3, RASGRP3, MAGI3, RAPGEF1, GRIN2B, HGF, ITGB2, PFN4, NRAS, P2RY1, PIK3CD, APBB1IP, PRKCA, PRKCB, MAPK11, MAP2K2, RAC1, RAC3, RAP1GAP, THBS1, VASP, VEGFA, FGF18, KRIT1, LPAR2, BCAR1"
