"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"MAPK signaling pathway",0,0,0,255,48,"DUSP10, MAP3K8, DUSP5, DUSP6, DUSP7, EGFR, ELK4, FGF7, FGF8, FGF9, FGF10, FGF12, FGFR3, MRAS, TAB2, PLA2G4D, NR4A1, IKBKB, IL1A, IL1B, JUN, KRAS, STMN1, MAX, MAP3K3, MOS, TAOK3, PDGFRA, PDGFRB, PLA2G4A, PPP3R2, MAPK13, MAP2K6, RAP1A, RELA, BRAF, MAP3K7, TGFB2, TNFRSF1A, CACNA1C, CACNA2D1, CACNB4, MAPKAPK3, JMJD7-PLA2G4B, CACNA2D2, CD14, CDC25B, CDC42"
"Ras signaling pathway",0,0,0,226,27,"RASA4, CSF1R, EGFR, FGF7, FGF8, FGF9, FGF10, FGF12, FGFR3, MRAS, LAT, PLA2G4D, IKBKB, KRAS, NGFR, PLCE1, PDGFRA, PDGFRB, PLA2G4A, RAP1A, RELA, BCL2L1, PIK3R3, JMJD7-PLA2G4B, RASAL2, GAB2, CDC42"
"PI3K-Akt signaling pathway",0,0,0,340,40,"CREB3, COL1A2, COL4A2, COL4A3, CREB1, ATF6B, CSF1R, EGFR, FGF7, FGF8, FGF9, FGF10, FGF12, FGFR3, NR4A1, IFNA13, IFNA14, IFNA16, IKBKB, IL3, IL3RA, ITGAV, ITGB3, KRAS, NGFR, PDGFRA, PDGFRB, PDPK1, PPP2CB, PPP2R5E, RELA, BCL2L1, SYK, TLR2, TLR4, YWHAG, PIK3R3, CCND2, CCND3, CREB3L1"
"Apoptosis",0,0,0,138,23,"PARP1, CTSD, EIF2S1, ENDOG, BIRC5, IKBKB, IL3, IL3RA, ITPR3, JUN, KRAS, PDPK1, PMAIP1, DIABLO, RELA, BCL2L1, TNFRSF1A, TUBA4A, TUBA1A, CAPN2, PIK3R3, RIPK1, CFLAR"
"Osteoclast differentiation",0,0,0,127,27,"SIRPB1, IRF9, CREB1, CSF1R, CYLD, FHL2, TAB2, LILRA5, IKBKB, IL1A, IL1B, ITGB3, JUN, PPP3R2, MAPK13, MAP2K6, RELA, SPI1, STAT1, SYK, MAP3K7, TGFB2, TNFRSF1A, CALCR, PIK3R3, TNFRSF11A, GAB2"
"Toll-like receptor signaling pathway",0,0,0,104,28,"TIRAP, MAP3K8, TICAM1, TAB2, LY96, IFNA13, IFNA14, IFNA16, IKBKB, IL1B, CXCL8, IL12A, IRAK1, JUN, MYD88, TOLLIP, MAPK13, MAP2K6, RELA, CCL3, CXCL11, STAT1, MAP3K7, TLR2, TLR4, PIK3R3, RIPK1, CD14"
"TNF signaling pathway",0,0,0,108,25,"DNM1L, CREB3, MAP3K8, CREB1, ATF6B, CSF2, JAG1, EDN1, PGAM5, TAB2, TAB3, ICAM1, IKBKB, IL1B, JUN, MAPK13, MAP2K6, RELA, BCL3, MAP3K7, TNFRSF1A, PIK3R3, RIPK1, CFLAR, CREB3L1"
"Thyroid hormone signaling pathway",0,0,0,116,23,"RCAN2, SLC16A10, ATP1B4, SIN3A, HDAC2, ITGAV, ITGB3, KRAS, MYH6, ATP1A3, ATP1B2, ATP1B3, NOTCH4, PLCE1, PDPK1, PLCB4, SLCO1C1, SLC2A1, STAT1, PIK3R3, KAT2B, MED14, TBC1D4"
"AGE-RAGE signaling pathway in diabetic complications",0,0,0,99,22,"COL1A2, COL4A2, COL4A3, DIAPH1, AGER, EDN1, EGR1, ICAM1, IL1A, IL1B, CXCL8, JUN, KRAS, SMAD4, PLCE1, PLCB4, MAPK13, RELA, STAT1, TGFB2, PIK3R3, CDC42"
"NOD-like receptor signaling pathway",0,0,0,168,23,"DNM1L, IRF9, TICAM1, TAB2, TAB3, GBP2, IFNA13, IFNA14, IFNA16, IKBKB, IL1B, CXCL8, ITPR3, JUN, MYD88, PLCB4, MAPK13, RELA, BCL2L1, STAT1, MAP3K7, TLR4, RIPK1"
"Spliceosome",0,0,0,132,31,"BCAS2, PPIH, PRPF8, SF3B2, LSM6, HNRNPA1L2, CCDC12, SNW1, ACIN1, SF3B1, LSM4, PRPF31, HNRNPC, HNRNPM, SNU13, SF3B6, PLRG1, XAB2, THOC2, SRSF1, SRSF2, SRSF3, TRA2B, SNRPC, SNRPD3, PHF5A, PRPF38A, EFTUD2, CDC5L, RBM8A, THOC1"
"Proteasome",0,0,0,45,29,"POMP, PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMB1, PSMB2, PSMB3, PSMB4, PSMB5, PSMB9, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD1, PSMD2, PSMD3, PSMD7, PSMD8, PSMD11, PSMD12, PSMF1, PSMD6"
"NF-kappa B signaling pathway",0,0,0,94,28,"TIRAP, PARP1, CSNK2A2, TICAM1, ERC1, TAB2, LY96, TAB3, LAT, ICAM1, IKBKB, IL1B, CXCL8, IRAK1, MYD88, RELA, BCL2L1, CCL13, SYK, MAP3K7, TLR4, TNFRSF1A, UBE2I, CARD11, RIPK1, TNFRSF11A, CFLAR, CD14"
"Notch signaling pathway",0,0,0,48,12,"JAG1, DTX1, SNW1, NCSTN, HDAC2, RBPJ, MFNG, NOTCH4, APH1A, MAML2, KAT2B, NUMBL"
"Fc epsilon RI signaling pathway",0,0,0.001,67,13,"CSF2, LAT, PLA2G4D, IL3, KRAS, PDPK1, PLA2G4A, MAPK13, MAP2K6, SYK, PIK3R3, JMJD7-PLA2G4B, GAB2"
"Lysine degradation",0,0,0.001,59,12,"EHMT2, EZH1, ALDH2, ALDH3A2, HADHA, KMT5B, ASH1L, SETMAR, SUV39H1, SUV39H2, EHMT1, PLOD3"
"Rap1 signaling pathway",0,0,0.002,210,24,"CSF1R, CTNND1, EGFR, FGF7, FGF8, FGF9, FGF10, FGF12, FGFR3, MRAS, LAT, ITGB3, KRAS, NGFR, PLCE1, PDGFRA, PDGFRB, PLCB4, MAPK13, MAP2K6, RAP1A, BRAF, PIK3R3, CDC42"
"Necroptosis",0,0,0.004,163,20,"DNM1L, IRF9, PARP1, TICAM1, CYLD, PGAM5, PLA2G4D, IFNA13, IFNA14, IFNA16, IL1A, IL1B, PLA2G4A, STAT1, TLR4, TNFRSF1A, CAPN2, JMJD7-PLA2G4B, RIPK1, CFLAR"
"T cell receptor signaling pathway",0,0,0.006,102,15,"MAP3K8, CSF2, LAT, IKBKB, JUN, KRAS, NFKBIE, PDPK1, PPP3R2, MAPK13, RELA, MAP3K7, CARD11, PIK3R3, CDC42"
"Adrenergic signaling in cardiomyocytes",0,0,0.009,144,18,"CREB3, CREB1, ATF6B, ADRB2, ATP1B4, MYH6, ATP1A3, ATP1B2, ATP1B3, PLCB4, PPP2CB, PPP2R5E, MAPK13, CACNA1C, CACNA2D1, CACNB4, CREB3L1, CACNA2D2"
"GnRH signaling pathway",0,0.002,0.032,92,13,"EGFR, PLA2G4D, ITPR3, JUN, KRAS, MAP3K3, PLA2G4A, PLCB4, MAPK13, MAP2K6, CACNA1C, JMJD7-PLA2G4B, CDC42"
"RIG-I-like receptor signaling pathway",0,0.002,0.04,70,11,"CYLD, IFNA13, IFNA14, IFNA16, IKBKB, CXCL8, IL12A, MAPK13, RELA, MAP3K7, RIPK1"
"VEGF signaling pathway",0,0.002,0.042,59,10,"PLA2G4D, KRAS, PLA2G4A, PPP3R2, MAPK13, PXN, MAPKAPK3, PIK3R3, JMJD7-PLA2G4B, CDC42"
"Cytokine-cytokine receptor interaction",0,0.002,0.048,270,25,"CCR8, CSF1R, CSF2, EGFR, IFNA13, IFNA14, IFNA16, IL1A, IL1B, IL3, IL3RA, CXCL8, IL12A, NGFR, PDGFRA, PDGFRB, CCL3, CCL13, CXCL11, TGFB2, THPO, TNFRSF1A, CXCR4, PLEKHO2, TNFRSF11A"
"Insulin secretion",0,0.002,0.058,85,12,"CREB3, CREB1, ATF6B, ATP1B4, ITPR3, ATP1A3, ATP1B2, ATP1B3, PLCB4, SLC2A1, CACNA1C, CREB3L1"
"Regulation of actin cytoskeleton",0,0.002,0.06,211,21,"DIAPH1, EGFR, FGF7, FGF8, FGF9, FGF10, FGF12, FGFR3, MRAS, ITGAV, ITGB3, KRAS, MOS, PDGFRA, PDGFRB, PXN, BRAF, PIK3R3, CD14, ARHGEF6, CDC42"
"Thyroid hormone synthesis",0,0.002,0.067,74,11,"CREB3, CREB1, ATF6B, ATP1B4, HSPA5, ITPR3, ATP1A3, ATP1B2, ATP1B3, PLCB4, CREB3L1"
"Focal adhesion",0,0.002,0.069,198,20,"COL1A2, COL4A2, COL4A3, DIAPH1, EGFR, ITGAV, ITGB3, JUN, ARHGAP5, PDGFRA, PDGFRB, PDPK1, PXN, RAP1A, BRAF, CAPN2, PIK3R3, CCND2, CCND3, CDC42"
"Relaxin signaling pathway",0,0.003,0.098,130,15,"CREB3, COL1A2, COL4A2, COL4A3, CREB1, ATF6B, EDN1, EGFR, JUN, KRAS, PLCB4, MAPK13, RELA, PIK3R3, CREB3L1"
